[Header]	
System	UBCECO_TOCVcsh	
File Ver.	2.00	
User		
Date of Creation	5/21/2019 7:26:51 PM	
Comments		

[System]	
Detector	Combustion	
Catalyst	High Sensitivity	
ASI Tray	40 mL Vials	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC	NPOC_6	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 8:57:12 PM	1	3	NPOC	3.999	4.860	1.471	NPOC:1.788mg/L	1	80	
Unknown	NPOC	NPOC_6	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 8:59:32 PM	1	4	NPOC	4.714	4.860	1.734	NPOC:1.788mg/L	0	80	
Unknown	NPOC	NPOC_6	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:01:52 PM	1	5	NPOC	4.860	4.860	1.788	NPOC:1.788mg/L	0	80	
Unknown	NPOC	NPOC_7	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:06:55 PM	1	1	NPOC	7.536	8.822	2.772	NPOC:3.245mg/L	1	80	
Unknown	NPOC	NPOC_7	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:09:21 PM	1	2	NPOC	9.183	8.822	3.378	NPOC:3.245mg/L	0	80	
Unknown	NPOC	NPOC_7	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:11:45 PM	1	3	NPOC	9.325	8.822	3.430	NPOC:3.245mg/L	1	80	
Unknown	NPOC	NPOC_7	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:14:04 PM	1	4	NPOC	8.634	8.822	3.176	NPOC:3.245mg/L	0	80	
Unknown	NPOC	NPOC_7	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:16:21 PM	1	5	NPOC	8.648	8.822	3.181	NPOC:3.245mg/L	0	80	
Unknown	NPOC	NPOC_8	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:21:21 PM	1	1	NPOC	4.582	4.723	1.686	NPOC:1.737mg/L	0	80	
Unknown	NPOC	NPOC_8	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:23:26 PM	1	2	NPOC	3.641	4.723	1.339	NPOC:1.737mg/L	1	80	
Unknown	NPOC	NPOC_8	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:25:43 PM	1	3	NPOC	4.537	4.723	1.669	NPOC:1.737mg/L	0	80	
Unknown	NPOC	NPOC_8	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:28:00 PM	1	4	NPOC	5.049	4.723	1.857	NPOC:1.737mg/L	0	80	
Unknown	NPOC	NPOC_8	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:30:21 PM	1	5	NPOC	5.189	4.723	1.909	NPOC:1.737mg/L	1	80	
Unknown	NPOC	NPOC_9	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:35:33 PM	1	1	NPOC	8.780	9.912	3.230	NPOC:3.646mg/L	1	80	
Unknown	NPOC	NPOC_9	Leech-May15_Trip8	C:\TOC3201\Methods\forWater_HMc_NPOC_pH2.met	C:\TOC3201\CalCurves\2019-04-04_forWater_NPOC_6pt-cal.2019_04_04_17_09_19.cal	1.00		5/21/2019 9:37:52 PM	1	2	NPOC	9.780	9.912	3.598	NPOC:3.646mg/L	0	80	
