trip,event_ID,rain_season,site,sample_type,sample,NPOC_ppm,SAC254_Abs.m,DOCeq_ppm,Date_sampled,Date_collected,sample_HT_days,TidbiT_location,Temp_daily,Temp_daily_sd
20,NA,NA,Tunnel,Grab,Grab,3.996,14.418,DOCeq_ppm,2019-12-16,2019-12-17,1,NA,NaN,NA
19,NA,NA,Tunnel,Grab,Grab,4.31,15.565,DOCeq_ppm,2019-11-22,2019-11-22,0,NA,NaN,NA
17,NA,NA,Tunnel,Grab,Grab,5.067,17.762,DOCeq_ppm,2019-10-24,2019-10-24,0,NA,NaN,NA
20,NA,NA,Tunnel,Grab,Grab,5.329,19.016,DOCeq_ppm,2019-12-13,2019-12-17,4,NA,NaN,NA
14,NA,NA,Tunnel,Grab,Grab,6.469,NA,DOCeq_ppm,2019-08-22,2019-08-23,1,NA,NaN,NA
16,NA,NA,Tunnel,Grab,Grab,7.625,14.857,DOCeq_ppm,2019-10-12,2019-10-12,0,NA,NaN,NA
15,NA,NA,Tunnel,Grab,Grab,8.854,15.352,DOCeq_ppm,2019-09-20,2019-09-21,1,NA,NaN,NA
18,NA,NA,Tunnel,Grab,Treatability,3.019,11.0755,DOCeq_ppm,2019-11-12,2019-11-15,3,NA,NaN,NA
23,NA,NA,Tunnel,Grab,Treatability,3.4,NA,DOCeq_ppm,2020-02-18,2020-02-20,2,NA,NaN,NA
18,NA,NA,Tunnel,Grab,R1,3.7,12.262,DOCeq_ppm,2019-11-13,2019-11-15,2,NA,NaN,NA
22,NA,NA,Tunnel,Grab,R1,4.887,15.255,DOCeq_ppm,2020-01-07,2020-01-07,0,NA,NaN,NA
18,NA,NA,Tunnel,Grab,R2,3.58,13.443,DOCeq_ppm,2019-11-13,2019-11-15,2,NA,NaN,NA
22,NA,NA,Tunnel,Grab,R2,5.243,NA,DOCeq_ppm,2020-01-07,2020-01-07,0,NA,NaN,NA
18,NA,NA,Tunnel,Grab,R3,3.7,13.484,DOCeq_ppm,2019-11-13,2019-11-15,2,NA,NaN,NA
18,NA,NA,Tunnel,Grab,R4,4.628,13.491,DOCeq_ppm,2019-11-13,2019-11-15,2,NA,NaN,NA
18,NA,NA,Tunnel,Grab,R5,3.628,13.427,DOCeq_ppm,2019-11-13,2019-11-15,2,NA,NaN,NA
23,NA,NA,Tunnel,Rack,L1,5.909,13.603,DOCeq_ppm,2019-12-18,2020-02-20,64,NA,NaN,NA
23,NA,NA,Tunnel,Rack,L2,4.937,13.809,DOCeq_ppm,2019-12-19,2020-02-20,63,NA,NaN,NA
23,NA,NA,Tunnel,Rack,L3,5.037,13.584,DOCeq_ppm,2019-12-19,2020-02-20,63,NA,NaN,NA
23,NA,NA,Tunnel,Rack,L4,5.352,NA,DOCeq_ppm,2019-12-20,2020-02-20,62,NA,NaN,NA
23,NA,NA,Tunnel,Rack,L5,5.101,NA,DOCeq_ppm,2020-01-23,2020-02-20,28,NA,NaN,NA
23,NA,NA,Tunnel,Rack,L6,5.209,14.289,DOCeq_ppm,2020-01-31,2020-02-20,20,NA,NaN,NA
