Trip,Parameters,UNITS,MAC,AO,OG,site,metals_values,NPOC_ppm,sample_type,sample,dt_sampled,fillStage_cm,analysis,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA,Site,metal_parameters
6,Total Beryllium (Be),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Beryllium (Be)
6,Total Bismuth (Bi),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Bismuth (Bi)
6,Total Bismuth (Bi),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Bismuth (Bi)
6,Total Bismuth (Bi),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Bismuth (Bi)
6,Total Bismuth (Bi),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Bismuth (Bi)
6,Total Bismuth (Bi),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Bismuth (Bi)
6,Total Bismuth (Bi),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Bismuth (Bi)
6,Total Boron (B),ug/L,5000,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Boron (B)
6,Total Boron (B),ug/L,5000,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Boron (B)
6,Total Boron (B),ug/L,5000,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Boron (B)
6,Total Boron (B),ug/L,5000,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Boron (B)
6,Total Boron (B),ug/L,5000,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Boron (B)
6,Total Boron (B),ug/L,5000,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Boron (B)
6,Total Cadmium (Cd),ug/L,5,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Cadmium (Cd)
6,Total Cadmium (Cd),ug/L,5,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Cadmium (Cd)
6,Total Cadmium (Cd),ug/L,5,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Cadmium (Cd)
6,Total Cadmium (Cd),ug/L,5,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Cadmium (Cd)
6,Total Cadmium (Cd),ug/L,5,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Cadmium (Cd)
6,Total Cadmium (Cd),ug/L,5,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Cadmium (Cd)
6,Total Chromium (Cr),ug/L,50,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Chromium (Cr)
6,Total Chromium (Cr),ug/L,50,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Chromium (Cr)
6,Total Chromium (Cr),ug/L,50,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Chromium (Cr)
6,Total Chromium (Cr),ug/L,50,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Chromium (Cr)
6,Total Chromium (Cr),ug/L,50,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Chromium (Cr)
6,Total Chromium (Cr),ug/L,50,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Chromium (Cr)
6,Total Cobalt (Co),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Cobalt (Co)
6,Total Cobalt (Co),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Cobalt (Co)
6,Total Cobalt (Co),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Cobalt (Co)
6,Total Cobalt (Co),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Cobalt (Co)
6,Total Cobalt (Co),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Cobalt (Co)
6,Total Cobalt (Co),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Cobalt (Co)
6,Total Copper (Cu),ug/L,NA,1000,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Copper (Cu)
6,Total Copper (Cu),ug/L,NA,1000,NA,WEEKSOUT,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Copper (Cu)
6,Total Copper (Cu),ug/L,NA,1000,NA,TUNNEL,0.43,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Copper (Cu)
6,Total Copper (Cu),ug/L,NA,1000,NA,LEECHHEAD,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Copper (Cu)
6,Total Copper (Cu),ug/L,NA,1000,NA,CRAGGCREEK,0.41,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Copper (Cu)
6,Total Copper (Cu),ug/L,NA,1000,NA,CHRISCREEK,0.61,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Copper (Cu)
6,Total Iron (Fe),ug/L,NA,300,NA,WESTLEECH,21,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Iron (Fe)
6,Total Iron (Fe),ug/L,NA,300,NA,WEEKSOUT,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Iron (Fe)
6,Total Iron (Fe),ug/L,NA,300,NA,TUNNEL,23.6,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Iron (Fe)
6,Total Iron (Fe),ug/L,NA,300,NA,LEECHHEAD,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Iron (Fe)
6,Total Iron (Fe),ug/L,NA,300,NA,CRAGGCREEK,13.2,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Iron (Fe)
6,Total Iron (Fe),ug/L,NA,300,NA,CHRISCREEK,15,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Iron (Fe)
6,Total Lead (Pb),ug/L,10,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Lead (Pb)
6,Total Lead (Pb),ug/L,10,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Lead (Pb)
6,Total Lead (Pb),ug/L,10,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Lead (Pb)
6,Total Lead (Pb),ug/L,10,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Lead (Pb)
6,Total Lead (Pb),ug/L,10,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Lead (Pb)
6,Total Lead (Pb),ug/L,10,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Lead (Pb)
6,Total Manganese (Mn),ug/L,NA,50,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Manganese (Mn)
6,Total Manganese (Mn),ug/L,NA,50,NA,WEEKSOUT,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Manganese (Mn)
6,Total Manganese (Mn),ug/L,NA,50,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Manganese (Mn)
6,Total Manganese (Mn),ug/L,NA,50,NA,LEECHHEAD,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Manganese (Mn)
6,Total Manganese (Mn),ug/L,NA,50,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Manganese (Mn)
6,Total Manganese (Mn),ug/L,NA,50,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Manganese (Mn)
6,Total Molybdenum (Mo),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Molybdenum (Mo)
6,Total Molybdenum (Mo),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Molybdenum (Mo)
6,Total Molybdenum (Mo),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Molybdenum (Mo)
6,Total Molybdenum (Mo),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Molybdenum (Mo)
6,Total Molybdenum (Mo),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Molybdenum (Mo)
6,Total Molybdenum (Mo),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Molybdenum (Mo)
6,Total Nickel (Ni),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Nickel (Ni)
6,Total Nickel (Ni),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Nickel (Ni)
6,Total Nickel (Ni),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Nickel (Ni)
6,Total Nickel (Ni),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Nickel (Ni)
6,Total Nickel (Ni),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Nickel (Ni)
6,Total Nickel (Ni),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Nickel (Ni)
6,Total Selenium (Se),ug/L,50,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Selenium (Se)
6,Total Selenium (Se),ug/L,50,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Selenium (Se)
6,Total Selenium (Se),ug/L,50,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Selenium (Se)
6,Total Selenium (Se),ug/L,50,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Selenium (Se)
6,Total Selenium (Se),ug/L,50,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Selenium (Se)
6,Total Selenium (Se),ug/L,50,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Selenium (Se)
6,Total Silicon (Si),ug/L,NA,NA,NA,WESTLEECH,2280,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Silicon (Si)
6,Total Silicon (Si),ug/L,NA,NA,NA,WEEKSOUT,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Silicon (Si)
6,Total Silicon (Si),ug/L,NA,NA,NA,TUNNEL,2160,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Silicon (Si)
6,Total Silicon (Si),ug/L,NA,NA,NA,LEECHHEAD,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Silicon (Si)
6,Total Silicon (Si),ug/L,NA,NA,NA,CRAGGCREEK,1690,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Silicon (Si)
6,Total Silicon (Si),ug/L,NA,NA,NA,CHRISCREEK,1870,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Silicon (Si)
6,Total Silver (Ag),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Silver (Ag)
6,Total Silver (Ag),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Silver (Ag)
6,Total Silver (Ag),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Silver (Ag)
6,Total Silver (Ag),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Silver (Ag)
6,Total Silver (Ag),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Silver (Ag)
6,Total Silver (Ag),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Silver (Ag)
6,Total Strontium (Sr),ug/L,NA,NA,NA,WESTLEECH,13.4,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Strontium (Sr)
6,Total Strontium (Sr),ug/L,NA,NA,NA,WEEKSOUT,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Strontium (Sr)
6,Total Strontium (Sr),ug/L,NA,NA,NA,TUNNEL,14.4,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Strontium (Sr)
6,Total Strontium (Sr),ug/L,NA,NA,NA,LEECHHEAD,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Strontium (Sr)
6,Total Strontium (Sr),ug/L,NA,NA,NA,CRAGGCREEK,8.5,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Strontium (Sr)
6,Total Strontium (Sr),ug/L,NA,NA,NA,CHRISCREEK,7.6,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Strontium (Sr)
6,Total Thallium (Tl),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Thallium (Tl)
6,Total Thallium (Tl),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Thallium (Tl)
6,Total Thallium (Tl),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Thallium (Tl)
6,Total Thallium (Tl),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Thallium (Tl)
6,Total Thallium (Tl),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Thallium (Tl)
6,Total Thallium (Tl),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Thallium (Tl)
6,Total Tin (Sn),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Tin (Sn)
6,Total Tin (Sn),ug/L,NA,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Tin (Sn)
6,Total Tin (Sn),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Tin (Sn)
6,Total Tin (Sn),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Tin (Sn)
6,Total Tin (Sn),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Tin (Sn)
6,Total Tin (Sn),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Tin (Sn)
6,Total Titanium (Ti),ug/L,NA,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Titanium (Ti)
6,Total Titanium (Ti),ug/L,NA,NA,NA,WEEKSOUT,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Titanium (Ti)
6,Total Titanium (Ti),ug/L,NA,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Titanium (Ti)
6,Total Titanium (Ti),ug/L,NA,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Titanium (Ti)
6,Total Titanium (Ti),ug/L,NA,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Titanium (Ti)
6,Total Titanium (Ti),ug/L,NA,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Titanium (Ti)
6,Total Uranium (U),ug/L,20,NA,NA,WESTLEECH,NA,2.333,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,WESTLEECH,Total Uranium (U)
6,Total Uranium (U),ug/L,20,NA,NA,WEEKSOUT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WEEKSOUT,Total Uranium (U)
6,Total Uranium (U),ug/L,20,NA,NA,TUNNEL,NA,2.187,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,TUNNEL,Total Uranium (U)
6,Total Uranium (U),ug/L,20,NA,NA,LEECHHEAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEECHHEAD,Total Uranium (U)
6,Total Uranium (U),ug/L,20,NA,NA,CRAGGCREEK,NA,2.581,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CRAGGCREEK,Total Uranium (U)
6,Total Uranium (U),ug/L,20,NA,NA,CHRISCREEK,NA,1.845,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,CHRISCREEK,Total Uranium (U)
