site,trip,sample_type,sample,sampleStage_cm,analysis,NPOC_ppm,DateTime,corr_stage_cm,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA,DateTime_sampled,Date,event_ID,rain_season,collection,Date_sampled,Date_collected,HoldTime_days
ChrisCrk,9,Grab,FP0603,17.834,DOC,6.316,2019-05-31T17:30:00Z,17.834,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-05-31T17:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
CraggCrk,9,Grab,FP0603,4.1,DOC,5.177,2019-05-31T18:15:00Z,4.1,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-05-31T17:30:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
WestLeech,9,Grab,FP0603,11.120000000000001,DOC,5.045,2019-05-31T19:15:00Z,11.120000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-05-31T18:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
Tunnel,9,Grab,FP0603,-0.3400000000000003,DOC,5.988,2019-05-31T20:15:00Z,-0.3400000000000003,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-05-31T19:35:00Z,2019-05-31,NA,dry,2019-05-31T08:00:00Z,2019-05-31,2019-05-31,0
Weeks,2,Rack,L1,30,DOC,16.81,NA,29.509999999999998,0.675,19.923,15.735,NaN,32.786699999999996,1.0003722062333908,1.2420790170231406,1.0562956956312883,wet,1.9504283164782867,1.9504283164782867,2018-10-25T05:00:00Z,2018-10-24,NA,wet,2018-11-07T08:00:00Z,2018-10-24,2018-11-07,14
Weeks,2,Rack,L2,35,DOC,19.07,NA,34.519999999999996,0.634,17.601,13.985,NaN,47.5355,0.9999581564427426,4.327891379876584,-5.181978353888749,wet,2.4926848453067643,2.4926848453067643,2018-10-26T13:10:00Z,2018-10-26,NA,wet,2018-11-07T08:00:00Z,2018-10-26,2018-11-07,12
Weeks,2,Rack,L3,40,DOC,11.74,NA,39.53,0.749,15.616,12.323,NaN,42.05205,1.0000420995970356,4.341941843272548,-5.511282843894899,wet,3.5819463373083478,3.5819463373083478,2018-10-29T03:40:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
Weeks,2,Rack,L4,45,DOC,12.93,NA,44.53999999999999,0.709,16.803,13.264,NaN,37.331649999999996,1.0000606592259293,4.315716149576525,-5.291773778920309,wet,2.887211910286156,2.887211910286156,2018-10-30T07:30:00Z,2018-10-29,1,wet,2018-11-07T08:00:00Z,2018-10-29,2018-11-07,9
Weeks,2,Rack,L5,50,DOC,12.32,NA,49.53999999999999,NaN,NaN,NaN,NaN,40.1659,1.000007723647403,4.3474810678656155,-6.369395017793594,wet,3.260219155844156,3.260219155844156,2018-10-31T00:10:00Z,2018-10-30,1,wet,2018-11-07T08:00:00Z,2018-10-30,2018-11-07,8
LeechHead,2,Rack,L1,90,DOC,8.305,NA,89.523,0.56,12.67,10.007,NaN,62.313500000000005,0.9998111881703611,4.299782955633578,-7.671022067363531,wet,7.5031306441902474,7.5031306441902474,2018-10-25T03:25:00Z,2018-10-24,NA,wet,2018-11-07T08:00:00Z,2018-10-24,2018-11-07,14
LeechHead,2,Rack,L2,100,DOC,9.335,NA,99.563,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-10-28T06:25:00Z,2018-10-27,NA,wet,2018-11-07T08:00:00Z,2018-10-27,2018-11-07,11
LeechHead,2,Rack,L3,110,DOC,9.306,NA,110.173,0.641,13.868,11.084,NaN,33.269800000000004,0.9992882755756672,4.25362274608426,-47.81927710843373,wet,3.5750913389211267,3.5750913389211267,2018-10-29T03:45:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
LeechHead,2,Rack,L4,120,DOC,9.406,NA,119.653,0.621,13.978,11.256,NaN,33.20035,0.9997706432462878,4.3246094871826894,-4.189003436426117,wet,3.529699128216032,3.529699128216032,2018-11-02T03:45:00Z,2018-11-01,1,wet,2018-11-07T08:00:00Z,2018-11-01,2018-11-07,6
LeechHead,2,Rack,L5,135,DOC,10.3,NA,135.313,0.778,15.382,12.267,NaN,33.47825,0.9998040472777628,4.364557056869552,-2.510615934412445,wet,3.2503155339805825,3.2503155339805825,2018-11-02T08:05:00Z,2018-11-02,1,wet,2018-11-07T08:00:00Z,2018-11-02,2018-11-07,5
ChrisCrk,2,Rack,L1,30,DOC,5.411,NA,29.584000000000003,0.252,8.861,7.147,NaN,33.51665,1.0001024515996642,4.355174785817023,-1.5991071428571428,wet,6.1941692847902425,6.1941692847902425,2018-10-26T10:15:00Z,2018-10-26,NA,wet,2018-11-07T08:00:00Z,2018-10-26,2018-11-07,12
ChrisCrk,2,Rack,L2,35,DOC,7.486,NA,34.654,0.344,10.014,8.04,NaN,21.26695,0.9995749002762304,4.352802080870182,-0.6308780690803163,wet,2.840896339834358,2.840896339834358,2018-10-28T08:15:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
ChrisCrk,2,Rack,L3,45,DOC,9.157,NA,45.004000000000005,0.521,11.884,9.356,NaN,24.01955,0.9994835391838296,4.3042086238058355,-1.0093487067622313,wet,2.6230807032871026,2.6230807032871026,2018-11-02T06:45:00Z,2018-11-01,1,wet,2018-11-07T08:00:00Z,2018-11-01,2018-11-07,6
ChrisCrk,2,Rack,L4,55,DOC,7.041,NA,55.134,0.403,10.784,8.635,NaN,28.472,0.9992210128097118,4.232146160303931,-3.5380011968880907,wet,4.0437437863939785,4.0437437863939785,2018-11-04T06:55:00Z,2018-11-03,1,wet,2018-11-07T08:00:00Z,2018-11-03,2018-11-07,4
CraggCrk,2,Rack,L1,22,DOC,5.07,NA,21.79,0.41,7.065,5.588,NaN,14.9096,1.0010606110620182,4.369116479528184,0.07319808339280254,wet,2.940749506903353,2.940749506903353,2018-10-28T12:10:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
CraggCrk,2,Rack,L2,35,DOC,6.541,NA,34.54,0.696,9.076,7.292,NaN,16.9426,0.9993295812645016,4.150676231918147,-0.43222003929273084,wet,2.590215563369515,2.590215563369515,2018-10-28T20:00:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
CraggCrk,2,Rack,L3,45,DOC,8.087,NA,44.53,0.625,10.915,9.02,NaN,21.7504,0.9989479306083021,4.3813163481953294,-0.8028297581013235,wet,2.68955113144553,2.68955113144553,2018-10-29T06:00:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
CraggCrk,2,Rack,L4,50,DOC,8.219,NA,49.79,0.657,11.478,9.407,NaN,26.160249999999998,0.9993905319007352,4.664136752136752,-0.55075,wet,3.1828993794865554,3.1828993794865554,2018-11-02T06:00:00Z,2018-11-01,1,wet,2018-11-07T08:00:00Z,2018-11-01,2018-11-07,6
CraggCrk,2,Rack,L5,75,DOC,8.152,NA,75.38999999999999,0.53,12.117,9.871,NaN,27.50815,0.9996083822241805,4.62861751895467,-1.0707133917396747,wet,3.374405053974485,3.374405053974485,2018-11-02T16:10:00Z,2018-11-02,1,wet,2018-11-07T08:00:00Z,2018-11-02,2018-11-07,5
WestLeech,2,Rack,L1,40,DOC,9.483,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-10-29T04:45:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
WestLeech,2,Rack,L2,45,DOC,10.36,NA,44.730000000000004,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-10-29T06:55:00Z,2018-10-28,1,wet,2018-11-07T08:00:00Z,2018-10-28,2018-11-07,10
WestLeech,2,Rack,L3,56,DOC,7.526,NA,55.99,0.473,11.979,9.502,NaN,36.81315,0.9997276080362906,4.206900317820906,-13.063813229571984,wet,4.891462928514484,4.891462928514484,2018-11-02T20:35:00Z,2018-11-02,1,wet,2018-11-07T08:00:00Z,2018-11-02,2018-11-07,5
WestLeech,2,Rack,L4,69,DOC,10.95,NA,68.91,0.511,13.344,10.507,NaN,28.6911,0.9999074950193682,4.227582694321043,-2.739108787652477,wet,2.620191780821918,2.620191780821918,2018-11-02T06:35:00Z,2018-11-01,1,wet,2018-11-07T08:00:00Z,2018-11-01,2018-11-07,6
WestLeech,2,Rack,L5,75,DOC,8.726,NA,75.49000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-11-02T07:05:00Z,2018-11-01,1,wet,2018-11-07T08:00:00Z,2018-11-01,2018-11-07,6
ChrisCrk,3,Rack,L1,25,DOC,7.605,NA,24.814,0.455,10.349,8.244,NaN,24.82145,0.9991977011497454,4.141047148860023,-4.620689655172413,wet,3.263833004602235,3.263833004602235,2018-11-14T13:20:00Z,2018-11-14,2,wet,2018-11-23T08:00:00Z,2018-11-14,2018-11-23,9
CraggCrk,3,Rack,L1,45,DOC,5.267,NA,44.64,0.3,9.253,7.389,NaN,22.21335,0.9994260037365678,4.085850894280148,-4.418820087762067,wet,4.217457755838238,4.217457755838238,2018-11-14T16:55:00Z,2018-11-14,2,wet,2018-11-23T08:00:00Z,2018-11-14,2018-11-23,9
WestLeech,3,Rack,L1,40,DOC,6.224,NA,39.650000000000006,0.25,8.912,7.045,NaN,21.3919,0.9996732867353709,3.994648166501486,-2.282044042913608,wet,3.4370019280205653,3.4370019280205653,2018-11-14T14:20:00Z,2018-11-14,2,wet,2018-11-23T08:00:00Z,2018-11-14,2018-11-23,9
WestLeech,3,Rack,L2,48,DOC,6.74,NA,48.11,0.424,11.27,8.923,NaN,27.012050000000002,0.999737518280047,4.073260551230192,-2.3120292170737273,wet,4.007722551928784,4.007722551928784,2018-11-14T16:00:00Z,2018-11-14,2,wet,2018-11-23T08:00:00Z,2018-11-14,2018-11-23,9
Weeks,4,Rack,L1,65,DOC,10.49,NA,64.57,0.697,17.656,14.038,NaN,42.0874,1.0001090015157015,4.289346305691088,-4.029261155815655,wet,4.012144899904671,4.012144899904671,2018-11-26T11:55:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
Weeks,4,Rack,L2,72,DOC,9.184,NA,71.92,0.542,16.402,13.115,NaN,39.243449999999996,1.0000935697833309,4.2724625276606405,-3.0305453054530544,wet,4.273023736933798,4.273023736933798,2018-11-26T15:45:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
Weeks,4,Rack,L3,79,DOC,8.504,NA,78.64999999999999,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-11-26T18:25:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
Weeks,4,Rack,L4,86,DOC,6.244,NA,85.75,0.375,10.855,8.287,NaN,26.008,0.9997160715806371,3.855514338707376,-4.181728557344726,wet,4.16527866752082,4.16527866752082,2018-11-26T23:25:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
Weeks,4,Rack,L5,90,DOC,6.083,NA,90.03,0.463,12.184,9.39,NaN,29.18695,0.9998709862758574,3.907016866228917,-5.976456009913259,wet,4.79811770507973,4.79811770507973,2018-11-27T00:55:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
Weeks,4,Rack,L6,95,DOC,9.166,NA,94.77,0.734,15.811,12.485,NaN,37.8477,0.9998643480962449,4.232357727058622,-8.231400966183575,wet,4.129140301112808,4.129140301112808,2018-11-27T03:05:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
Weeks,4,Rack,L7,105,DOC,8.447,NA,104.67999999999999,0.643,15.681,12.377,NaN,37.66765,0.9995948191185668,4.170434338164045,-7.128772635814889,wet,4.459293240203623,4.459293240203623,2018-11-27T20:15:00Z,2018-11-27,3,wet,2018-12-07T08:00:00Z,2018-11-27,2018-12-07,10
ChrisCrk,4,Rack,L1,25,DOC,4.542,NA,25.394,0.193,7.512,6.005,NaN,18.027299999999997,0.9996555302181026,4.183577138022399,-0.8651911468812877,wet,3.9690224570673704,3.9690224570673704,2018-11-24T18:30:00Z,2018-11-24,2,wet,2018-12-07T08:00:00Z,2018-11-24,2018-12-07,13
ChrisCrk,4,Rack,L2,29,DOC,4.739,NA,29.293999999999997,0.182,8.11,6.456,NaN,19.4606,0.9993708236627253,4.109373411156983,-1.6570569064928555,wet,4.106478159949356,4.106478159949356,2018-11-26T12:10:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
ChrisCrk,4,Rack,L3,35,DOC,5.496,NA,34.994,0.25,8.744,7.059,NaN,20.9817,0.9993256770229865,4.267876701611641,-0.7991930477963998,wet,3.817631004366812,3.817631004366812,2018-11-26T13:30:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
ChrisCrk,4,Rack,L4,41,DOC,6.675,NA,40.764,0.336,9.649,7.704,NaN,23.13575,0.9987971530707901,4.275884096030662,-1.4729594891239273,wet,3.4660299625468167,3.4660299625468167,2018-11-26T15:00:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
ChrisCrk,4,Rack,L5,49,DOC,5.566,NA,49.484,0.32,9.713,7.791,NaN,23.31915,0.9992462791815169,4.310577777777778,-1.0396749521988526,wet,4.1895706072583545,4.1895706072583545,2018-11-26T15:50:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
ChrisCrk,4,Rack,L6,63,DOC,4.489,NA,62.984,0.243,8.628,6.837,NaN,20.7134,0.9991538345716942,4.1243430894932676,-1.1829947869854396,wet,4.614257072844731,4.614257072844731,2018-11-26T18:10:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
ChrisCrk,4,Rack,L7,71,DOC,3.968,NA,70.724,0.166,7.944,6.17,NaN,19.0762,0.999444466522176,3.923032637179385,-3.139962476547842,wet,4.807510080645161,4.807510080645161,2018-11-26T20:00:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L1,122,DOC,6.858,NA,121.88300000000001,0.519,12.683,10.326,NaN,30.41185,0.9998599615653125,4.37022953539823,-1.1215301753901397,wet,4.434507144940216,4.434507144940216,2018-11-26T13:00:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L2,129,DOC,7.422,NA,128.703,0.504,12.41,9.938,NaN,29.79155,0.9996408521387746,4.306444705394764,-2.595375722543353,wet,4.013951765022905,4.013951765022905,2018-11-26T14:00:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L3,133,DOC,6.149,NA,133.233,0.391,11.675,9.329,NaN,27.97335,0.9997453776062092,4.251515504779669,-2.2371064969859344,wet,4.549251910879818,4.549251910879818,2018-11-26T14:40:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L4,140,DOC,6.05,NA,139.583,NaN,NaN,NaN,NaN,27.085250000000002,0.9996091486715734,4.154488425516876,-1.8199393479909025,wet,4.476900826446282,4.476900826446282,2018-11-26T15:30:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L5,150,DOC,7.105,NA,149.623,0.542,12.953,10.24,NaN,31.04335,0.9994604734254722,4.188598648613665,-3.8693063411729685,wet,4.369225897255454,4.369225897255454,2018-11-26T16:50:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L6,172,DOC,7.385,NA,171.793,0.537,13.349,10.567,NaN,31.98585,0.9992479386731621,4.241087643988367,-4.504421880117916,wet,4.3311916046039265,4.3311916046039265,2018-11-27T04:10:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
LeechHead,4,Rack,L7,180,DOC,6.939,NA,NA,0.622,12.883,10.109,NaN,30.8824,0.9994889694817927,4.148602502480575,-8.774722059684025,wet,4.4505548349906325,4.4505548349906325,NA,NA,NA,wet,2018-12-07T08:00:00Z,NA,2018-12-07,NA
CraggCrk,4,Rack,L1,45,DOC,6.745,NA,45.42,0.323,9.673,7.892,NaN,23.187849999999997,0.9997213326448289,4.437574819971637,-0.6220962389380532,wet,3.4377835433654553,3.4377835433654553,2018-11-24T11:05:00Z,2018-11-24,2,wet,2018-12-07T08:00:00Z,2018-11-24,2018-12-07,13
CraggCrk,4,Rack,L2,53,DOC,4.449,NA,52.86,0.127,8.379,6.658,NaN,NaN,NA,NaN,NaN,wet,NaN,NaN,2018-11-26T14:55:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
CraggCrk,4,Rack,L3,62,DOC,3.004,NA,62.28,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-11-26T16:05:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
CraggCrk,4,Rack,L4,73,DOC,3.889,NA,73.31,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-11-26T17:15:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
CraggCrk,4,Rack,L5,100,DOC,6.066,NA,100.47999999999999,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-11-26T19:35:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
CraggCrk,4,Rack,L6,112,DOC,5.325,NA,112.18,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-11-26T21:25:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
WestLeech,4,Rack,L1,34,DOC,5.493,NA,34.410000000000004,0.226,8.799,7.074,NaN,24.592799999999997,0.999662005678295,3.4865038824447763,1.885303867403315,wet,4.477116329874384,4.477116329874384,2018-11-25T02:50:00Z,2018-11-24,2,wet,2018-12-07T08:00:00Z,2018-11-24,2018-12-07,13
WestLeech,4,Rack,L2,55,DOC,7.425,NA,54.85,0.568,13.408,10.717,NaN,14.6549,1.0007633549671018,4.140604036034063,-0.43087318087318083,wet,1.9737239057239058,1.9737239057239058,2018-11-26T16:20:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
WestLeech,4,Rack,L3,66,DOC,6.721,NA,65.64,0.432,11.811,9.378,NaN,21.1264,1.000024997670498,4.159903629085805,-0.8694000316605983,wet,3.1433417646183606,3.1433417646183606,2018-11-26T17:50:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
WestLeech,4,Rack,L4,75,DOC,6.466,NA,75.13,0.456,12.411,9.858,NaN,32.0875,0.9993378509551868,4.277871492102439,-2.1607210626185958,wet,4.962496133622023,4.962496133622023,2018-11-26T18:40:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
WestLeech,4,Rack,L5,85,DOC,6.51,NA,84.83,0.478,12.706,10.077,NaN,28.2905,0.9997439184611827,4.150714295787559,-2.0146534653465347,wet,4.345698924731183,4.345698924731183,2018-11-26T20:10:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
WestLeech,4,Rack,L6,93,DOC,7.539,NA,92.72,0.422,12.543,9.839,NaN,29.72085,0.9998509119604265,4.158100483610962,-2.0884181888845705,wet,3.942280143255074,3.942280143255074,2018-11-26T21:30:00Z,2018-11-26,3,wet,2018-12-07T08:00:00Z,2018-11-26,2018-12-07,11
WestLeech,5,Rack,L1,31,DOC,6.219,NA,30.57,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-09T22:25:00Z,2018-12-09,3,wet,2019-01-08T08:00:00Z,2018-12-09,2019-01-08,30
WestLeech,5,Rack,L2,48,DOC,5.358,NA,48.31,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T15:25:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
WestLeech,5,Rack,L3,69,DOC,5.596,NA,69.43,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T17:15:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
WestLeech,5,Rack,L4,84,DOC,5.639,NA,84.42,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-12T00:05:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
WestLeech,5,Rack,L5,98,DOC,6.586,NA,98.21000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T20:55:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
WestLeech,5,Rack,L6,105,DOC,6.233,NA,105.01,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-03T18:55:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
Tunnel,5,Rack,L1,20,DOC,4.179,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-09T23:40:00Z,2018-12-09,3,wet,2019-01-08T08:00:00Z,2018-12-09,2019-01-08,30
Tunnel,5,Rack,L2,34,DOC,4.118,NA,33.64,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-10T07:20:00Z,2018-12-09,3,wet,2019-01-08T08:00:00Z,2018-12-09,2019-01-08,30
Tunnel,5,Rack,L3,56,DOC,4.472,NA,56.43,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T15:40:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Tunnel,5,Rack,L4,70,DOC,5.789,NA,69.54,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-12T16:30:00Z,2018-12-12,4,wet,2019-01-08T08:00:00Z,2018-12-12,2019-01-08,27
Tunnel,5,Rack,L5,85,DOC,5.552,NA,85.02000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T17:30:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Tunnel,5,Rack,L6,100,DOC,5.577,NA,99.58000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T18:10:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Tunnel,5,Rack,L7,117,DOC,5.942,NA,116.83000000000001,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-12T01:20:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Tunnel,5,Rack,L8,138,DOC,5.687,NA,138.12,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T21:50:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Tunnel,5,Rack,L9,156,DOC,6.951,NA,156.4,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-04T02:40:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
LeechHead,5,Rack,L1,115,DOC,6.306,NA,114.653,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-09T23:35:00Z,2018-12-09,3,wet,2019-01-08T08:00:00Z,2018-12-09,2019-01-08,30
LeechHead,5,Rack,L2,130,DOC,6.9,NA,129.643,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T14:35:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
LeechHead,5,Rack,L3,160,DOC,6.82,NA,159.873,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T18:45:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
LeechHead,5,Rack,L4,178,DOC,6.997,NA,178.34300000000002,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-04T05:45:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
Weeks,5,Rack,L1,50,DOC,8.591,NA,49.599999999999994,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-09T21:50:00Z,2018-12-09,3,wet,2019-01-08T08:00:00Z,2018-12-09,2019-01-08,30
Weeks,5,Rack,L2,65,DOC,10.83,NA,64.52,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T09:50:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Weeks,5,Rack,L3,86,DOC,9.818,NA,86.06,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-12T00:20:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
Weeks,5,Rack,L4,98,DOC,7.729,NA,97.85,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-04T02:40:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
ChrisCrk,5,Rack,L1,38,DOC,2.589,NA,38.144000000000005,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T15:00:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
ChrisCrk,5,Rack,L2,75,DOC,3.501,NA,74.864,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-03T20:50:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
CraggCrk,5,Rack,L1,45,DOC,3.154,NA,44.589999999999996,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T11:40:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
CraggCrk,5,Rack,L2,65,DOC,5.347,NA,64.93,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T17:20:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
CraggCrk,5,Rack,L3,88,DOC,4.272,NA,88.03999999999999,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2018-12-11T19:20:00Z,2018-12-11,4,wet,2019-01-08T08:00:00Z,2018-12-11,2019-01-08,28
CraggCrk,5,Rack,L4,102,DOC,6.991,NA,102.25,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-03T18:30:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
CraggCrk,5,Rack,L5,122,DOC,4.389,NA,121.6,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-04T10:00:00Z,2019-01-04,7,wet,2019-01-08T08:00:00Z,2019-01-04,2019-01-08,4
CraggCrk,5,Rack,L6,138,DOC,4.538,NA,138.36,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA,2019-01-04T05:50:00Z,2019-01-03,7,wet,2019-01-08T08:00:00Z,2019-01-03,2019-01-08,5
