trip,NPOC_ppm,site,sample_type,sample,dt_sampled,fillStage_cm,analysis,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA
7,6.033,LeechHead,Grab,Grab,2019-04-10T18:15:00Z,118,DOC,0.254,8.949,7.306,NaN,21.490949999999998,1.0004103724216613,4.265975588725594,-0.6752071187480821,wet,3.5622327200397805,3.5622327200397805
7,6.376,Weeks,Grab,R1,2019-04-10T19:00:00Z,61,DOC,0.408,12.477,9.967,NaN,29.89105,1.0001037043965046,4.271995708154507,-2.286338797814208,wet,4.688056775407779,4.688056775407779
7,6.468,Weeks,Grab,R2,2019-04-10T19:00:00Z,61,DOC,0.506,12.54,9.918,NaN,30.03135,1.0000236970724214,4.239377366428271,-2.4425550468715937,wet,4.64306586270872,4.64306586270872
7,6.561,Weeks,Grab,R3,2019-04-10T19:00:00Z,61,DOC,0.522,12.585,10.002,NaN,30.1282,1.0000838466680597,4.14826756878188,-4.105245793467502,wet,4.592013412589544,4.592013412589544
7,2.367,ChrisCrk,Grab,Grab,2019-04-10T20:15:00Z,25,DOC,0,3.978,3.321,NaN,9.55565,1.0018927203102852,4.183354403708385,0.14610084559974945,wet,4.037029995775243,4.037029995775243
7,3.163,CraggCrk,Grab,R1,2019-04-10T22:00:00Z,41,DOC,0.079,5.266,4.419,NaN,12.646149999999999,1.0012132806483518,4.329957109864731,-0.06295247088448222,wet,3.9981504900411,3.9981504900411
7,3.072,CraggCrk,Grab,R2,2019-04-10T22:00:00Z,NA,DOC,0.078,5.239,4.399,NaN,12.579,1.0013756942298269,4.4421192323397305,0.02759025535661873,wet,4.0947265625,4.0947265625
7,2.74,CraggCrk,Grab,R3,2019-04-10T22:00:00Z,NA,DOC,0.073,5.218,4.419,NaN,12.5257,1.0009426071157896,4.498874536828618,0.04874796266113498,wet,4.571423357664234,4.571423357664234
7,2.891,WestLeech,Rack,L1,NA,32,DOC,0.14,6.206,4.644,NaN,14.882449999999999,1.0001567909192295,3.5032892490496463,-10.260768335273573,wet,5.147855413351781,5.147855413351781
7,3.218,WestLeech,Grab,Grab,2019-04-11T17:45:00Z,30,DOC,0.104,5.82,4.817,NaN,13.773700000000002,1.0010859298010761,4.2632648183556405,-0.07381676074685194,wet,4.280205096333127,4.280205096333127
7,2.875,Tunnel,Grab,R1,2019-04-11T19:30:00Z,23,DOC,0.041,5.862,4.908,NaN,14.076899999999998,1.0007895785738357,4.370126749564486,0.022477995937711576,wet,4.89631304347826,4.89631304347826
7,3.2,Tunnel,Grab,R2,2019-04-11T19:30:00Z,23,DOC,0.054,5.851,4.887,NaN,14.05685,1.0009684620408312,4.469377093512799,0.025555290183902554,wet,4.392765625,4.392765625
7,3.005,Tunnel,Grab,R3,2019-04-11T19:30:00Z,23,DOC,0.032,5.895,4.908,NaN,14.15855,1.0006996650897846,4.263821730265074,-0.1834212509419744,wet,4.711663893510815,4.711663893510815
7,5.767,Lab,QA-QC,CAL-VER_A1_5.60ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
7,5.789,Lab,QA-QC,CAL-VER_A2_5.31ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
7,0.3637,Lab,QA-QC,RO_pH<2,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
7,0.3653,Lab,QA-QC,RO,NA,NA,DOC,0,1.2926666666666666,1.2323333333333333,NaN,3.121033333333333,1.0537046248161666,3.7617169007416758,0.6748863479818157,wet,8.543753992152567,8.543753992152567
7,5.541,Lab,QA-QC,CAL-VER_B1_5.08ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
7,0.357,Lab,QA-QC,CAL-VER_B2_5.35ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
7,0.3783,Lab,QA-QC,RO_pH<2,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
7,0.3782,Lab,QA-QC,RO,NA,NA,DOC,0,1.2926666666666666,1.2323333333333333,NaN,3.121033333333333,1.0537046248161666,3.7617169007416758,0.6748863479818157,wet,8.25233562488983,8.25233562488983
8,2.955,Rithet,Grab,Grab,2019-05-15T16:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.637,Rithet,Grab,Grab,2019-05-15T23:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,3.994,LeechHead,Grab,Grab,2019-05-15T17:45:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,7.54,Weeks,Grab,Grab,2019-05-15T18:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.914,ChrisCrk,Grab,Grab,2019-05-15T19:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.788,CraggCrk,Grab,Grab,2019-05-15T20:15:00Z,10,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,3.245,CraggCrk,Rack,L1,NA,39,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.737,Tunnel,Grab,Grab,2019-05-15T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,3.646,Tunnel,Rack,L1,NA,24,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,2.712,Tunnel,Rack,L2,NA,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.968,Tunnel,Grab,R1,2019-05-15T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.649,Tunnel,Grab,R2,2019-05-15T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.806,Tunnel,Grab,R3,2019-05-15T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.818,Tunnel,Grab,R4,2019-05-15T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.73,Tunnel,Grab,R5,2019-05-15T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.997,WestLeech,Grab,Grab,2019-05-15T22:30:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,2.663,WestLeech,Rack,L1,NA,31,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,4.501,WestLeech,Rack,L2,NA,48,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.887,Boneyard,Grab,R1,2019-05-15T23:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.879,Boneyard,Grab,R2,2019-05-15T23:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.826,Boneyard,Grab,R3,2019-05-15T23:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.881,Boneyard,Grab,R4,2019-05-15T23:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.828,Boneyard,Grab,R5,2019-05-15T23:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,5.416,Judge,Grab,Grab,2019-05-15T23:45:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,0.4636,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,0.4814,Lab,QA-QC,Lid-blank,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,0.5842,Lab,QA-QC,Lid-untreated,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,1.937,Lab,QA-QC,Lid-treated,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
8,0.2784,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
10,5.549,WestLeech,Grab,Grab,2019-06-12T17:30:00Z,NA,DOC,0,2.5116666666666667,2.146,5.234666666666667,6.048616666666667,1.0077270391597866,4.345039935177683,0.4568309922161582,dry,0.9433531567249354,1.0900372439478585
10,6.369,Tunnel,Grab,Grab,2019-06-12T18:30:00Z,NA,DOC,0,2.586,2.205,5.378,6.22045,1.0076360288456523,4.311850776276109,0.4257718939163001,dry,0.8444025749725232,0.9766760872978489
10,5.02,CraggCrk,Grab,Grab,2019-06-12T19:15:00Z,NA,DOC,0,2.5549999999999997,2.257,5.504333333333333,6.158566666666667,1.0098762822767895,4.472083607946521,0.5020154517971112,dry,1.096480743691899,1.2268061088977427
10,6.842,LeechHead,Grab,Grab,2019-06-12T20:15:00Z,NA,DOC,0,3.8516666666666666,3.2796666666666665,7.999333333333333,9.2669,1.002935161370043,4.452810871183917,0.26456678017404467,dry,1.1691513202767223,1.3544139140602163
10,12.81,Weeks,Grab,Grab,2019-06-12T21:45:00Z,NA,DOC,0.562,14.369,11.367999999999999,27.7265,34.427525,1.0002069947337053,4.228953667999198,-3.966991341991342,dry,2.1644418423106946,2.687550741608119
10,6.766,ChrisCrk,Grab,Grab,2019-06-12T22:00:00Z,NA,DOC,0,3.094666666666667,2.6936666666666667,6.570333333333333,7.453516666666666,1.0058668837628453,4.463377741578917,0.41553454185076594,dry,0.9710808946694255,1.1016134594541334
10,10.26,Jarvis,Grab,Grab,2019-06-12T22:20:00Z,NA,DOC,0.11366666666666667,8.23,6.860333333333333,16.733,19.761483333333334,1.0003552834175589,4.492971762657047,-0.8493150684931507,dry,1.6308966861598442,1.9260705003248864
10,7.171,Lazar,Grab,Grab,2019-06-12T20:35:00Z,NA,DOC,0,2.965,2.562333333333333,6.249333333333333,7.139966666666667,1.0047371340803883,4.387418603261843,0.38092067719231504,dry,0.8714730627992376,0.9956723841398224
10,12.68,Rithet,Grab,Grab,2019-06-12T23:00:00Z,NA,DOC,0,3.7616666666666667,3.113,7.593,9.043466666666667,1.0024748258491292,4.020875925019436,0.14802876270766177,dry,0.5988170347003154,0.7132071503680337
10,0.8923,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
11,1.266,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
11,1.082,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
11,1.041,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
11,6.959,Deception-res,Grab,Grab,2019-06-28T16:45:00Z,NA,DOC,0,4.69,3.779333333333333,9.218,11.275116666666666,1.000971674073484,4.315309381485578,-0.3625375711453604,dry,1.3246156056904728,1.6202208171672174
11,4.788,WestLeech,Grab,Grab,2019-06-28T17:30:00Z,NA,DOC,0,2.493333333333333,2.131666666666667,5.199,6.000816666666667,1.004109913384772,4.272498324900072,0.44365404529287294,dry,1.0858395989974936,1.2533033973823449
11,6.066,Tunnel,Grab,Grab,2019-06-28T18:45:00Z,NA,DOC,0,2.5166666666666666,2.124833333333333,5.182333333333333,6.062666666666667,1.0047401268356717,4.087451513225658,0.39808554633953674,dry,0.8543246510605561,0.9994504890647324
11,6.125,Tunnel,Grab,Grab,2019-06-28T18:45:00Z,NA,DOC,0,2.5166666666666666,2.124833333333333,5.182333333333333,6.062666666666667,1.0047401268356717,4.087451513225658,0.39808554633953674,dry,0.8460952380952381,0.9898231292517007
11,4.184,CraggCrk,Grab,Grab,2019-06-28T19:30:00Z,NA,DOC,0,2.4313333333333333,2.121,5.172666666666666,5.854283333333333,1.007208698576402,4.386388557226053,0.4769691780821918,dry,1.2362970044614403,1.39920729764181
11,6.168,LeechHead,Grab,Grab,2019-06-28T20:30:00Z,NA,DOC,0,3.667333333333333,3.1046666666666667,7.572666666666667,8.818633333333334,1.0024508549697981,4.376067552815771,0.26668826960466624,dry,1.2277345438824039,1.429739515780372
11,12.01,Weeks,Grab,Grab,2019-06-28T20:45:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
11,6.55,Weeks-Lake,Grab,Grab,2019-06-28T21:15:00Z,NA,DOC,0.13466666666666666,7.842,6.443,15.714333333333332,18.8318,1.0004487294007087,4.562046370177611,-0.8800389483933789,dry,2.3991348600508906,2.875083969465649
11,6.447,ChrisCrk,Grab,Grab,2019-06-28T21:20:00Z,NA,DOC,0,3.8213333333333335,3.344333333333333,8.157666666666668,9.20015,1.0033476853827508,4.584172011049546,0.3812229870337762,dry,1.2653430536166694,1.4270435861641075
11,4.479,Worley-Lake,Grab,Grab,2019-06-28T21:50:00Z,NA,DOC,0,4.303,3.705,9.036333333333333,10.34535,1.0027037039421698,4.811565696302125,0.2159708737864078,dry,2.0174890228473616,2.3097454789015406
11,5.919,Jarvis,Grab,Grab,2019-06-28T22:10:00Z,NA,DOC,0.07666666666666667,7.185666666666666,6.030666666666667,14.709,17.271700000000003,1.0006828547469389,4.527751471284583,-0.33489695883624093,dry,2.4850481500253423,2.9180097989525264
11,8.951,Jarvis-Lake,Grab,Grab,2019-06-28T22:30:00Z,NA,DOC,0,4.529333333333334,3.9176666666666664,9.555333333333333,10.897066666666667,1.0020440349537896,4.984971784971786,0.1858463973097275,dry,1.0675157338100025,1.2174133243957845
11,5.965,Lazar,Grab,Grab,2019-06-28T22:40:00Z,NA,DOC,0,2.8866666666666667,2.409,5.875666666666667,6.948716666666667,1.002524772908592,3.771538692738813,0.10786233911583659,dry,0.9850237496507405,1.1649147806649902
11,11.55,Rithet,Grab,Grab,2019-06-28T23:15:00Z,NA,DOC,0,4.7523333333333335,3.8633333333333333,9.423333333333334,11.419166666666666,1.0010332743706816,3.9917938284164127,-0.2392474708631604,dry,0.8158730158730159,0.9886724386724385
11,1.048,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
11,0.9395,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,0.5333,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,5.968,Tunnel,Grab,Grab,2019-07-15T17:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,6.078,Tunnel,Grab,Grab,2019-07-16T17:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,4.443,CraggCrk,Grab,Grab,2019-07-16T18:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,6.396,WestLeech,Grab,Grab,2019-07-17T15:45:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,7.684,Leech-upstreamconfluence,Grab,Grab,2019-07-17T19:45:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,5.766,W.L-Falls,Grab,Grab,2019-07-18T17:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,6.508,LeechHead,Grab,Grab,2019-07-18T21:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,8.515,Jarvis,Grab,Grab,2019-07-18T22:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,5.588,Tunnel,Grab,Grab,2019-07-19T21:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,0.8424,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
12,0.6792,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
13,10.92,Rithet,Grab,Grab,2019-07-24T17:00:00Z,NA,DOC,0,4.305666666666667,3.506666666666667,8.552333333333333,10.3515,1.0007907877800137,3.953841619902501,-0.1541065903916876,dry,0.7831807081807082,0.9479395604395604
13,6.528,Lazar,Grab,Grab,2019-07-24T17:20:00Z,NA,DOC,0,2.405,2.126,5.185,5.795983333333334,1.007451582445713,4.290569020021075,0.4849508736051216,dry,0.7942708333333334,0.8878650939542485
13,9.178,Jarvis,Grab,Grab,2019-07-24T17:35:00Z,NA,DOC,0.02,6.476,5.437666666666667,13.263,15.562883333333332,1.0009969843623563,4.506428245121712,-0.20951779321962516,dry,1.44508607539769,1.6956726229389116
13,6.042,ChrisCrk,Grab,Grab,2019-07-24T18:15:00Z,NA,DOC,0,2.679333333333333,2.328,5.678,6.450566666666667,1.0057341191893716,4.5171616937402295,0.44820536119945475,dry,0.9397550479973519,1.067621096767075
13,8.986,Weeks,Grab,Grab,2019-07-24T19:30:00Z,NA,DOC,0.3666666666666667,11.035666666666666,8.541,20.832,26.471333333333334,1.0003177641038599,3.7989208069525473,-3.0022976767934644,dry,2.3182728689071888,2.9458416796498255
13,6.017,LeechHead,Grab,Grab,2019-07-24T19:50:00Z,NA,DOC,0,3.342,2.8853333333333335,7.0376666666666665,8.04585,1.0033698266500337,4.398156649480896,0.3857741627588497,dry,1.1696304913855187,1.337186305467841
13,3.751,CraggCrk,Grab,Grab,2019-07-24T21:00:00Z,NA,DOC,0,2.1443333333333334,1.9236666666666666,4.692,5.16935,1.0092925178264278,4.397341292872343,0.540395358831113,dry,1.2508664356171688,1.3781258331111703
13,6.495,Deception-res,Lake,0m,2019-07-25T17:30:00Z,NA,DOC,0,4.415,3.8146666666666667,9.303666666666667,10.615716666666668,1.0029593510683745,4.861814722321323,0.20540209872476586,dry,1.4324352065691557,1.6344444444444446
13,5.446,Deception-res,Lake,5m,2019-07-25T17:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
13,5.8,Jarvis-Lake,Lake,mid,2019-07-25T20:45:00Z,NA,DOC,0,3.713,3.3486666666666665,8.166333333333334,8.938966666666666,1.0043736631134927,5.6134629859429985,0.4492342597844583,dry,1.4079885057471266,1.5412011494252873
13,6.383,Weeks-Lake,Lake,Secchi+1,2019-07-26T18:00:00Z,NA,DOC,0.051333333333333335,6.765,5.810333333333333,14.172,15.921216666666666,1.0011934639366717,5.070988925027791,-0.01765483383685801,dry,2.2202725990913366,2.494315630059011
13,6.641,Weeks-Lake,Lake,Bottom,2019-07-26T18:00:00Z,NA,DOC,0.063,7.086,5.93,14.464,17.01205,1.0008582866041864,4.511326777752103,-0.3544268510258698,dry,2.177985243186267,2.561669929227526
14,5.735,CraggCrk,Grab,Grab,2019-08-21T16:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,8.265,ChrisCrk,Grab,Grab,2019-08-21T20:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,8.502,Lazar,Grab,Grab,2019-08-21T16:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,9.807,Jarvis,Grab,Grab,2019-08-21T16:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,7.091,LeechHead,Grab,Grab,2019-08-22T16:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,10.25,Weeks,Grab,Grab,2019-08-22T17:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,6.469,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,4.684,WestLeech,Grab,Grab,2019-08-23T16:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
14,7.14,LeechHead,Grab,Grab,2019-08-22T16:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
15,7.227,CraggCrk,Grab,Grab,2019-09-20T17:10:00Z,NA,DOC,0.39333333333333337,4.029333333333334,3.5803333333333334,8.733,9.69385,1.0032685351622628,5.032264515698954,0.40436183179522894,dry,1.2083852220838522,1.3413380379133801
15,9.037,ChrisCrk,Grab,Grab,2019-09-20T18:25:00Z,NA,DOC,0.117,6.358333333333333,5.5423333333333336,13.518333333333333,15.289416666666666,1.0009639847032674,4.9777166638782004,0.11125296370600038,dry,1.49588727822655,1.6918686142156318
15,13.44,Weeks,Grab,Grab,2019-09-20T19:10:00Z,NA,DOC,0.7583333333333333,15.641333333333334,12.443333333333333,30.349,37.3794,0.9997533338190545,4.35095675829517,-5.116214779372673,dry,2.258110119047619,2.781205357142857
15,12.91,Weeks,Rack,L1,NA,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
15,9.078,WestLeech,Grab,Grab,2019-09-20T21:30:00Z,NA,DOC,0.4206666666666667,9.734333333333334,8.292333333333334,20.224666666666668,23.358133333333335,1.0000957316252874,4.936055194037315,-0.6321039730946816,dry,2.2278769185576857,2.5730483953881182
15,10.01,WestLeech,Rack,L1,NA,26,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
15,8.854,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,DOC,0.44133333333333336,7.310666666666666,6.294333333333333,15.352,17.57476666666667,1.0003217178230497,4.905948085205448,-0.03433669790915645,dry,1.7339055793991418,1.9849521873352916
16,18.74,Weeks,Grab,Grab,2019-10-12T21:30:00Z,40,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
16,17.86,Weeks,Rack,L1,NA,31,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
16,11.64,LeechHead,Grab,Grab,2019-10-12T18:45:00Z,95,DOC,0.45166666666666666,12.230666666666666,10.256666666666668,25.016666666666666,29.336416666666665,1.0000256928738682,4.723974966187898,-1.3092314405036465,dry,2.1491981672394043,2.5203107101947304
16,9.223,LeechHead,Rack,L1,NA,88,DOC,0.03833333333333333,4.548666666666667,3.6266666666666665,8.845333333333333,10.938483333333334,1.0009440044234916,3.8596718627417537,-0.265947888589398,dry,0.9590516462467019,1.1860005782644838
16,7.473,CraggCrk,Grab,Grab,2019-10-12T17:00:00Z,15,DOC,0.06366666666666666,5.535333333333333,4.859999999999999,11.853,13.322483333333333,1.0011495218791764,4.994444511249263,0.18559194929604722,dry,1.586109995985548,1.7827490075382488
16,6.853,ChrisCrk,Grab,Grab,2019-10-12T23:00:00Z,NA,DOC,0,5.1593333333333335,4.4976666666666665,10.970666666666666,12.416983333333334,1.0016432369307056,4.743637056992779,0.1982118991658602,dry,1.6008560727661851,1.8119047619047621
16,6.454,West-Jordan,Grab,Grab,2019-10-12T22:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
16,16.73,Jarvis,Grab,Grab,2019-10-12T16:30:00Z,NA,DOC,NaN,20.332,17.081333333333333,41.66166666666667,48.361916666666666,1.0001251426748277,4.861814596786209,-2.665882027139297,dry,2.49023709902371,2.890730225144451
16,8.646,Lazar,Grab,Grab,2019-10-12T16:00:00Z,NA,DOC,0.05766666666666667,5.262,4.611,11.245666666666667,12.661216666666666,1.001507822604162,4.914386727631611,0.23914095850019804,dry,1.3006785411365562,1.4644016500886727
16,7.188,WestLeech,Grab,Grab,2019-10-12T16:00:00Z,18,DOC,0.183,7.966666666666667,6.827,16.651,19.153750000000002,1.0003655151537314,4.8431778004833035,-0.23826733440033038,dry,2.3164997217584866,2.664684195882026
16,9.442,WestLeech,Rack,L1,NA,23,DOC,NA,NA,NA,NA,NA,NA,NA,NA,dry,NA,NA
16,7.625,Tunnel,Grab,Grab,2019-10-12T18:30:00Z,0,DOC,0.142,7.173,6.091333333333333,14.857,17.255899999999997,1.0001334907611583,4.734220000176043,-0.3618961352657004,dry,1.9484590163934425,2.263068852459016
16,7.526,Tunnel,QA-QC,HoldTime-A1,2019-10-12T18:30:00Z,NA,DOC,0.12766666666666668,6.971333333333333,5.982666666666667,14.591666666666667,16.774183333333333,1.000383407965766,4.8057623380204015,-0.13954097673443724,dry,1.938834263442289,2.2288311630791036
16,7.61,Tunnel,QA-QC,HoldTime-A2,2019-10-12T18:30:00Z,NA,DOC,0.13699999999999998,7.013,5.981333333333334,14.588666666666667,16.862183333333334,1.0001605422581505,4.809879363918845,-0.20857658422672753,dry,1.9170389837932544,2.2157928164695577
16,7.527,Tunnel,QA-QC,HoldTime-A3,2019-10-12T18:30:00Z,NA,DOC,0.12633333333333335,7.025,5.980333333333333,14.586333333333334,16.900683333333333,1.0001673531428228,4.767181788570808,-0.3116316921467186,dry,1.9378681192152696,2.2453412160666044
16,7.536,Tunnel,QA-QC,HoldTime-A4,2019-10-12T18:30:00Z,NA,DOC,0.12933333333333333,6.999,5.985666666666667,14.599333333333334,16.83295,1.0002554546406042,4.801159961212654,-0.2126851291086274,dry,1.9372788393489033,2.2336717091295117
16,7.503,Tunnel,QA-QC,HoldTime-A5,2019-10-12T18:30:00Z,NA,DOC,0.13533333333333333,7.0183333333333335,5.973333333333334,14.569666666666667,16.86975,1.0000821324975668,4.78278044660776,-0.36186817876958727,dry,1.9418454840286108,2.2484006397441023
17,9.342,LeechHead,Grab,Grab,2019-10-23T20:35:00Z,NA,DOC,0.607,14.281,11.575,28.232,34.175749999999994,0.933601456062592,4.469949864346174,-3.6787951088577397,wet,3.0220509526867905,3.6582905159494747
17,7.903,LeechHead,Rack,L1,NA,98,DOC,0.526,12.899,10.487,25.577,30.93035,0.9998397182213563,4.49527948240913,-5.53714813105676,wet,3.236365936985955,3.9137479438188034
17,9.808,LeechHead,Rack,L2,NA,117,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
17,10.57,LeechHead,Rack,L3,NA,131,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
17,8.292,LeechHead,Grab,Grab,2019-10-24T16:15:00Z,NA,DOC,0.5,13.428,10.945,26.694,32.163199999999996,0.933601456062592,4.4810675852492725,-2.964324034334764,wet,3.2192474674384948,3.878822961890979
17,9.693,Weeks,Grab,Grab,2019-10-23T21:15:00Z,NA,DOC,0.683,18.114,14.536,35.454,43.272999999999996,0.46120516203997425,4.420255907240945,-9.450990615224192,wet,3.6576911173011455,4.4643557206231295
17,14.47,Weeks,Rack,L1,NA,43,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
17,15.03,Weeks,Rack,L2,NA,58,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
17,16.12,Weeks,Rack,L3,NA,71,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
17,9.745,Weeks,Grab,Grab,2019-10-24T16:54:00Z,NA,DOC,0.824,17.53,14.115,34.426,62.0918,0.46120516203997425,4.106041015806242,18.137813211845103,wet,3.5326834273986663,6.371657260133402
17,3.501,ChrisCrk,Grab,Grab,2019-10-23T22:10:00Z,NA,DOC,0,5.411,4.677,11.408,41.84795,0.8304379740832837,4.420127054552789,-7.476586433260393,wet,3.2584975721222507,11.95314195944016
17,6.001,ChrisCrk,Rack,L1,NA,28,DOC,0.435,10.522,8.81,21.487,13.024450000000002,1.0015723974397448,4.731757017882866,0.14591467823571946,wet,3.5805699050158304,2.1703799366772207
