trip,NPOC_ppm,site,sample_type,sample,dt_sampled,fillStage_cm,analysis,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,pseudo254,SlopeRatio,E2E3,E4E6,two_seasons,SUVA,pseudo_SUVA
4,2.698,WestLeech,Grab,Grab,2018-12-06T21:30:00Z,25,DOC,0.026,6.273,5.187,NaN,30.453200000000002,0.9997826311631239,4.19360389696344,-3.4840079252759697,wet,11.287323943661972,11.287323943661972
4,4.113,Tunnel,Grab,Grab,2018-12-06T18:00:00Z,16,DOC,0.041,6.557,5.383,NaN,30.096400000000003,0.9997245947666584,4.134279360372763,-9.268082282680822,wet,7.317383904692439,7.317383904692439
4,4.32,5S-above,Grab,Grab,2018-12-05T18:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
4,4.364,5S-below,Grab,Grab,2018-12-05T18:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
4,0.2023,Lab,QA-QC,RO_pH<2,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
4,5.914,Lab,QA-QC,5.7ppm_cal-ver,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
4,0.1371,Lab,QA-QC,RO_pH<2,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
4,0,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.219,WestLeech,Rack,L1,NA,31,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.358,WestLeech,Rack,L2,NA,48,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.596,WestLeech,Rack,L3,NA,69.5,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.639,WestLeech,Rack,L4,NA,84,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.586,WestLeech,Rack,L5,NA,98,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.233,WestLeech,Rack,L6,NA,105,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,2.507,WestLeech,Grab,Grab,2019-01-07T18:00:00Z,40,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.179,Tunnel,Rack,L1,NA,20,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.118,Tunnel,Rack,L2,NA,34,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.472,Tunnel,Rack,L3,NA,56,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.789,Tunnel,Rack,L4,NA,70,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.552,Tunnel,Rack,L5,NA,85,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.577,Tunnel,Rack,L6,NA,100,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.942,Tunnel,Rack,L7,NA,117,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.687,Tunnel,Rack,L8,NA,138,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.951,Tunnel,Rack,L9,NA,156,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,3.346,Tunnel,Grab,Grab,2019-01-07T20:10:00Z,58,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.306,LeechHead,Rack,L1,NA,115,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.9,LeechHead,Rack,L2,NA,130,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.82,LeechHead,Rack,L3,NA,160,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.997,LeechHead,Rack,L4,NA,178,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.872,LeechHead,Grab,Grab,2019-01-07T22:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,8.591,Weeks,Rack,L1,NA,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,10.83,Weeks,Rack,L2,NA,65,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,9.818,Weeks,Rack,L3,NA,86,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,7.729,Weeks,Rack,L4,NA,98,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.426,Weeks,Grab,Grab,2019-01-07T22:50:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,2.589,ChrisCrk,Rack,L1,NA,38,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,3.501,ChrisCrk,Rack,L2,NA,75,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,2.29,ChrisCrk,Grab,Grab,2019-01-07T23:20:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,3.154,CraggCrk,Rack,L1,NA,45,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,5.347,CraggCrk,Rack,L2,NA,65,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.272,CraggCrk,Rack,L3,NA,88,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,6.991,CraggCrk,Rack,L4,NA,102,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.389,CraggCrk,Rack,L5,NA,122,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.538,CraggCrk,Rack,L6,NA,138,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,4.456,CraggCrk,Grab,Grab,2019-01-08T17:00:00Z,49,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,0.466,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
5,0.1733,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,6.093,Weeks,Rack,L1,NA,50,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,5.897,Weeks,Rack,L2,NA,70,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.95,LeechHead,Rack,L1,NA,134,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.339,ChrisCrk,Rack,L1,NA,38,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,1.845,ChrisCrk,Grab,Grab,2019-02-05T18:30:00Z,25,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.548,CraggCrk,Rack,L1,NA,51,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.04,CraggCrk,Rack,L2,NA,65,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,2.581,CraggCrk,Grab,Grab,2019-02-05T20:00:00Z,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.009,WestLeech,Rack,L1,NA,47,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.184,WestLeech,Rack,L2,NA,71,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,2.333,WestLeech,Grab,Grab,2019-02-06T17:30:00Z,28,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,2.791,Tunnel,Rack,L1,NA,35,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,3.168,Tunnel,Rack,L2,NA,49,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,2.693,Tunnel,Rack,L4,NA,75,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,2.187,Tunnel,Grab,Grab,2019-02-06T18:45:00Z,17,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,0.2209,Lab,QA-QC,RO_pH<2,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,5.442,Lab,QA-QC,CAL-VER_5.7ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,0.4082,Lab,QA-QC,RO_pH<2,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,6.953,Lab,QA-QC,CAL-VER_5.7ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
6,0.4716,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,wet,NA,NA
