StationName,DateTime,Temp,TMin,TMax,SnowDep,Rn_1,Rn24,Rn15,Precip,Prec_24,Prec_1
FWx Chris Creek,2020-02-02 10:45,1.7,,,,,,0,,,
FWx Chris Creek,2020-02-02 11:00,1.8,0.2,2,0.016,0,0,0,1648,1,0
FWx Chris Creek,2020-02-02 11:15,1.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 11:30,1.6,,,,,,0,,,
FWx Chris Creek,2020-02-02 11:45,1.9,,,,,,0,,,
FWx Chris Creek,2020-02-02 12:00,1.8,1.2,2.1,0.019,0,0,0,1647,0,-1
FWx Chris Creek,2020-02-02 12:15,1.8,,,,,,0,,,
FWx Chris Creek,2020-02-02 12:30,1.8,,,,,,0,,,
FWx Chris Creek,2020-02-02 12:45,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 13:00,2,1.7,2.1,0.018,0,0,0,1647,-1,0
FWx Chris Creek,2020-02-02 13:15,2,,,,,,0,,,
FWx Chris Creek,2020-02-02 13:30,1.9,,,,,,0,,,
FWx Chris Creek,2020-02-02 13:45,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 14:00,2.8,1.9,2.8,0.018,0,0,0,1648,1,1
FWx Chris Creek,2020-02-02 14:15,2.4,,,,,,0,,,
FWx Chris Creek,2020-02-02 14:30,1.6,,,,,,0,,,
FWx Chris Creek,2020-02-02 14:45,1.4,,,,,,0,,,
FWx Chris Creek,2020-02-02 15:00,1.3,1.3,3,0.018,0,0,0,1648,1,0
FWx Chris Creek,2020-02-02 15:15,1.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 15:30,0.9,,,,,,0,,,
FWx Chris Creek,2020-02-02 15:45,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-02 16:00,0,0,1.3,0.017,0,0,0,1648,0,0
FWx Chris Creek,2020-02-02 16:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 16:30,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 16:45,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 17:00,-0.3,-0.3,0,0.018,0,0,0,1648,2,0
FWx Chris Creek,2020-02-02 17:15,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 17:30,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 17:45,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 18:00,-0.4,-0.4,-0.2,0.015,0,0,0,1648,0,0
FWx Chris Creek,2020-02-02 18:15,-0.5,,,,,,0,,,
FWx Chris Creek,2020-02-02 18:30,-0.7,,,,,,0,,,
FWx Chris Creek,2020-02-02 18:45,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-02 19:00,-0.8,-0.8,-0.4,0.036,0,0,0,1650,2,2
FWx Chris Creek,2020-02-02 19:15,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-02 19:30,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 19:45,-1.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 20:00,-1.4,-1.5,-0.8,0.023,0,0,0,1650,3,0
FWx Chris Creek,2020-02-02 20:15,-1.6,,,,,,0,,,
FWx Chris Creek,2020-02-02 20:30,-1.8,,,,,,0,,,
FWx Chris Creek,2020-02-02 20:45,-1.6,,,,,,0,,,
FWx Chris Creek,2020-02-02 21:00,-1.4,-1.8,-1.4,0.015,0,0,0,1650,3,0
FWx Chris Creek,2020-02-02 21:15,-1.4,,,,,,0,,,
FWx Chris Creek,2020-02-02 21:30,-1.9,,,,,,0,,,
FWx Chris Creek,2020-02-02 21:45,-2.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 22:00,-2.6,-2.6,-1.4,0.016,0,0,0,1649,2,-1
FWx Chris Creek,2020-02-02 22:15,-2.8,,,,,,0,,,
FWx Chris Creek,2020-02-02 22:30,-3.1,,,,,,0,,,
FWx Chris Creek,2020-02-02 22:45,-3,,,,,,0,,,
FWx Chris Creek,2020-02-02 23:00,-3.2,-3.2,-2.6,0.019,0,0,0,1649,2,0
FWx Chris Creek,2020-02-02 23:15,-3.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 23:30,-3.3,,,,,,0,,,
FWx Chris Creek,2020-02-02 23:45,-3.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 0:00,-3.4,-3.5,-3.2,0.022,0,0,0,1649,2,0
FWx Chris Creek,2020-02-03 0:15,-3.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 0:30,-3.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 0:45,-3.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 1:00,-4,-4,-3.4,0.024,0,0,0,1649,2,0
FWx Chris Creek,2020-02-03 1:15,-4.2,,,,,,0,,,
FWx Chris Creek,2020-02-03 1:30,-4.2,,,,,,0,,,
FWx Chris Creek,2020-02-03 1:45,-4.4,,,,,,0,,,
FWx Chris Creek,2020-02-03 2:00,-4.4,-4.4,-4,0.025,0,0,0,1649,3,0
FWx Chris Creek,2020-02-03 2:15,-4.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 2:30,-4.9,,,,,,0,,,
FWx Chris Creek,2020-02-03 2:45,-4.9,,,,,,0,,,
FWx Chris Creek,2020-02-03 3:00,-4.9,-5,-4.5,0.027,0,0,0,1649,2,0
FWx Chris Creek,2020-02-03 3:15,-4.9,,,,,,0,,,
FWx Chris Creek,2020-02-03 3:30,-5,,,,,,0,,,
FWx Chris Creek,2020-02-03 3:45,-5.1,,,,,,0,,,
FWx Chris Creek,2020-02-03 4:00,-5.3,-5.3,-4.9,0.027,0,0,0,1649,1,0
FWx Chris Creek,2020-02-03 4:15,-5.5,,,,,,0,,,
FWx Chris Creek,2020-02-03 4:30,-5.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 4:45,-5.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 5:00,-5.7,-5.7,-5.3,0.026,0,0,0,1649,1,0
FWx Chris Creek,2020-02-03 5:15,-5.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 5:30,-5.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 5:45,-5.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 6:00,-5.8,-5.9,-5.7,0.024,0,0,0,1649,-1,0
FWx Chris Creek,2020-02-03 6:15,-6,,,,,,0,,,
FWx Chris Creek,2020-02-03 6:30,-6.1,,,,,,0,,,
FWx Chris Creek,2020-02-03 6:45,-6.2,,,,,,0,,,
FWx Chris Creek,2020-02-03 7:00,-6,-6.2,-5.9,0.025,0,0,0,1649,-2,0
FWx Chris Creek,2020-02-03 7:15,-6.1,,,,,,0,,,
FWx Chris Creek,2020-02-03 7:30,-6.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 7:45,-6.5,,,,,,0,,,
FWx Chris Creek,2020-02-03 8:00,-6.2,-6.5,-6,0.021,0,0,0,1649,0,0
FWx Chris Creek,2020-02-03 8:15,-5.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 8:30,-5.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 8:45,-4.1,,,,,,0,,,
FWx Chris Creek,2020-02-03 9:00,-3,-6.2,-3,0.01,0,0,0,1650,1,1
FWx Chris Creek,2020-02-03 9:15,-2,,,,,,0,,,
FWx Chris Creek,2020-02-03 9:30,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 9:45,-1,,,,,,0,,,
FWx Chris Creek,2020-02-03 10:00,0.4,-2.9,0.4,0,0,0,0,1651,3,1
FWx Chris Creek,2020-02-03 10:15,0.5,,,,,,0,,,
FWx Chris Creek,2020-02-03 10:30,1.2,,,,,,1.02,,,
FWx Chris Creek,2020-02-03 10:45,1.6,,,,,,0.76,,,
FWx Chris Creek,2020-02-03 11:00,1,0.4,1.7,0.016,2.03,2.03,0.26,1650,2,-1
FWx Chris Creek,2020-02-03 11:15,0.9,,,,,,0.25,,,
FWx Chris Creek,2020-02-03 11:30,1.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 11:45,2.1,,,,,,0.25,,,
FWx Chris Creek,2020-02-03 12:00,1.9,0.8,2.1,0.014,0.51,2.54,0,1651,4,1
FWx Chris Creek,2020-02-03 12:15,1.7,,,,,,0.25,,,
FWx Chris Creek,2020-02-03 12:30,1.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 12:45,2.1,,,,,,0,,,
FWx Chris Creek,2020-02-03 13:00,2.1,1.3,2.8,0.006,0.25,2.79,0,1651,4,0
FWx Chris Creek,2020-02-03 13:15,1.9,,,,,,0,,,
FWx Chris Creek,2020-02-03 13:30,2.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 13:45,1.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 14:00,2,1.2,3,0.012,0,2.79,0,1650,2,-1
FWx Chris Creek,2020-02-03 14:15,2.4,,,,,,0,,,
FWx Chris Creek,2020-02-03 14:30,2.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 14:45,3,,,,,,0,,,
FWx Chris Creek,2020-02-03 15:00,2.4,1.8,3,0.009,0,2.79,0,1650,2,0
FWx Chris Creek,2020-02-03 15:15,2.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 15:30,2.4,,,,,,0,,,
FWx Chris Creek,2020-02-03 15:45,1.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 16:00,1.4,1.4,2.9,0.011,0,2.79,0,1650,2,0
FWx Chris Creek,2020-02-03 16:15,1.2,,,,,,0,,,
FWx Chris Creek,2020-02-03 16:30,0,,,,,,0,,,
FWx Chris Creek,2020-02-03 16:45,-0.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 17:00,-1.3,-1.3,1.5,0.016,0,2.79,0,1649,1,-1
FWx Chris Creek,2020-02-03 17:15,-1.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 17:30,-2,,,,,,0,,,
FWx Chris Creek,2020-02-03 17:45,-1.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 18:00,-1.7,-2.2,-1.3,0.014,0,2.79,0,1649,1,0
FWx Chris Creek,2020-02-03 18:15,-2.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 18:30,-3,,,,,,0,,,
FWx Chris Creek,2020-02-03 18:45,-3.2,,,,,,0,,,
FWx Chris Creek,2020-02-03 19:00,-3.4,-3.4,-1.8,0.017,0,2.79,0,1649,-1,0
FWx Chris Creek,2020-02-03 19:15,-3.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 19:30,-3.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 19:45,-3.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 20:00,-3.8,-3.8,-3.4,0.019,0,2.79,0,1649,-1,0
FWx Chris Creek,2020-02-03 20:15,-3.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 20:30,-3.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 20:45,-3.9,,,,,,0,,,
FWx Chris Creek,2020-02-03 21:00,-4,-4,-3.7,0.018,0,2.79,0,1649,-1,0
FWx Chris Creek,2020-02-03 21:15,-4.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 21:30,-4.3,,,,,,0,,,
FWx Chris Creek,2020-02-03 21:45,-4.5,,,,,,0,,,
FWx Chris Creek,2020-02-03 22:00,-4.7,-4.7,-4,0.019,0,2.79,0,1648,-1,-1
FWx Chris Creek,2020-02-03 22:15,-4.5,,,,,,0,,,
FWx Chris Creek,2020-02-03 22:30,-4.8,,,,,,0,,,
FWx Chris Creek,2020-02-03 22:45,-4.7,,,,,,0,,,
FWx Chris Creek,2020-02-03 23:00,-4.7,-4.8,-4.5,0.02,0,2.79,0,1649,0,1
FWx Chris Creek,2020-02-03 23:15,-4.6,,,,,,0,,,
FWx Chris Creek,2020-02-03 23:30,-4.5,,,,,,0,,,
FWx Chris Creek,2020-02-03 23:45,-4.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 0:00,-4.4,-4.7,-4.4,0.02,0,2.79,0,1649,0,0
FWx Chris Creek,2020-02-04 0:15,-4.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 0:30,-4.2,,,,,,0,,,
FWx Chris Creek,2020-02-04 0:45,-4.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 1:00,-4,-4.4,-4,0.021,0,2.79,0,1649,0,0
FWx Chris Creek,2020-02-04 1:15,-3.8,,,,,,0,,,
FWx Chris Creek,2020-02-04 1:30,-3.8,,,,,,0,,,
FWx Chris Creek,2020-02-04 1:45,-3.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 2:00,-3.2,-4,-3.2,0.019,0,2.79,0,1649,0,0
FWx Chris Creek,2020-02-04 2:15,-3.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 2:30,-3.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 2:45,-3,,,,,,0,,,
FWx Chris Creek,2020-02-04 3:00,-2.7,-3.4,-2.7,0.018,0,2.79,0,1650,1,1
FWx Chris Creek,2020-02-04 3:15,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 3:30,-2.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 3:45,-2.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 4:00,-2.2,-2.7,-2.2,0.023,0,2.79,0,1650,1,0
FWx Chris Creek,2020-02-04 4:15,-2.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 4:30,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 4:45,-2.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 5:00,-2.5,-2.6,-2.1,0.021,0,2.79,0,1650,1,0
FWx Chris Creek,2020-02-04 5:15,-2.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 5:30,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 5:45,-2.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 6:00,-2.4,-2.5,-2.4,0.022,0,2.79,0,1650,1,0
FWx Chris Creek,2020-02-04 6:15,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 6:30,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 6:45,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 7:00,-2.5,-2.5,-2.4,0.021,0,2.79,0,1650,1,0
FWx Chris Creek,2020-02-04 7:15,-2.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 7:30,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 7:45,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 8:00,-2.4,-2.5,-2.4,0.021,0,2.79,0,1651,2,1
FWx Chris Creek,2020-02-04 8:15,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 8:30,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 8:45,-2.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 9:00,-2.4,-2.4,-2.4,0.017,0,2.79,0,1651,1,0
FWx Chris Creek,2020-02-04 9:15,-2.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 9:30,-2.2,,,,,,0,,,
FWx Chris Creek,2020-02-04 9:45,-2,,,,,,0,,,
FWx Chris Creek,2020-02-04 10:00,-1.9,-2.4,-1.9,0.026,0,2.79,0,1652,1,1
FWx Chris Creek,2020-02-04 10:15,-1.7,,,,,,0,,,
FWx Chris Creek,2020-02-04 10:30,-1.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 10:45,-1.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 11:00,-1.6,-1.9,-1.4,0.027,0,0.76,0,1653,3,1
FWx Chris Creek,2020-02-04 11:15,-1.6,,,,,,0,,,
FWx Chris Creek,2020-02-04 11:30,-1.2,,,,,,0,,,
FWx Chris Creek,2020-02-04 11:45,-0.7,,,,,,0,,,
FWx Chris Creek,2020-02-04 12:00,-0.2,-1.6,-0.2,0.027,0,0.25,0,1654,3,1
FWx Chris Creek,2020-02-04 12:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 12:30,0,,,,,,0,,,
FWx Chris Creek,2020-02-04 12:45,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 13:00,0.2,-0.2,0.2,0.034,0,0,0,1655,4,1
FWx Chris Creek,2020-02-04 13:15,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 13:30,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 13:45,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 14:00,0.4,0.1,0.4,0.065,0,0,0,1656,6,1
FWx Chris Creek,2020-02-04 14:15,0.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 14:30,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 14:45,0.2,,,,,,0,,,
FWx Chris Creek,2020-02-04 15:00,0,0,0.4,0.079,0,0,0,1656,6,0
FWx Chris Creek,2020-02-04 15:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 15:30,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 15:45,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 16:00,-0.2,-0.2,0,0.086,0,0,0,1656,6,0
FWx Chris Creek,2020-02-04 16:15,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-04 16:30,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 16:45,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 17:00,-0.3,-0.3,-0.2,0.086,0,0,0,1657,8,1
FWx Chris Creek,2020-02-04 17:15,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 17:30,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 17:45,-0.6,,,,,,0,,,
FWx Chris Creek,2020-02-04 18:00,-0.7,-0.7,-0.3,0.082,0,0,0,1658,9,1
FWx Chris Creek,2020-02-04 18:15,-0.9,,,,,,0,,,
FWx Chris Creek,2020-02-04 18:30,-1,,,,,,0,,,
FWx Chris Creek,2020-02-04 18:45,-1,,,,,,0,,,
FWx Chris Creek,2020-02-04 19:00,-1,-1,-0.7,0.093,0,0,0,1658,9,0
FWx Chris Creek,2020-02-04 19:15,-1,,,,,,0,,,
FWx Chris Creek,2020-02-04 19:30,-1,,,,,,0,,,
FWx Chris Creek,2020-02-04 19:45,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 20:00,-1.1,-1.1,-1,0.093,0,0,0,1659,10,1
FWx Chris Creek,2020-02-04 20:15,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 20:30,-1.1,,,,,,0,,,
FWx Chris Creek,2020-02-04 20:45,-1,,,,,,0,,,
FWx Chris Creek,2020-02-04 21:00,-0.9,-1.1,-0.9,0.098,0,0,0,1659,10,0
FWx Chris Creek,2020-02-04 21:15,-0.8,,,,,,0,,,
FWx Chris Creek,2020-02-04 21:30,-0.7,,,,,,0,,,
FWx Chris Creek,2020-02-04 21:45,-0.6,,,,,,0,,,
FWx Chris Creek,2020-02-04 22:00,-0.6,-0.9,-0.6,0.097,0,0,0,1660,12,1
FWx Chris Creek,2020-02-04 22:15,-0.5,,,,,,0,,,
FWx Chris Creek,2020-02-04 22:30,-0.4,,,,,,0,,,
FWx Chris Creek,2020-02-04 22:45,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 23:00,-0.3,-0.6,-0.3,0.094,0,0,0,1662,13,2
FWx Chris Creek,2020-02-04 23:15,-0.3,,,,,,0,,,
FWx Chris Creek,2020-02-04 23:30,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-04 23:45,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 0:00,-0.1,-0.3,-0.1,0.089,0,0,0,1662,13,0
FWx Chris Creek,2020-02-05 0:15,-0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 0:30,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-05 0:45,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-05 1:00,-0.2,-0.2,-0.1,0.087,0,0,0,1663,14,1
FWx Chris Creek,2020-02-05 1:15,-0.2,,,,,,0,,,
FWx Chris Creek,2020-02-05 1:30,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 1:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 2:00,0,-0.2,0,0.084,0,0,0,1664,15,1
FWx Chris Creek,2020-02-05 2:15,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 2:30,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 2:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 3:00,0,0,0,0.079,0,0,0,1665,15,1
FWx Chris Creek,2020-02-05 3:15,0,,,,,,1.78,,,
FWx Chris Creek,2020-02-05 3:30,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 3:45,0,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 4:00,0,0,0,0.08,2.29,2.29,0,1665,15,0
FWx Chris Creek,2020-02-05 4:15,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 4:30,0,,,,,,0.76,,,
FWx Chris Creek,2020-02-05 4:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 5:00,0,0,0,0.08,0.76,3.05,0,1666,16,1
FWx Chris Creek,2020-02-05 5:15,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 5:30,0,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 5:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 6:00,0,0,0,0.078,0.76,3.81,0.25,1666,16,0
FWx Chris Creek,2020-02-05 6:15,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 6:30,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 6:45,0.1,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 7:00,0.1,0,0.1,0.077,0.51,4.32,0,1666,16,0
FWx Chris Creek,2020-02-05 7:15,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 7:30,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 7:45,0,,,,,,0,,,
FWx Chris Creek,2020-02-05 8:00,0.1,0,0.1,0.075,0,4.32,0,1666,15,0
FWx Chris Creek,2020-02-05 8:15,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 8:30,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 8:45,0.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 9:00,0.2,0.1,0.2,0.074,0.51,4.83,0.51,1667,16,1
FWx Chris Creek,2020-02-05 9:15,0.3,,,,,,0,,,
FWx Chris Creek,2020-02-05 9:30,0.4,,,,,,0,,,
FWx Chris Creek,2020-02-05 9:45,0.6,,,,,,0,,,
FWx Chris Creek,2020-02-05 10:00,0.8,0.2,0.8,0.07,0,4.83,0,1667,15,0
FWx Chris Creek,2020-02-05 10:15,1,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 10:30,1.6,,,,,,0,,,
FWx Chris Creek,2020-02-05 10:45,2.3,,,,,,1.02,,,
FWx Chris Creek,2020-02-05 11:00,2.5,0.8,2.7,0.058,2.29,7.11,0.76,1667,14,0
FWx Chris Creek,2020-02-05 11:15,2.4,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 11:30,2.5,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 11:45,3.3,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 12:00,4.5,2.3,4.5,0.052,2.8,9.91,1.27,1667,13,0
FWx Chris Creek,2020-02-05 12:15,4.8,,,,,,1.52,,,
FWx Chris Creek,2020-02-05 12:30,5.1,,,,,,1.02,,,
FWx Chris Creek,2020-02-05 12:45,4.8,,,,,,0.76,,,
FWx Chris Creek,2020-02-05 13:00,4.6,4.5,5.1,0.053,4.06,13.97,0.76,1667,12,0
FWx Chris Creek,2020-02-05 13:15,4.6,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 13:30,4.3,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 13:45,5.1,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 14:00,5.6,4.3,5.6,0.046,2.03,16,0.51,1668,12,1
FWx Chris Creek,2020-02-05 14:15,6.5,,,,,,0.76,,,
FWx Chris Creek,2020-02-05 14:30,6.4,,,,,,0.51,,,
FWx Chris Creek,2020-02-05 14:45,6,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 15:00,5.5,5.5,6.5,0.044,1.78,17.78,0.26,1667,11,-1
FWx Chris Creek,2020-02-05 15:15,5.1,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 15:30,4.8,,,,,,0,,,
FWx Chris Creek,2020-02-05 15:45,4.8,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 16:00,4.5,4.5,5.5,0.041,0.51,18.29,0,1667,11,0
FWx Chris Creek,2020-02-05 16:15,4.5,,,,,,0,,,
FWx Chris Creek,2020-02-05 16:30,4.7,,,,,,0,,,
FWx Chris Creek,2020-02-05 16:45,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-05 17:00,4,4,4.8,0.039,0,18.29,0,1667,10,0
FWx Chris Creek,2020-02-05 17:15,3.7,,,,,,0,,,
FWx Chris Creek,2020-02-05 17:30,3.8,,,,,,0,,,
FWx Chris Creek,2020-02-05 17:45,3.8,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 18:00,4.1,3.7,4.1,0.038,0.25,18.54,0,1667,9,0
FWx Chris Creek,2020-02-05 18:15,4.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 18:30,4.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 18:45,4,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 19:00,3.6,3.6,4.2,0.04,0.25,18.8,0,1667,9,0
FWx Chris Creek,2020-02-05 19:15,3.1,,,,,,0,,,
FWx Chris Creek,2020-02-05 19:30,3.4,,,,,,0,,,
FWx Chris Creek,2020-02-05 19:45,3.4,,,,,,0,,,
FWx Chris Creek,2020-02-05 20:00,3.6,3.1,3.8,0.034,0,18.8,0,1668,9,1
FWx Chris Creek,2020-02-05 20:15,4,,,,,,0,,,
FWx Chris Creek,2020-02-05 20:30,3.7,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 20:45,3.5,,,,,,0,,,
FWx Chris Creek,2020-02-05 21:00,3.6,3.5,4,0.029,0.51,19.3,0.25,1668,9,0
FWx Chris Creek,2020-02-05 21:15,3.5,,,,,,0,,,
FWx Chris Creek,2020-02-05 21:30,3.3,,,,,,0,,,
FWx Chris Creek,2020-02-05 21:45,3.6,,,,,,0,,,
FWx Chris Creek,2020-02-05 22:00,3.9,3.1,3.9,0.025,0,19.3,0,1668,8,0
FWx Chris Creek,2020-02-05 22:15,3.4,,,,,,0,,,
FWx Chris Creek,2020-02-05 22:30,3.3,,,,,,0,,,
FWx Chris Creek,2020-02-05 22:45,3.2,,,,,,0,,,
FWx Chris Creek,2020-02-05 23:00,3.1,3.1,3.9,0.018,0,19.3,0,1668,6,0
FWx Chris Creek,2020-02-05 23:15,2.6,,,,,,0.25,,,
FWx Chris Creek,2020-02-05 23:30,2.9,,,,,,0,,,
FWx Chris Creek,2020-02-05 23:45,3.2,,,,,,0,,,
FWx Chris Creek,2020-02-06 0:00,2.9,2.6,3.2,0.031,0.25,19.56,0,1668,6,0
FWx Chris Creek,2020-02-06 0:15,3.3,,,,,,0,,,
FWx Chris Creek,2020-02-06 0:30,3.8,,,,,,0,,,
FWx Chris Creek,2020-02-06 0:45,4.5,,,,,,0,,,
FWx Chris Creek,2020-02-06 1:00,3.6,2.9,4.5,0.026,0,19.56,0,1669,6,1
FWx Chris Creek,2020-02-06 1:15,3.6,,,,,,0,,,
FWx Chris Creek,2020-02-06 1:30,4,,,,,,0,,,
FWx Chris Creek,2020-02-06 1:45,4.3,,,,,,0,,,
FWx Chris Creek,2020-02-06 2:00,4.1,3.4,4.3,0.026,0,19.56,0,1668,4,-1
FWx Chris Creek,2020-02-06 2:15,4.2,,,,,,0,,,
