StationName,DateTime,Temp,TMin,TMax,SnowDep,Rn_1,Rn24,Rn15,Prec_24,Prec_1
FWx Chris Creek,01/01/2018 0:15,-3.8,,,,,,0,,
FWx Chris Creek,01/01/2018 0:30,-4,,,,,,0,,
FWx Chris Creek,01/01/2018 0:45,-3.6,,,,,,0,,
FWx Chris Creek,01/01/2018 1:00,-3.9,-4,-3.6,0.009,0,,0,,0
FWx Chris Creek,01/01/2018 1:15,-3.8,,,,,,0,,
FWx Chris Creek,01/01/2018 1:30,-3.7,,,,,,0,,
FWx Chris Creek,01/01/2018 1:45,-3.9,,,,,,0,,
FWx Chris Creek,01/01/2018 2:00,-3.8,-4,-3.7,0.01,0,,0,,0
FWx Chris Creek,01/01/2018 2:15,-3.9,,,,,,0,,
FWx Chris Creek,01/01/2018 2:30,-4,,,,,,0,,
FWx Chris Creek,01/01/2018 2:45,-4.1,,,,,,0,,
FWx Chris Creek,01/01/2018 3:00,-4.1,-4.2,-3.8,0.014,0,,0,,-1
FWx Chris Creek,01/01/2018 3:15,-4.1,,,,,,0,,
FWx Chris Creek,01/01/2018 3:30,-4.3,,,,,,0,,
FWx Chris Creek,01/01/2018 3:45,-4.2,,,,,,0,,
FWx Chris Creek,01/01/2018 4:00,-4.3,-4.3,-4,0.016,0,,0,,1
FWx Chris Creek,01/01/2018 4:15,-4.3,,,,,,0,,
FWx Chris Creek,01/01/2018 4:30,-4.3,,,,,,0,,
FWx Chris Creek,01/01/2018 4:45,-4.3,,,,,,0,,
FWx Chris Creek,01/01/2018 5:00,-4.1,-4.5,-4.1,0.017,0,,0,,0
FWx Chris Creek,01/01/2018 5:15,-4.1,,,,,,0,,
FWx Chris Creek,01/01/2018 5:30,-4,,,,,,0,,
FWx Chris Creek,01/01/2018 5:45,-4.2,,,,,,0,,
FWx Chris Creek,01/01/2018 6:00,-4.3,-4.3,-4,0.013,0,,0,,0
FWx Chris Creek,01/01/2018 6:15,-4.2,,,,,,0,,
FWx Chris Creek,01/01/2018 6:30,-4,,,,,,0,,
FWx Chris Creek,01/01/2018 6:45,-3.8,,,,,,0,,
FWx Chris Creek,01/01/2018 7:00,-4,-4.3,-3.7,0.017,0,,0,,0
FWx Chris Creek,01/01/2018 7:15,-3.7,,,,,,0,,
FWx Chris Creek,01/01/2018 7:30,-3.9,,,,,,0,,
FWx Chris Creek,01/01/2018 7:45,-3.8,,,,,,0,,
FWx Chris Creek,01/01/2018 8:00,-3.7,-4,-3.7,0.016,0,,0,,0
FWx Chris Creek,01/01/2018 8:15,-3.5,,,,,,0,,
FWx Chris Creek,01/01/2018 8:30,-3.4,,,,,,0,,
FWx Chris Creek,01/01/2018 8:45,-3.3,,,,,,0,,
FWx Chris Creek,01/01/2018 9:00,-3,-3.7,-3,0.014,0,,0,,0
FWx Chris Creek,01/01/2018 9:15,-2.8,,,,,,0,,
FWx Chris Creek,01/01/2018 9:30,-2.6,,,,,,0,,
FWx Chris Creek,01/01/2018 9:45,-2.1,,,,,,0,,
FWx Chris Creek,01/01/2018 10:00,0,-2.9,0,0.004,0,,0,,0
FWx Chris Creek,01/01/2018 10:15,0.6,,,,,,0,,
FWx Chris Creek,01/01/2018 10:30,0.5,,,,,,0,,
FWx Chris Creek,01/01/2018 10:45,0.6,,,,,,0,,
FWx Chris Creek,01/01/2018 11:00,0.9,0.2,0.9,0.008,0,,0,,0
FWx Chris Creek,01/01/2018 11:15,1.7,,,,,,0,,
FWx Chris Creek,01/01/2018 11:30,2,,,,,,0,,
FWx Chris Creek,01/01/2018 11:45,2.5,,,,,,0,,
FWx Chris Creek,01/01/2018 12:00,3.7,0.9,3.7,0.004,0,0,0,,0
FWx Chris Creek,01/01/2018 12:15,3.3,,,,,,0,,
FWx Chris Creek,01/01/2018 12:30,3.2,,,,,,0.25,,
FWx Chris Creek,01/01/2018 12:45,3.5,,,,,,0,,
FWx Chris Creek,01/01/2018 13:00,2.8,2.6,3.8,0.009,0.25,,0,,-1
FWx Chris Creek,01/01/2018 13:15,4.5,,,,,,0,,
FWx Chris Creek,01/01/2018 13:30,4.2,,,,,,0,,
FWx Chris Creek,01/01/2018 13:45,4.6,,,,,,0,,
FWx Chris Creek,01/01/2018 14:00,3.6,3,4.7,0.009,0,,0,,0
FWx Chris Creek,01/01/2018 14:15,3.3,,,,,,0,,
FWx Chris Creek,01/01/2018 14:30,3.3,,,,,,0,,
FWx Chris Creek,01/01/2018 14:45,3.1,,,,,,0,,
FWx Chris Creek,01/01/2018 15:00,3.2,3.1,3.5,0.01,0,,0,,0
FWx Chris Creek,01/01/2018 15:15,3,,,,,,0,,
FWx Chris Creek,01/01/2018 15:30,3.3,,,,,,0,,
FWx Chris Creek,01/01/2018 15:45,2.9,,,,,,0,,
FWx Chris Creek,01/01/2018 16:00,2.2,2.2,3.3,0.01,0,,0,,0
FWx Chris Creek,01/01/2018 16:15,1.3,,,,,,0,,
FWx Chris Creek,01/01/2018 16:30,0.2,,,,,,0,,
FWx Chris Creek,01/01/2018 16:45,0.4,,,,,,0,,
FWx Chris Creek,01/01/2018 17:00,-0.3,-0.3,2.2,0.013,0,,0,,0
FWx Chris Creek,01/01/2018 17:15,-0.7,,,,,,0,,
FWx Chris Creek,01/01/2018 17:30,-1.1,,,,,,0,,
FWx Chris Creek,01/01/2018 17:45,-1.6,,,,,,0,,
FWx Chris Creek,01/01/2018 18:00,-1.7,-1.8,-0.3,0.015,0,,0,,-1
FWx Chris Creek,01/01/2018 18:15,-1.5,,,,,,0,,
FWx Chris Creek,01/01/2018 18:30,-1.7,,,,,,0,,
FWx Chris Creek,01/01/2018 18:45,-1.7,,,,,,0,,
FWx Chris Creek,01/01/2018 19:00,-2.1,-2.1,-1.5,0.013,0,,0,,1
FWx Chris Creek,01/01/2018 19:15,-2.2,,,,,,0,,
FWx Chris Creek,01/01/2018 19:30,-2.3,,,,,,0,,
FWx Chris Creek,01/01/2018 19:45,-2.1,,,,,,0,,
FWx Chris Creek,01/01/2018 20:00,-2.2,-2.3,-1.9,0.011,0,,0,,0
FWx Chris Creek,01/01/2018 20:15,-2.2,,,,,,0,,
FWx Chris Creek,01/01/2018 20:30,-2.2,,,,,,0,,
FWx Chris Creek,01/01/2018 20:45,-2,,,,,,0,,
FWx Chris Creek,01/01/2018 21:00,-2.1,-2.4,-2,0.016,0,,0,,0
FWx Chris Creek,01/01/2018 21:15,-2.1,,,,,,0,,
FWx Chris Creek,01/01/2018 21:30,-2.3,,,,,,0,,
FWx Chris Creek,01/01/2018 21:45,-2.3,,,,,,0,,
FWx Chris Creek,01/01/2018 22:00,-2.2,-2.3,-2,0.019,0,,0,,0
FWx Chris Creek,01/01/2018 22:15,-2.3,,,,,,0,,
FWx Chris Creek,01/01/2018 22:30,-2.2,,,,,,0,,
FWx Chris Creek,01/01/2018 22:45,-2.3,,,,,,0,,
FWx Chris Creek,01/01/2018 23:00,-2.4,-2.5,-2.1,0.012,0,,0,,0
FWx Chris Creek,01/01/2018 23:15,-2.5,,,,,,0,,
FWx Chris Creek,01/01/2018 23:30,-2.3,,,,,,0,,
FWx Chris Creek,01/01/2018 23:45,-2.4,,,,,,0,,
FWx Chris Creek,02/01/2018 0:00,-2.3,-2.6,-2.3,0.014,0,,0,,0
FWx Chris Creek,02/01/2018 0:15,-2.2,,,,,,0,,
FWx Chris Creek,02/01/2018 0:30,-2.3,,,,,,0,,
FWx Chris Creek,02/01/2018 0:45,-2.4,,,,,,0,,
FWx Chris Creek,02/01/2018 1:00,-2.5,-2.5,-2.1,0.015,0,,0,,1
FWx Chris Creek,02/01/2018 1:15,-2.3,,,,,,0,,
FWx Chris Creek,02/01/2018 1:30,-2,,,,,,0,,
FWx Chris Creek,02/01/2018 1:45,-2,,,,,,0,,
FWx Chris Creek,02/01/2018 2:00,-2.1,-2.5,-1.9,0.013,0,,0,,0
FWx Chris Creek,02/01/2018 2:15,-2,,,,,,0,,
FWx Chris Creek,02/01/2018 2:30,-1.9,,,,,,0,,
FWx Chris Creek,02/01/2018 2:45,-1.8,,,,,,0,,
FWx Chris Creek,02/01/2018 3:00,-1.9,-2.2,-1.7,0.014,0,,0,,0
FWx Chris Creek,02/01/2018 3:15,-1.6,,,,,,0,,
FWx Chris Creek,02/01/2018 3:30,-1.6,,,,,,0,,
FWx Chris Creek,02/01/2018 3:45,-1.4,,,,,,0,,
FWx Chris Creek,02/01/2018 4:00,-1.2,-1.9,-1.2,0.017,0,,0,,0
FWx Chris Creek,02/01/2018 4:15,-0.8,,,,,,0,,
FWx Chris Creek,02/01/2018 4:30,-1,,,,,,0,,
FWx Chris Creek,02/01/2018 4:45,-0.8,,,,,,0,,
FWx Chris Creek,02/01/2018 5:00,-0.8,-1.2,-0.8,0.006,0,,0,,0
FWx Chris Creek,02/01/2018 5:15,-0.6,,,,,,0,,
FWx Chris Creek,02/01/2018 5:30,-0.8,,,,,,0,,
FWx Chris Creek,02/01/2018 5:45,-1,,,,,,0,,
FWx Chris Creek,02/01/2018 6:00,-0.6,-1,-0.6,0.012,0,,0,,0
FWx Chris Creek,02/01/2018 6:15,-0.3,,,,,,0,,
FWx Chris Creek,02/01/2018 6:30,-0.2,,,,,,0,,
FWx Chris Creek,02/01/2018 6:45,-0.3,,,,,,0,,
FWx Chris Creek,02/01/2018 7:00,-0.2,-0.6,-0.2,0.017,0,,0,,0
FWx Chris Creek,02/01/2018 7:15,-0.2,,,,,,0,,
FWx Chris Creek,02/01/2018 7:30,0,,,,,,0,,
FWx Chris Creek,02/01/2018 7:45,0.2,,,,,,0,,
FWx Chris Creek,02/01/2018 8:00,0.5,-0.3,0.5,0.012,0,,0,,0
FWx Chris Creek,02/01/2018 8:15,0.8,,,,,,0,,
FWx Chris Creek,02/01/2018 8:30,3.5,,,,,,0,,
FWx Chris Creek,02/01/2018 8:45,1.6,,,,,,0,,
FWx Chris Creek,02/01/2018 9:00,1.4,0.4,3.6,0.012,0,,0,,0
FWx Chris Creek,02/01/2018 9:15,1.3,,,,,,0,,
FWx Chris Creek,02/01/2018 9:30,1.8,,,,,,0,,
FWx Chris Creek,02/01/2018 9:45,2.4,,,,,,0,,
FWx Chris Creek,02/01/2018 10:00,3.7,1.3,3.7,0.008,0,,0,,0
FWx Chris Creek,02/01/2018 10:15,5.3,,,,,,0,,
FWx Chris Creek,02/01/2018 10:30,6.3,,,,,,0,,
FWx Chris Creek,02/01/2018 10:45,6.6,,,,,,0,,
FWx Chris Creek,02/01/2018 11:00,7.3,3.7,7.3,0.011,0,,0,,-1
FWx Chris Creek,02/01/2018 11:15,7,,,,,,0,,
FWx Chris Creek,02/01/2018 11:30,6.3,,,,,,0,,
FWx Chris Creek,02/01/2018 11:45,5.7,,,,,,0,,
FWx Chris Creek,02/01/2018 12:00,5.6,5.6,7.3,0.014,0,0.25,0,,0
FWx Chris Creek,02/01/2018 12:15,5.4,,,,,,0,,
FWx Chris Creek,02/01/2018 12:30,5.4,,,,,,0,,
FWx Chris Creek,02/01/2018 12:45,5.6,,,,,,0,,
FWx Chris Creek,02/01/2018 13:00,6,5.3,6,0.013,0,,0,,0
FWx Chris Creek,02/01/2018 13:15,5.9,,,,,,0,,
FWx Chris Creek,02/01/2018 13:30,5.4,,,,,,0,,
FWx Chris Creek,02/01/2018 13:45,5.4,,,,,,0,,
FWx Chris Creek,02/01/2018 14:00,5.5,5.4,6,0.013,0,,0,,0
FWx Chris Creek,02/01/2018 14:15,5.2,,,,,,0,,
FWx Chris Creek,02/01/2018 14:30,5,,,,,,0,,
FWx Chris Creek,02/01/2018 14:45,4.7,,,,,,0,,
FWx Chris Creek,02/01/2018 15:00,4.7,4.6,5.5,0.014,0,,0,,0
FWx Chris Creek,02/01/2018 15:15,4.4,,,,,,0,,
FWx Chris Creek,02/01/2018 15:30,3.7,,,,,,0,,
FWx Chris Creek,02/01/2018 15:45,3.7,,,,,,0,,
FWx Chris Creek,02/01/2018 16:00,3.3,3.3,4.7,0.011,0,,0,,0
FWx Chris Creek,02/01/2018 16:15,2.8,,,,,,0,,
FWx Chris Creek,02/01/2018 16:30,2.5,,,,,,0,,
FWx Chris Creek,02/01/2018 16:45,2.2,,,,,,0,,
FWx Chris Creek,02/01/2018 17:00,2,2,3.3,0.014,0,,0,,0
FWx Chris Creek,02/01/2018 17:15,1.8,,,,,,0,,
FWx Chris Creek,02/01/2018 17:30,1.3,,,,,,0,,
FWx Chris Creek,02/01/2018 17:45,1.3,,,,,,0,,
FWx Chris Creek,02/01/2018 18:00,1.2,1.2,2.3,0.014,0,,0,,0
FWx Chris Creek,02/01/2018 18:15,1.1,,,,,,0,,
FWx Chris Creek,02/01/2018 18:30,0.6,,,,,,0,,
FWx Chris Creek,02/01/2018 18:45,1.1,,,,,,0,,
FWx Chris Creek,02/01/2018 19:00,0.7,0.6,1.3,0.011,0,,0,,0
FWx Chris Creek,02/01/2018 19:15,0.8,,,,,,0,,
FWx Chris Creek,02/01/2018 19:30,0.4,,,,,,0,,
FWx Chris Creek,02/01/2018 19:45,0.4,,,,,,0,,
FWx Chris Creek,02/01/2018 20:00,0,0,0.9,0.015,0,,0,,0
FWx Chris Creek,02/01/2018 20:15,0.1,,,,,,0,,
FWx Chris Creek,02/01/2018 20:30,-0.1,,,,,,0,,
FWx Chris Creek,02/01/2018 20:45,-0.3,,,,,,0,,
FWx Chris Creek,02/01/2018 21:00,-0.3,-0.3,0.1,0.015,0,,0,,0
FWx Chris Creek,02/01/2018 21:15,0.2,,,,,,0,,
FWx Chris Creek,02/01/2018 21:30,0.4,,,,,,0,,
FWx Chris Creek,02/01/2018 21:45,0.6,,,,,,0,,
FWx Chris Creek,02/01/2018 22:00,0.8,-0.3,0.8,0.015,0,,0,,1
FWx Chris Creek,02/01/2018 22:15,0.9,,,,,,0,,
FWx Chris Creek,02/01/2018 22:30,1.2,,,,,,0,,
FWx Chris Creek,02/01/2018 22:45,1.1,,,,,,0,,
FWx Chris Creek,02/01/2018 23:00,0.9,0.8,1.2,0.013,0,,0,,-1
FWx Chris Creek,02/01/2018 23:15,1,,,,,,0,,
FWx Chris Creek,02/01/2018 23:30,1.8,,,,,,0,,
FWx Chris Creek,02/01/2018 23:45,1.6,,,,,,0,,
FWx Chris Creek,03/01/2018 0:00,1.1,0.8,1.9,0.013,0,,0,,1
FWx Chris Creek,03/01/2018 0:15,0.7,,,,,,0,,
FWx Chris Creek,03/01/2018 0:30,0.4,,,,,,0,,
FWx Chris Creek,03/01/2018 0:45,0.4,,,,,,0,,
FWx Chris Creek,03/01/2018 1:00,-0.1,-0.1,1.1,0.008,0,,0,,0
FWx Chris Creek,03/01/2018 1:15,-0.3,,,,,,0,,
FWx Chris Creek,03/01/2018 1:30,-0.7,,,,,,0,,
FWx Chris Creek,03/01/2018 1:45,-1.2,,,,,,0,,
FWx Chris Creek,03/01/2018 2:00,-1.5,-1.5,0,0.014,0,,0,,0
FWx Chris Creek,03/01/2018 2:15,-1.2,,,,,,0,,
FWx Chris Creek,03/01/2018 2:30,-1.3,,,,,,0,,
FWx Chris Creek,03/01/2018 2:45,-1.4,,,,,,0,,
FWx Chris Creek,03/01/2018 3:00,-1.4,-1.5,-1.2,0.009,0,,0,,-1
FWx Chris Creek,03/01/2018 3:15,-1.5,,,,,,0,,
FWx Chris Creek,03/01/2018 3:30,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 3:45,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 4:00,-1.8,-1.9,-1.4,0.015,0,,0,,1
FWx Chris Creek,03/01/2018 4:15,-1.9,,,,,,0,,
FWx Chris Creek,03/01/2018 4:30,-1.8,,,,,,0,,
FWx Chris Creek,03/01/2018 4:45,-1.9,,,,,,0,,
FWx Chris Creek,03/01/2018 5:00,-1.7,-2,-1.6,0.014,0,,0,,-1
FWx Chris Creek,03/01/2018 5:15,-1.6,,,,,,0,,
FWx Chris Creek,03/01/2018 5:30,-1.4,,,,,,0,,
FWx Chris Creek,03/01/2018 5:45,-1.8,,,,,,0,,
FWx Chris Creek,03/01/2018 6:00,-2,-2,-1.4,0.012,0,,0,,1
FWx Chris Creek,03/01/2018 6:15,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 6:30,-1.9,,,,,,0,,
FWx Chris Creek,03/01/2018 6:45,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 7:00,-1.7,-2,-1.6,0.02,0,,0,,-1
FWx Chris Creek,03/01/2018 7:15,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 7:30,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 7:45,-2.1,,,,,,0,,
FWx Chris Creek,03/01/2018 8:00,-1.9,-2.1,-1.5,0.013,0,,0,,1
FWx Chris Creek,03/01/2018 8:15,-1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 8:30,-1.5,,,,,,0,,
FWx Chris Creek,03/01/2018 8:45,-1.1,,,,,,0,,
FWx Chris Creek,03/01/2018 9:00,0.4,-1.9,0.4,0.007,0,,0,,0
FWx Chris Creek,03/01/2018 9:15,1.3,,,,,,0,,
FWx Chris Creek,03/01/2018 9:30,2.1,,,,,,0,,
FWx Chris Creek,03/01/2018 9:45,3.1,,,,,,0,,
FWx Chris Creek,03/01/2018 10:00,4,0.5,4,0.005,0,,0,,0
FWx Chris Creek,03/01/2018 10:15,4.5,,,,,,0,,
FWx Chris Creek,03/01/2018 10:30,4.2,,,,,,0,,
FWx Chris Creek,03/01/2018 10:45,4.9,,,,,,0,,
FWx Chris Creek,03/01/2018 11:00,5.6,4.2,5.6,0.009,0,,0,,-1
FWx Chris Creek,03/01/2018 11:15,6.9,,,,,,0,,
FWx Chris Creek,03/01/2018 11:30,8.1,,,,,,0,,
FWx Chris Creek,03/01/2018 11:45,9,,,,,,0,,
FWx Chris Creek,03/01/2018 12:00,8.9,5.7,9.4,0.003,0,0,0,,-1
FWx Chris Creek,03/01/2018 12:15,9.1,,,,,,0,,
FWx Chris Creek,03/01/2018 12:30,9.9,,,,,,0,,
FWx Chris Creek,03/01/2018 12:45,9,,,,,,0,,
FWx Chris Creek,03/01/2018 13:00,9.1,8.8,9.9,0.003,0,,0,,0
FWx Chris Creek,03/01/2018 13:15,9.4,,,,,,0,,
FWx Chris Creek,03/01/2018 13:30,9.6,,,,,,0,,
FWx Chris Creek,03/01/2018 13:45,10.1,,,,,,0,,
FWx Chris Creek,03/01/2018 14:00,9.5,9.1,10.3,0.003,0,,0,,0
FWx Chris Creek,03/01/2018 14:15,10.4,,,,,,0,,
FWx Chris Creek,03/01/2018 14:30,9.4,,,,,,0,,
FWx Chris Creek,03/01/2018 14:45,9.8,,,,,,0,,
FWx Chris Creek,03/01/2018 15:00,9.6,9.4,10.4,0,0,,0,,0
FWx Chris Creek,03/01/2018 15:15,8.8,,,,,,0,,
FWx Chris Creek,03/01/2018 15:30,8.2,,,,,,0,,
FWx Chris Creek,03/01/2018 15:45,7.9,,,,,,0,,
FWx Chris Creek,03/01/2018 16:00,7.1,7.1,9.5,0,0,,0,,0
FWx Chris Creek,03/01/2018 16:15,4.9,,,,,,0,,
FWx Chris Creek,03/01/2018 16:30,3.1,,,,,,0,,
FWx Chris Creek,03/01/2018 16:45,2.9,,,,,,0,,
FWx Chris Creek,03/01/2018 17:00,2.5,2.4,7,0,0,,0,,0
FWx Chris Creek,03/01/2018 17:15,2.3,,,,,,0,,
FWx Chris Creek,03/01/2018 17:30,2.2,,,,,,0,,
FWx Chris Creek,03/01/2018 17:45,1.7,,,,,,0,,
FWx Chris Creek,03/01/2018 18:00,1.6,1.6,2.5,0.001,0,,0,,1
FWx Chris Creek,03/01/2018 18:15,1.3,,,,,,0,,
FWx Chris Creek,03/01/2018 18:30,1,,,,,,0,,
FWx Chris Creek,03/01/2018 18:45,1,,,,,,0,,
FWx Chris Creek,03/01/2018 19:00,1.3,1,1.6,0.003,0,,0,,0
FWx Chris Creek,03/01/2018 19:15,1.1,,,,,,0,,
FWx Chris Creek,03/01/2018 19:30,0.8,,,,,,0,,
FWx Chris Creek,03/01/2018 19:45,1.4,,,,,,0,,
FWx Chris Creek,03/01/2018 20:00,1.2,0.7,1.4,0,0,,0,,0
FWx Chris Creek,03/01/2018 20:15,1.5,,,,,,0,,
FWx Chris Creek,03/01/2018 20:30,0.9,,,,,,0,,
FWx Chris Creek,03/01/2018 20:45,1.1,,,,,,0,,
FWx Chris Creek,03/01/2018 21:00,1,0.9,1.7,0.005,0,,0,,0
FWx Chris Creek,03/01/2018 21:15,1.3,,,,,,0,,
FWx Chris Creek,03/01/2018 21:30,1,,,,,,0,,
FWx Chris Creek,03/01/2018 21:45,0.8,,,,,,0,,
FWx Chris Creek,03/01/2018 22:00,0.5,0.5,1.3,0.004,0,,0,,0
FWx Chris Creek,03/01/2018 22:15,0.5,,,,,,0,,
FWx Chris Creek,03/01/2018 22:30,0.4,,,,,,0,,
FWx Chris Creek,03/01/2018 22:45,0.7,,,,,,0,,
FWx Chris Creek,03/01/2018 23:00,0.3,0.3,0.8,0,0,,0,,0
FWx Chris Creek,03/01/2018 23:15,0.4,,,,,,0,,
FWx Chris Creek,03/01/2018 23:30,0.3,,,,,,0,,
FWx Chris Creek,03/01/2018 23:45,0.4,,,,,,0,,
FWx Chris Creek,04/01/2018 0:00,0.1,0.1,0.5,0,0,,0,,0
FWx Chris Creek,04/01/2018 0:15,-0.2,,,,,,0,,
FWx Chris Creek,04/01/2018 0:30,-0.2,,,,,,0,,
FWx Chris Creek,04/01/2018 0:45,-0.4,,,,,,0,,
FWx Chris Creek,04/01/2018 1:00,-0.3,-0.4,0.1,0.003,0,,0,,0
FWx Chris Creek,04/01/2018 1:15,0.2,,,,,,0,,
FWx Chris Creek,04/01/2018 1:30,0,,,,,,0,,
FWx Chris Creek,04/01/2018 1:45,-0.1,,,,,,0,,
FWx Chris Creek,04/01/2018 2:00,0,-0.3,0.2,0.007,0,,0,,0
FWx Chris Creek,04/01/2018 2:15,0.3,,,,,,0,,
FWx Chris Creek,04/01/2018 2:30,0,,,,,,0,,
FWx Chris Creek,04/01/2018 2:45,0.1,,,,,,0,,
FWx Chris Creek,04/01/2018 3:00,0.1,0,0.3,0.007,0,,0,,0
FWx Chris Creek,04/01/2018 3:15,0.1,,,,,,0,,
FWx Chris Creek,04/01/2018 3:30,0.3,,,,,,0,,
FWx Chris Creek,04/01/2018 3:45,0.6,,,,,,0,,
FWx Chris Creek,04/01/2018 4:00,1,0.1,1,0.004,0,,0,,0
FWx Chris Creek,04/01/2018 4:15,1.3,,,,,,0,,
FWx Chris Creek,04/01/2018 4:30,1.3,,,,,,0,,
FWx Chris Creek,04/01/2018 4:45,1.4,,,,,,0,,
FWx Chris Creek,04/01/2018 5:00,1.6,1.1,1.6,0.005,0,,0,,1
FWx Chris Creek,04/01/2018 5:15,1.7,,,,,,0,,
FWx Chris Creek,04/01/2018 5:30,1.7,,,,,,0,,
FWx Chris Creek,04/01/2018 5:45,2.1,,,,,,0,,
FWx Chris Creek,04/01/2018 6:00,1.5,1.4,2.2,0.002,0,,0,,-1
FWx Chris Creek,04/01/2018 6:15,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 6:30,2,,,,,,0,,
FWx Chris Creek,04/01/2018 6:45,2,,,,,,0,,
FWx Chris Creek,04/01/2018 7:00,1.8,1.5,2,0.001,0,,0,,0
FWx Chris Creek,04/01/2018 7:15,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 7:30,1.4,,,,,,0,,
FWx Chris Creek,04/01/2018 7:45,1.6,,,,,,0,,
FWx Chris Creek,04/01/2018 8:00,1.8,1.1,1.9,0,0,,0,,0
FWx Chris Creek,04/01/2018 8:15,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 8:30,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 8:45,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 9:00,1.8,1.5,2,0.007,0,,0,,0
FWx Chris Creek,04/01/2018 9:15,1.9,,,,,,0,,
FWx Chris Creek,04/01/2018 9:30,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 9:45,2,,,,,,0,,
FWx Chris Creek,04/01/2018 10:00,2.4,1.8,2.4,0.002,0,,0,,1
FWx Chris Creek,04/01/2018 10:15,2.6,,,,,,0,,
FWx Chris Creek,04/01/2018 10:30,3.3,,,,,,0,,
FWx Chris Creek,04/01/2018 10:45,4.1,,,,,,0,,
FWx Chris Creek,04/01/2018 11:00,3.7,2.4,4.1,0.001,0,,0,,-1
FWx Chris Creek,04/01/2018 11:15,3.4,,,,,,0,,
FWx Chris Creek,04/01/2018 11:30,4.1,,,,,,0,,
FWx Chris Creek,04/01/2018 11:45,4.8,,,,,,0,,
FWx Chris Creek,04/01/2018 12:00,5,3.4,5.5,0,0,0,0,,0
FWx Chris Creek,04/01/2018 12:15,4.6,,,,,,0,,
FWx Chris Creek,04/01/2018 12:30,4.9,,,,,,0,,
FWx Chris Creek,04/01/2018 12:45,5.8,,,,,,0,,
FWx Chris Creek,04/01/2018 13:00,5.7,4.5,5.8,0,0,,0,,0
FWx Chris Creek,04/01/2018 13:15,6.1,,,,,,0,,
FWx Chris Creek,04/01/2018 13:30,5.5,,,,,,0,,
FWx Chris Creek,04/01/2018 13:45,5.4,,,,,,0,,
FWx Chris Creek,04/01/2018 14:00,5,5,6.1,0.001,0,,0,,0
FWx Chris Creek,04/01/2018 14:15,4.4,,,,,,0,,
FWx Chris Creek,04/01/2018 14:30,4.1,,,,,,0,,
FWx Chris Creek,04/01/2018 14:45,4,,,,,,0,,
FWx Chris Creek,04/01/2018 15:00,3.9,3.9,5,0.004,0,,0,,0
FWx Chris Creek,04/01/2018 15:15,3.8,,,,,,0,,
FWx Chris Creek,04/01/2018 15:30,3.9,,,,,,0,,
FWx Chris Creek,04/01/2018 15:45,3.6,,,,,,0,,
FWx Chris Creek,04/01/2018 16:00,3.3,3.3,4,0.003,0,,0,,-1
FWx Chris Creek,04/01/2018 16:15,3,,,,,,0,,
FWx Chris Creek,04/01/2018 16:30,3,,,,,,0,,
FWx Chris Creek,04/01/2018 16:45,2.7,,,,,,0,,
FWx Chris Creek,04/01/2018 17:00,2.7,2.6,3.3,0.006,0,,0,,1
FWx Chris Creek,04/01/2018 17:15,2.4,,,,,,0,,
FWx Chris Creek,04/01/2018 17:30,2.3,,,,,,0,,
FWx Chris Creek,04/01/2018 17:45,2.2,,,,,,0,,
FWx Chris Creek,04/01/2018 18:00,2.1,2.1,2.7,0.003,0,,0,,0
FWx Chris Creek,04/01/2018 18:15,1.9,,,,,,0,,
FWx Chris Creek,04/01/2018 18:30,1.9,,,,,,0,,
FWx Chris Creek,04/01/2018 18:45,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 19:00,1.7,1.7,2.1,0.005,0,,0,,0
FWx Chris Creek,04/01/2018 19:15,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 19:30,1.9,,,,,,0,,
FWx Chris Creek,04/01/2018 19:45,2,,,,,,0,,
FWx Chris Creek,04/01/2018 20:00,2.1,1.7,2.1,0.003,0,,0,,0
FWx Chris Creek,04/01/2018 20:15,2.1,,,,,,0,,
FWx Chris Creek,04/01/2018 20:30,2.2,,,,,,0,,
FWx Chris Creek,04/01/2018 20:45,2.1,,,,,,0.51,,
FWx Chris Creek,04/01/2018 21:00,1.8,1.8,2.2,0.005,0.51,,0,,0
FWx Chris Creek,04/01/2018 21:15,1.8,,,,,,0,,
FWx Chris Creek,04/01/2018 21:30,1.9,,,,,,0,,
FWx Chris Creek,04/01/2018 21:45,1.7,,,,,,0,,
FWx Chris Creek,04/01/2018 22:00,1.7,1.6,1.9,0.007,0,,0,,1
FWx Chris Creek,04/01/2018 22:15,2,,,,,,0,,
