StationName,DateTime,Temp,Rh,Rn_1,Mx_Spd,Dir
,DateTime,C,%,mm,kph,Degree
FWx Chris Creek,2018-10-13 9:00,9.5,82,0,5,192
FWx Chris Creek,2018-10-13 10:00,12.8,45,0,21,96
FWx Chris Creek,2018-10-13 11:00,12.9,39,0,23,66
FWx Chris Creek,2018-10-13 12:00,13.2,36,0,26,90
FWx Chris Creek,2018-10-13 13:00,14,36,0,19,96
FWx Chris Creek,2018-10-13 14:00,14.3,34,0,24,86
FWx Chris Creek,2018-10-13 15:00,14.8,31,0,22,99
FWx Chris Creek,2018-10-13 16:00,13.9,32,0,21,17
FWx Chris Creek,2018-10-13 17:00,12,44,0,18,17
FWx Chris Creek,2018-10-13 18:00,8.3,57,0,16,4
FWx Chris Creek,2018-10-13 19:00,4.2,80,0,14,153
FWx Chris Creek,2018-10-13 20:00,2.8,83,0,4,230
FWx Chris Creek,2018-10-13 21:00,2.1,84,0,4,356
FWx Chris Creek,2018-10-13 22:00,1.8,91,0,4,211
FWx Chris Creek,2018-10-13 23:00,3,82,0,10,56
FWx Chris Creek,2018-10-14 0:00,1.6,83,0,6,41
FWx Chris Creek,2018-10-14 1:00,2.6,76,0,5,21
FWx Chris Creek,2018-10-14 2:00,3,71,0,6,13
FWx Chris Creek,2018-10-14 3:00,2.3,78,0,6,195
FWx Chris Creek,2018-10-14 4:00,2.2,81,0,7,49
FWx Chris Creek,2018-10-14 5:00,2.2,80,0,8,41
FWx Chris Creek,2018-10-14 6:00,1.4,86,0,10,268
FWx Chris Creek,2018-10-14 7:00,1.7,79,0,8,319
FWx Chris Creek,2018-10-14 8:00,5.1,70,0,6,164
FWx Chris Creek,2018-10-14 9:00,10.6,39,0,20,58
FWx Chris Creek,2018-10-14 10:00,12.1,32,0,28,76
FWx Chris Creek,2018-10-14 11:00,13.7,27,0,22,90
FWx Chris Creek,2018-10-14 12:00,14.4,23,0,26,87
FWx Chris Creek,2018-10-14 13:00,15.2,23,0,23,25
FWx Chris Creek,2018-10-14 14:00,15.5,20,0,16,44
FWx Chris Creek,2018-10-14 15:00,15.5,26,0,18,15
FWx Chris Creek,2018-10-14 16:00,15,29,0,14,354
FWx Chris Creek,2018-10-14 17:00,13,39,0,12,47
FWx Chris Creek,2018-10-14 18:00,6.5,71,0,8,61
FWx Chris Creek,2018-10-14 19:00,4.2,68,0,7,36
FWx Chris Creek,2018-10-14 20:00,3.6,70,0,6,1
FWx Chris Creek,2018-10-14 21:00,3.1,66,0,4,26
FWx Chris Creek,2018-10-14 22:00,2.8,66,0,6,323
FWx Chris Creek,2018-10-14 23:00,2.7,64,0,5,341
FWx Chris Creek,2018-10-15 0:00,2.3,71,0,7,230
FWx Chris Creek,2018-10-15 1:00,1.6,75,0,4,257
FWx Chris Creek,2018-10-15 2:00,1.6,75,0,5,273
FWx Chris Creek,2018-10-15 3:00,2.4,63,0,7,316
FWx Chris Creek,2018-10-15 4:00,1.8,82,0,7,66
FWx Chris Creek,2018-10-15 5:00,1.8,87,0,11,79
FWx Chris Creek,2018-10-15 6:00,1.5,86,0,8,19
FWx Chris Creek,2018-10-15 7:00,1.8,86,0,7,127
FWx Chris Creek,2018-10-15 8:00,5.7,75,0,8,4
FWx Chris Creek,2018-10-15 9:00,10.2,65,0,11,236
FWx Chris Creek,2018-10-15 10:00,14,50,0,14,221
FWx Chris Creek,2018-10-15 11:00,16.2,34,0,22,32
FWx Chris Creek,2018-10-15 12:00,18.5,21,0,16,63
FWx Chris Creek,2018-10-15 13:00,18.9,25,0,15,262
FWx Chris Creek,2018-10-15 14:00,19.9,23,0,13,25
FWx Chris Creek,2018-10-15 15:00,19.6,23,0,15,46
FWx Chris Creek,2018-10-15 16:00,19.4,25,0,12,12
FWx Chris Creek,2018-10-15 17:00,14.6,50,0,10,80
FWx Chris Creek,2018-10-15 18:00,8.4,67,0,6,42
FWx Chris Creek,2018-10-15 19:00,7,73,0,6,35
FWx Chris Creek,2018-10-15 20:00,6.2,77,0,5,304
FWx Chris Creek,2018-10-15 21:00,5.8,68,0,7,43
FWx Chris Creek,2018-10-15 22:00,5.4,74,0,6,39
FWx Chris Creek,2018-10-15 23:00,4.5,83,0,5,34
FWx Chris Creek,2018-10-16 0:00,4.8,74,0,5,274
FWx Chris Creek,2018-10-16 1:00,5.3,77,0,4,72
FWx Chris Creek,2018-10-16 2:00,5.5,78,0,4,18
FWx Chris Creek,2018-10-16 3:00,5.1,75,0,4,295
FWx Chris Creek,2018-10-16 4:00,4.3,85,0,4,79
FWx Chris Creek,2018-10-16 5:00,5.6,80,0,5,1
FWx Chris Creek,2018-10-16 6:00,5.8,79,0,7,9
FWx Chris Creek,2018-10-16 7:00,5.6,82,0,5,23
FWx Chris Creek,2018-10-16 8:00,9.1,71,0,4,216
FWx Chris Creek,2018-10-16 9:00,13.4,60,0,6,272
FWx Chris Creek,2018-10-16 10:00,17.2,48,0,8,235
FWx Chris Creek,2018-10-16 11:00,20.6,30,0,13,226
FWx Chris Creek,2018-10-16 12:00,21.7,25,0,14,62
FWx Chris Creek,2018-10-16 13:00,21.9,26,0,16,266
FWx Chris Creek,2018-10-16 14:00,22.1,34,0,14,257
FWx Chris Creek,2018-10-16 15:00,21.8,35,0,14,234
FWx Chris Creek,2018-10-16 16:00,21,39,0,10,210
FWx Chris Creek,2018-10-16 17:00,16.1,54,0,7,77
FWx Chris Creek,2018-10-16 18:00,10,68,0,7,27
FWx Chris Creek,2018-10-16 19:00,8.1,70,0,7,88
FWx Chris Creek,2018-10-16 20:00,7.6,70,0,6,302
FWx Chris Creek,2018-10-16 21:00,6.9,73,0,4,223
FWx Chris Creek,2018-10-16 22:00,6.8,71,0,4,263
FWx Chris Creek,2018-10-16 23:00,6.4,73,0,9,266
FWx Chris Creek,2018-10-17 0:00,6.2,75,0,7,199
FWx Chris Creek,2018-10-17 1:00,6.3,75,0,5,49
FWx Chris Creek,2018-10-17 2:00,5.5,79,0,4,260
FWx Chris Creek,2018-10-17 3:00,5.7,76,0,4,285
FWx Chris Creek,2018-10-17 4:00,5.8,76,0,6,350
FWx Chris Creek,2018-10-17 5:00,5.1,82,0,4,37
FWx Chris Creek,2018-10-17 6:00,5.3,83,0,5,351
FWx Chris Creek,2018-10-17 7:00,5.5,83,0,5,15
FWx Chris Creek,2018-10-17 8:00,8.3,72,0,6,147
FWx Chris Creek,2018-10-17 9:00,13.7,70,0,5,204
FWx Chris Creek,2018-10-17 10:00,16.8,54,0,5,197
FWx Chris Creek,2018-10-17 11:00,19.6,41,0,8,197
FWx Chris Creek,2018-10-17 12:00,21.3,36,0,11,201
FWx Chris Creek,2018-10-17 13:00,20.3,31,0,15,152
FWx Chris Creek,2018-10-17 14:00,20.9,28,0,14,158
FWx Chris Creek,2018-10-17 15:00,22.7,26,0,12,173
FWx Chris Creek,2018-10-17 16:00,21.3,33,0,8,211
FWx Chris Creek,2018-10-17 17:00,15.1,64,0,6,39
FWx Chris Creek,2018-10-17 18:00,10.3,82,0,10,58
FWx Chris Creek,2018-10-17 19:00,8.3,84,0,5,44
FWx Chris Creek,2018-10-17 20:00,7.6,88,0,4,53
FWx Chris Creek,2018-10-17 21:00,7.3,86,0,4,40
FWx Chris Creek,2018-10-17 22:00,6.8,89,0,4,333
FWx Chris Creek,2018-10-17 23:00,6.8,84,0,7,30
FWx Chris Creek,2018-10-18 0:00,6.3,91,0,5,325
FWx Chris Creek,2018-10-18 1:00,6.2,87,0,4,352
FWx Chris Creek,2018-10-18 2:00,5.9,84,0,4,10
FWx Chris Creek,2018-10-18 3:00,5.7,82,0,4,133
FWx Chris Creek,2018-10-18 4:00,5.7,81,0,4,254
FWx Chris Creek,2018-10-18 5:00,6,82,0,4,322
FWx Chris Creek,2018-10-18 6:00,6.2,75,0,7,41
FWx Chris Creek,2018-10-18 7:00,5.8,73,0,8,41
FWx Chris Creek,2018-10-18 8:00,7.2,70,0,7,304
FWx Chris Creek,2018-10-18 9:00,10.5,84,0,7,227
FWx Chris Creek,2018-10-18 10:00,15.4,69,0,6,210
FWx Chris Creek,2018-10-18 11:00,18,43,0,9,180
FWx Chris Creek,2018-10-18 12:00,18.9,46,0,12,167
FWx Chris Creek,2018-10-18 13:00,18.6,48,0,16,147
FWx Chris Creek,2018-10-18 14:00,18.3,51,0,16,161
FWx Chris Creek,2018-10-18 15:00,18.9,47,0,14,189
FWx Chris Creek,2018-10-18 16:00,17.1,50,0,11,228
FWx Chris Creek,2018-10-18 17:00,13.1,76,0,8,322
FWx Chris Creek,2018-10-18 18:00,8.9,88,0,8,37
FWx Chris Creek,2018-10-18 19:00,7.6,92,0,6,318
FWx Chris Creek,2018-10-18 20:00,7.1,95,0,5,318
FWx Chris Creek,2018-10-18 21:00,6.5,96,0,5,25
FWx Chris Creek,2018-10-18 22:00,6.2,96,0,5,47
FWx Chris Creek,2018-10-18 23:00,6.2,94,0,7,21
FWx Chris Creek,2018-10-19 0:00,5.7,96,0,4,23
FWx Chris Creek,2018-10-19 1:00,5.3,95,0,4,15
FWx Chris Creek,2018-10-19 2:00,4.9,96,0,4,238
FWx Chris Creek,2018-10-19 3:00,4.6,96,0,6,141
FWx Chris Creek,2018-10-19 4:00,4.6,95,0,6,46
FWx Chris Creek,2018-10-19 5:00,4.2,96,0,5,36
FWx Chris Creek,2018-10-19 6:00,4.2,97,0,5,22
FWx Chris Creek,2018-10-19 7:00,4.4,98,0,4,23
FWx Chris Creek,2018-10-19 8:00,6.1,97,0,4,326
FWx Chris Creek,2018-10-19 9:00,10.4,88,0,4,250
FWx Chris Creek,2018-10-19 10:00,14.2,75,0,6,223
FWx Chris Creek,2018-10-19 11:00,17,52,0,14,164
FWx Chris Creek,2018-10-19 12:00,17.8,46,0,15,161
FWx Chris Creek,2018-10-19 13:00,18.4,45,0,18,154
FWx Chris Creek,2018-10-19 14:00,18.9,48,0,16,162
FWx Chris Creek,2018-10-19 15:00,18.3,52,0,16,148
FWx Chris Creek,2018-10-19 16:00,16.6,63,0,13,241
FWx Chris Creek,2018-10-19 17:00,12.9,76,0,13,280
FWx Chris Creek,2018-10-19 18:00,8.2,94,0,8,39
FWx Chris Creek,2018-10-19 19:00,6.4,90,0,9,59
FWx Chris Creek,2018-10-19 20:00,5.4,87,0,9,44
FWx Chris Creek,2018-10-19 21:00,5,91,0,6,13
FWx Chris Creek,2018-10-19 22:00,3.8,91,0,7,42
FWx Chris Creek,2018-10-19 23:00,3.5,91,0,5,93
FWx Chris Creek,2018-10-20 0:00,3.2,95,0,6,274
FWx Chris Creek,2018-10-20 1:00,3.1,94,0,5,235
FWx Chris Creek,2018-10-20 2:00,2.9,94,0,4,61
FWx Chris Creek,2018-10-20 3:00,2.3,96,0,7,86
FWx Chris Creek,2018-10-20 4:00,3.5,97,0,4,37
FWx Chris Creek,2018-10-20 5:00,3.1,97,0,6,25
FWx Chris Creek,2018-10-20 6:00,3.6,97,0,6,242
FWx Chris Creek,2018-10-20 7:00,3.2,97,0,5,70
FWx Chris Creek,2018-10-20 8:00,5.8,95,0,4,54
FWx Chris Creek,2018-10-20 9:00,9.7,84,0,5,244
FWx Chris Creek,2018-10-20 10:00,12.7,72,0,12,250
FWx Chris Creek,2018-10-20 11:00,15.2,54,0,15,23
FWx Chris Creek,2018-10-20 12:00,16,53,0,15,63
FWx Chris Creek,2018-10-20 13:00,17,46,0,14,26
FWx Chris Creek,2018-10-20 14:00,18.6,41,0,15,252
FWx Chris Creek,2018-10-20 15:00,18.2,45,0,16,359
FWx Chris Creek,2018-10-20 16:00,17.7,54,0,16,299
FWx Chris Creek,2018-10-20 17:00,14,74,0,10,185
FWx Chris Creek,2018-10-20 18:00,8.7,91,0,4,88
FWx Chris Creek,2018-10-20 19:00,7.3,95,0,5,35
FWx Chris Creek,2018-10-20 20:00,6.7,96,0,5,39
FWx Chris Creek,2018-10-20 21:00,6.2,97,0,4,29
FWx Chris Creek,2018-10-20 22:00,6,97,0,5,101
FWx Chris Creek,2018-10-20 23:00,5.9,97,0,5,150
FWx Chris Creek,2018-10-21 0:00,5.5,97,0,8,0
FWx Chris Creek,2018-10-21 1:00,5.1,98,0,5,300
FWx Chris Creek,2018-10-21 2:00,4.6,98,0,5,197
FWx Chris Creek,2018-10-21 3:00,4.4,98,0,4,292
FWx Chris Creek,2018-10-21 4:00,4.4,98,0,4,109
FWx Chris Creek,2018-10-21 5:00,3.9,98,0,4,157
FWx Chris Creek,2018-10-21 6:00,4,98,0,5,254
FWx Chris Creek,2018-10-21 7:00,4.1,97,0,5,32
FWx Chris Creek,2018-10-21 8:00,6.1,93,0.25,6,231
FWx Chris Creek,2018-10-21 9:00,10.1,84,0,7,93
FWx Chris Creek,2018-10-21 10:00,14.5,65,0,6,217
FWx Chris Creek,2018-10-21 11:00,16.8,43,0,12,175
FWx Chris Creek,2018-10-21 12:00,16.8,39,0,17,36
FWx Chris Creek,2018-10-21 13:00,18.5,36,0,15,187
FWx Chris Creek,2018-10-21 14:00,18.5,33,0,9,162
FWx Chris Creek,2018-10-21 15:00,18.1,35,0,12,124
FWx Chris Creek,2018-10-21 16:00,18.1,39,0,11,251
FWx Chris Creek,2018-10-21 17:00,12.3,68,0,8,31
FWx Chris Creek,2018-10-21 18:00,7.9,81,0,7,16
FWx Chris Creek,2018-10-21 19:00,6.3,88,0,6,1
FWx Chris Creek,2018-10-21 20:00,5.5,87,0,6,87
FWx Chris Creek,2018-10-21 21:00,5.2,89,0,5,165
FWx Chris Creek,2018-10-21 22:00,4.7,90,0,5,352
FWx Chris Creek,2018-10-21 23:00,4.1,94,0,6,344
FWx Chris Creek,2018-10-22 0:00,3.8,93,0,7,54
FWx Chris Creek,2018-10-22 1:00,4,90,0,6,108
FWx Chris Creek,2018-10-22 2:00,3.6,93,0,6,221
FWx Chris Creek,2018-10-22 3:00,3.4,96,0,6,277
FWx Chris Creek,2018-10-22 4:00,3.7,96,0,5,79
FWx Chris Creek,2018-10-22 5:00,3.7,96,0,9,36
FWx Chris Creek,2018-10-22 6:00,3.5,96,0,6,33
FWx Chris Creek,2018-10-22 7:00,3.3,97,0,5,253
FWx Chris Creek,2018-10-22 8:00,5.6,95,0,4,282
FWx Chris Creek,2018-10-22 9:00,10.5,81,0,4,194
FWx Chris Creek,2018-10-22 10:00,13.9,66,0,6,179
FWx Chris Creek,2018-10-22 11:00,15.6,55,0,10,244
FWx Chris Creek,2018-10-22 12:00,17.1,48,0,11,248
FWx Chris Creek,2018-10-22 13:00,16.9,47,0,14,249
FWx Chris Creek,2018-10-22 14:00,17.5,48,0,15,236
FWx Chris Creek,2018-10-22 15:00,17.5,46,0,12,247
FWx Chris Creek,2018-10-22 16:00,16.8,50,0,12,190
FWx Chris Creek,2018-10-22 17:00,12.9,76,0,4,139
FWx Chris Creek,2018-10-22 18:00,7.9,87,0,5,44
FWx Chris Creek,2018-10-22 19:00,6.7,94,0,6,78
FWx Chris Creek,2018-10-22 20:00,6.2,95,0,2,35
FWx Chris Creek,2018-10-22 21:00,5.8,96,0,4,48
FWx Chris Creek,2018-10-22 22:00,5.5,94,0,5,36
FWx Chris Creek,2018-10-22 23:00,5,95,0,6,43
FWx Chris Creek,2018-10-23 0:00,5.1,95,0,6,93
FWx Chris Creek,2018-10-23 1:00,4.9,94,0,10,94
FWx Chris Creek,2018-10-23 2:00,4.3,95,0,7,42
FWx Chris Creek,2018-10-23 3:00,4.2,94,0,8,297
FWx Chris Creek,2018-10-23 4:00,4.2,94,0,6,30
FWx Chris Creek,2018-10-23 5:00,3.7,94,0,8,37
FWx Chris Creek,2018-10-23 6:00,3.8,96,0,6,292
FWx Chris Creek,2018-10-23 7:00,3.7,96,0,7,8
FWx Chris Creek,2018-10-23 8:00,5.8,91,0,9,274
FWx Chris Creek,2018-10-23 9:00,6.6,94,0,8,56
FWx Chris Creek,2018-10-23 10:00,8,92,0,20,271
FWx Chris Creek,2018-10-23 11:00,9.8,80,0,24,250
FWx Chris Creek,2018-10-23 12:00,10.7,74,0,26,244
FWx Chris Creek,2018-10-23 13:00,10.9,76,0,29,25
FWx Chris Creek,2018-10-23 14:00,11.7,76,0,7,105
FWx Chris Creek,2018-10-23 15:00,10.9,83,0,14,190
FWx Chris Creek,2018-10-23 16:00,10.5,81,0,21,340
FWx Chris Creek,2018-10-23 17:00,9.6,91,0.76,24,213
FWx Chris Creek,2018-10-23 18:00,8.7,86,0.25,23,219
FWx Chris Creek,2018-10-23 19:00,8.5,89,0,22,236
FWx Chris Creek,2018-10-23 20:00,8,92,0,15,135
FWx Chris Creek,2018-10-23 21:00,8.3,94,0,15,220
FWx Chris Creek,2018-10-23 22:00,9,91,0,28,226
FWx Chris Creek,2018-10-23 23:00,7.9,91,0,21,197
FWx Chris Creek,2018-10-24 0:00,7.6,92,0,11,221
FWx Chris Creek,2018-10-24 1:00,7.2,92,0,12,200
FWx Chris Creek,2018-10-24 2:00,6.7,94,0,13,281
FWx Chris Creek,2018-10-24 3:00,5.5,96,0,7,52
FWx Chris Creek,2018-10-24 4:00,6,97,0,7,42
FWx Chris Creek,2018-10-24 5:00,5.5,96,0,8,58
FWx Chris Creek,2018-10-24 6:00,4.4,96,0,8,41
FWx Chris Creek,2018-10-24 7:00,3.6,97,0,8,45
FWx Chris Creek,2018-10-24 8:00,5.4,96,0.25,7,84
FWx Chris Creek,2018-10-24 9:00,8.6,92,0,6,285
FWx Chris Creek,2018-10-24 10:00,9.4,88,0,7,148
FWx Chris Creek,2018-10-24 11:00,10.2,83,0,12,152
FWx Chris Creek,2018-10-24 12:00,11.1,77,0,13,145
FWx Chris Creek,2018-10-24 13:00,12.1,73,0,15,170
FWx Chris Creek,2018-10-24 14:00,12.1,69,0,17,158
FWx Chris Creek,2018-10-24 15:00,11.6,67,0,13,156
FWx Chris Creek,2018-10-24 16:00,10.3,81,0,12,119
FWx Chris Creek,2018-10-24 17:00,9.2,82,0,10,85
FWx Chris Creek,2018-10-24 18:00,8.3,93,0,14,108
FWx Chris Creek,2018-10-24 19:00,8.2,95,0,11,86
FWx Chris Creek,2018-10-24 20:00,8,91,1.52,31,96
FWx Chris Creek,2018-10-24 21:00,7.4,96,0.25,8,58
FWx Chris Creek,2018-10-24 22:00,7.4,96,0.51,9,42
FWx Chris Creek,2018-10-24 23:00,7.4,96,0.25,8,27
FWx Chris Creek,2018-10-25 0:00,7.2,97,0.76,8,41
FWx Chris Creek,2018-10-25 1:00,7.2,98,0.51,5,122
FWx Chris Creek,2018-10-25 2:00,7.2,98,0.25,7,85
FWx Chris Creek,2018-10-25 3:00,7.4,98,1.02,6,67
FWx Chris Creek,2018-10-25 4:00,8.1,99,1.27,9,96
FWx Chris Creek,2018-10-25 5:00,8.8,99,1.02,9,132
FWx Chris Creek,2018-10-25 6:00,10.7,93,0.25,28,187
FWx Chris Creek,2018-10-25 7:00,10.6,94,0,23,169
FWx Chris Creek,2018-10-25 8:00,10.4,96,0.76,25,177
FWx Chris Creek,2018-10-25 9:00,10.7,95,0.25,14,214
FWx Chris Creek,2018-10-25 10:00,11.2,90,0.25,31,230
FWx Chris Creek,2018-10-25 11:00,11.1,94,0.76,33,198
FWx Chris Creek,2018-10-25 12:00,10.9,94,0.25,27,210
FWx Chris Creek,2018-10-25 13:00,11,89,0,21,239
FWx Chris Creek,2018-10-25 14:00,11.2,87,0,18,200
FWx Chris Creek,2018-10-25 15:00,11.4,89,0,11,195
FWx Chris Creek,2018-10-25 16:00,11.3,91,0,8,223
FWx Chris Creek,2018-10-25 17:00,10.3,96,0,5,60
FWx Chris Creek,2018-10-25 18:00,9.9,97,0.25,6,49
FWx Chris Creek,2018-10-25 19:00,9.8,98,0.25,4,43
FWx Chris Creek,2018-10-25 20:00,9.7,98,1.78,12,111
FWx Chris Creek,2018-10-25 21:00,9.5,98,0.76,17,128
FWx Chris Creek,2018-10-25 22:00,9.4,98,0.25,17,128
FWx Chris Creek,2018-10-25 23:00,9.5,97,0,12,297
FWx Chris Creek,2018-10-26 0:00,9.2,97,1.78,16,258
FWx Chris Creek,2018-10-26 1:00,9.2,98,1.78,7,24
FWx Chris Creek,2018-10-26 2:00,9.2,98,4.32,13,137
FWx Chris Creek,2018-10-26 3:00,10.9,99,1.52,19,198
FWx Chris Creek,2018-10-26 4:00,12.3,93,1.27,40,217
FWx Chris Creek,2018-10-26 5:00,11.8,95,0.25,39,233
FWx Chris Creek,2018-10-26 6:00,11.6,91,0.25,41,225
FWx Chris Creek,2018-10-26 7:00,10.9,86,0,38,231
FWx Chris Creek,2018-10-26 8:00,10.8,80,0,51,227
FWx Chris Creek,2018-10-26 9:00,11.1,82,0,38,225
FWx Chris Creek,2018-10-26 10:00,11.5,77,0,38,228
FWx Chris Creek,2018-10-26 11:00,11.1,78,0,40,220
FWx Chris Creek,2018-10-26 12:00,9.2,89,0,33,286
FWx Chris Creek,2018-10-26 13:00,10.6,81,0,31,269
FWx Chris Creek,2018-10-26 14:00,10.5,68,0,37,246
FWx Chris Creek,2018-10-26 15:00,9.8,62,0,44,252
FWx Chris Creek,2018-10-26 16:00,9.1,74,0,28,295
FWx Chris Creek,2018-10-26 17:00,7.8,81,0,30,251
FWx Chris Creek,2018-10-26 18:00,6.7,88,0,20,293
FWx Chris Creek,2018-10-26 19:00,4.1,95,0,10,322
FWx Chris Creek,2018-10-26 20:00,2.9,96,0,9,30
FWx Chris Creek,2018-10-26 21:00,2.2,97,0,9,48
FWx Chris Creek,2018-10-26 22:00,1.9,95,0,14,53
FWx Chris Creek,2018-10-26 23:00,1.7,97,0,9,25
FWx Chris Creek,2018-10-27 0:00,1,97,0,6,47
FWx Chris Creek,2018-10-27 1:00,1.2,97,0,7,43
FWx Chris Creek,2018-10-27 2:00,0.7,97,0,6,3
FWx Chris Creek,2018-10-27 3:00,0.9,98,0.25,4,295
FWx Chris Creek,2018-10-27 4:00,0.3,98,0,4,261
FWx Chris Creek,2018-10-27 5:00,0.6,98,0,4,149
FWx Chris Creek,2018-10-27 6:00,0.5,98,0,6,20
FWx Chris Creek,2018-10-27 7:00,1.2,98,0,9,15
FWx Chris Creek,2018-10-27 8:00,1.6,98,0,8,237
FWx Chris Creek,2018-10-27 9:00,5,95,0,6,68
FWx Chris Creek,2018-10-27 10:00,8.6,79,0,16,88
FWx Chris Creek,2018-10-27 11:00,7.5,85,0,26,76
FWx Chris Creek,2018-10-27 12:00,7.3,81,0,27,78
FWx Chris Creek,2018-10-27 13:00,7.2,81,0,24,86
FWx Chris Creek,2018-10-27 14:00,7.3,74,0,17,214
FWx Chris Creek,2018-10-27 15:00,6.9,85,0.25,11,65
FWx Chris Creek,2018-10-27 16:00,6,89,0.25,22,90
FWx Chris Creek,2018-10-27 17:00,6.1,90,4.57,32,72
FWx Chris Creek,2018-10-27 18:00,6.6,93,3.3,31,79
FWx Chris Creek,2018-10-27 19:00,7,92,2.29,31,85
FWx Chris Creek,2018-10-27 20:00,6.9,94,3.81,33,278
FWx Chris Creek,2018-10-27 21:00,6.9,94,3.56,18,68
FWx Chris Creek,2018-10-27 22:00,6.5,97,1.27,8,113
FWx Chris Creek,2018-10-27 23:00,6.8,98,0.51,12,56
FWx Chris Creek,2018-10-28 0:00,9.2,94,1.52,34,194
FWx Chris Creek,2018-10-28 1:00,9.3,89,0.25,37,214
FWx Chris Creek,2018-10-28 2:00,7.6,91,0.76,50,215
FWx Chris Creek,2018-10-28 3:00,7.4,94,2.54,32,213
FWx Chris Creek,2018-10-28 4:00,8.5,90,0,30,216
FWx Chris Creek,2018-10-28 5:00,7.8,86,1.02,32,213
FWx Chris Creek,2018-10-28 6:00,7.1,89,1.78,38,218
FWx Chris Creek,2018-10-28 7:00,6.3,93,0.76,42,224
FWx Chris Creek,2018-10-28 8:00,6.2,91,0.25,35,214
FWx Chris Creek,2018-10-28 9:00,6.9,88,0,33,227
FWx Chris Creek,2018-10-28 10:00,8.2,82,0,42,213
FWx Chris Creek,2018-10-28 11:00,8.2,85,0,37,233
FWx Chris Creek,2018-10-28 12:00,6.5,92,1.27,38,286
FWx Chris Creek,2018-10-28 13:00,7.9,87,0,22,190
FWx Chris Creek,2018-10-28 14:00,8,85,0.25,27,229
FWx Chris Creek,2018-10-28 15:00,7,94,3.05,28,224
FWx Chris Creek,2018-10-28 16:00,6.3,94,1.52,21,49
FWx Chris Creek,2018-10-28 17:00,6.4,96,0.76,19,152
FWx Chris Creek,2018-10-28 18:00,6.2,96,4.06,14,154
FWx Chris Creek,2018-10-28 19:00,5.5,97,4.57,15,259
FWx Chris Creek,2018-10-28 20:00,4,93,4.83,24,270
FWx Chris Creek,2018-10-28 21:00,3.8,96,0.25,8,44
FWx Chris Creek,2018-10-28 22:00,4.7,96,0,11,282
FWx Chris Creek,2018-10-28 23:00,4.9,97,0.25,5,248
FWx Chris Creek,2018-10-29 0:00,5.4,97,0,11,291
FWx Chris Creek,2018-10-29 1:00,5.5,96,0,8,174
FWx Chris Creek,2018-10-29 2:00,5.3,94,0,11,189
FWx Chris Creek,2018-10-29 3:00,4.7,97,0,7,30
FWx Chris Creek,2018-10-29 4:00,5.6,98,0,8,81
FWx Chris Creek,2018-10-29 5:00,6,97,0,12,136
FWx Chris Creek,2018-10-29 6:00,6,96,0.25,14,98
FWx Chris Creek,2018-10-29 7:00,5.6,97,0.25,10,34
FWx Chris Creek,2018-10-29 8:00,5.6,97,1.78,6,215
FWx Chris Creek,2018-10-29 9:00,5.5,93,1.27,16,168
FWx Chris Creek,2018-10-29 10:00,5.9,87,0,14,83
FWx Chris Creek,2018-10-29 11:00,7.8,84,0.25,13,173
FWx Chris Creek,2018-10-29 12:00,7.6,86,0,16,225
FWx Chris Creek,2018-10-29 13:00,8.4,85,0,19,232
FWx Chris Creek,2018-10-29 14:00,9.4,80,0,16,260
FWx Chris Creek,2018-10-29 15:00,8.4,85,0,12,235
FWx Chris Creek,2018-10-29 16:00,7.8,88,0,14,220
FWx Chris Creek,2018-10-29 17:00,7.7,89,0,16,257
FWx Chris Creek,2018-10-29 18:00,6.7,96,0,6,68
FWx Chris Creek,2018-10-29 19:00,6,96,0.25,6,79
FWx Chris Creek,2018-10-29 20:00,6.4,97,1.27,9,213
FWx Chris Creek,2018-10-29 21:00,6.7,98,0.76,6,121
FWx Chris Creek,2018-10-29 22:00,6.7,94,2.54,23,308
FWx Chris Creek,2018-10-29 23:00,5.5,96,3.81,16,20
FWx Chris Creek,2018-10-30 0:00,5,97,0,8,32
FWx Chris Creek,2018-10-30 1:00,4.4,97,0,7,60
FWx Chris Creek,2018-10-30 2:00,3.6,98,0.25,7,60
FWx Chris Creek,2018-10-30 3:00,3.3,98,0,6,62
FWx Chris Creek,2018-10-30 4:00,3.4,98,0,6,292
FWx Chris Creek,2018-10-30 5:00,2.6,98,0,7,39
FWx Chris Creek,2018-10-30 6:00,3.1,98,0,7,354
FWx Chris Creek,2018-10-30 7:00,3.8,98,0,5,324
FWx Chris Creek,2018-10-30 8:00,4,98,0,4,337
FWx Chris Creek,2018-10-30 9:00,5.6,98,0,4,43
FWx Chris Creek,2018-10-30 10:00,7.2,98,0.25,4,286
FWx Chris Creek,2018-10-30 11:00,8.3,92,0,6,169
FWx Chris Creek,2018-10-30 12:00,8.4,90,0.25,9,210
FWx Chris Creek,2018-10-30 13:00,8.8,92,0,7,153
FWx Chris Creek,2018-10-30 14:00,9.1,92,0,13,156
FWx Chris Creek,2018-10-30 15:00,7.9,95,0,14,154
FWx Chris Creek,2018-10-30 16:00,7.3,95,0,16,138
FWx Chris Creek,2018-10-30 17:00,6.6,94,0,16,66
FWx Chris Creek,2018-10-30 18:00,6.3,96,0.76,12,76
FWx Chris Creek,2018-10-30 19:00,6,97,1.27,9,97
FWx Chris Creek,2018-10-30 20:00,5.8,97,1.52,9,56
