Trip,Parameters,UNITS,MAC,AO,OG,site,metals_values,NPOC_ppm,sample_type,sample,dt_sampled.x,fillStage_cm.x,analysis,dt_sampled.y,fillStage_cm.y,Turbid.FTUeq,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,SAC436_Abs.m,dt_sampled,fillStage_cm,pseudo254,Abs_250,Abs_365,SlopeRatio,E2E3,trip_end,three_seasons,two_seasons,SUVA,Site,metal_parameters
3,Total Calcium (Ca),mg/L,NA,NA,NA,TUNNEL,2.13,5.653,Grab,Grab,2019-11-23T21:45:00Z,NA,DOC,2019-11-23T21:45:00Z,NA,0,0.311,9.729,7.87,NaN,NaN,2019-11-23T21:45:00Z,NA,23.34055,24.2436,5.697,0.9997208331901598,4.2555028962611905,2018-11-23,early wet [Oct-Dec],wet,NaN,TUNNEL,Total Calcium (Ca)
3,Total Calcium (Ca),mg/L,NA,NA,NA,LEECHHEAD,2.26,7.675,Grab,Grab,2019-11-23T18:00:00Z,NA,DOC,2019-11-23T18:00:00Z,NA,0,0.577,13.674,11.014,NaN,NaN,2019-11-23T18:00:00Z,NA,32.7488,34.1711,7.8799,0.9998803752993213,4.336489041739108,2018-11-23,early wet [Oct-Dec],wet,NaN,LEECHHEAD,Total Calcium (Ca)
3,Total Calcium (Ca),mg/L,NA,NA,NA,CRAGGCREEK,2.36,5.177,Grab,Grab,2019-11-23T19:15:00Z,NA,DOC,2019-11-23T19:15:00Z,NA,0,0.261,8.648,7.071,NaN,NaN,2019-11-23T19:15:00Z,NA,20.72645,21.5326,4.884,1.0000674071651272,4.408804258804258,2018-11-23,early wet [Oct-Dec],wet,NaN,CRAGGCREEK,Total Calcium (Ca)
3,Total Calcium (Ca),mg/L,NA,NA,NA,CHRISCREEK,2.22,4.338,Grab,Grab,2019-11-23T16:55:00Z,NA,DOC,2019-11-23T16:55:00Z,NA,0,0.205,7.425,6.044,NaN,NaN,2019-11-23T16:55:00Z,NA,17.84105,18.4992,4.4175,0.9997776428493218,4.1877079796264844,2018-11-23,early wet [Oct-Dec],wet,NaN,CHRISCREEK,Total Calcium (Ca)
3,Total Magnesium (Mg),mg/L,NA,NA,NA,WESTLEECH,0.38,6.124,Grab,Grab,2019-11-23T20:15:00Z,NA,DOC,2019-11-23T20:15:00Z,NA,0,0.388,11.026,8.913,NaN,NaN,2019-11-23T20:15:00Z,NA,26.44025,27.4877,6.4665,0.9999021752453482,4.250784814041599,2018-11-23,early wet [Oct-Dec],wet,NaN,WESTLEECH,Total Magnesium (Mg)
3,Total Magnesium (Mg),mg/L,NA,NA,NA,WEEKSOUT,0.63,10.49,Grab,Grab,2019-11-23T17:15:00Z,NA,DOC,2019-11-23T17:15:00Z,NA,0.42,0.965,17.871,14.057,NaN,NaN,2019-11-23T17:15:00Z,NA,42.6319,44.7732,10.7305,NA,4.172517590047063,2018-11-23,early wet [Oct-Dec],wet,NaN,WEEKSOUT,Total Magnesium (Mg)
3,Total Magnesium (Mg),mg/L,NA,NA,NA,TUNNEL,0.487,5.653,Grab,Grab,2019-11-23T21:45:00Z,NA,DOC,2019-11-23T21:45:00Z,NA,0,0.311,9.729,7.87,NaN,NaN,2019-11-23T21:45:00Z,NA,23.34055,24.2436,5.697,0.9997208331901598,4.2555028962611905,2018-11-23,early wet [Oct-Dec],wet,NaN,TUNNEL,Total Magnesium (Mg)
3,Total Magnesium (Mg),mg/L,NA,NA,NA,LEECHHEAD,0.61,7.675,Grab,Grab,2019-11-23T18:00:00Z,NA,DOC,2019-11-23T18:00:00Z,NA,0,0.577,13.674,11.014,NaN,NaN,2019-11-23T18:00:00Z,NA,32.7488,34.1711,7.8799,0.9998803752993213,4.336489041739108,2018-11-23,early wet [Oct-Dec],wet,NaN,LEECHHEAD,Total Magnesium (Mg)
3,Total Magnesium (Mg),mg/L,NA,NA,NA,CRAGGCREEK,0.627,5.177,Grab,Grab,2019-11-23T19:15:00Z,NA,DOC,2019-11-23T19:15:00Z,NA,0,0.261,8.648,7.071,NaN,NaN,2019-11-23T19:15:00Z,NA,20.72645,21.5326,4.884,1.0000674071651272,4.408804258804258,2018-11-23,early wet [Oct-Dec],wet,NaN,CRAGGCREEK,Total Magnesium (Mg)
3,Total Magnesium (Mg),mg/L,NA,NA,NA,CHRISCREEK,0.655,4.338,Grab,Grab,2019-11-23T16:55:00Z,NA,DOC,2019-11-23T16:55:00Z,NA,0,0.205,7.425,6.044,NaN,NaN,2019-11-23T16:55:00Z,NA,17.84105,18.4992,4.4175,0.9997776428493218,4.1877079796264844,2018-11-23,early wet [Oct-Dec],wet,NaN,CHRISCREEK,Total Magnesium (Mg)
3,Total Potassium (K),mg/L,NA,NA,NA,WESTLEECH,0.153,6.124,Grab,Grab,2019-11-23T20:15:00Z,NA,DOC,2019-11-23T20:15:00Z,NA,0,0.388,11.026,8.913,NaN,NaN,2019-11-23T20:15:00Z,NA,26.44025,27.4877,6.4665,0.9999021752453482,4.250784814041599,2018-11-23,early wet [Oct-Dec],wet,NaN,WESTLEECH,Total Potassium (K)
3,Total Potassium (K),mg/L,NA,NA,NA,WEEKSOUT,0.112,10.49,Grab,Grab,2019-11-23T17:15:00Z,NA,DOC,2019-11-23T17:15:00Z,NA,0.42,0.965,17.871,14.057,NaN,NaN,2019-11-23T17:15:00Z,NA,42.6319,44.7732,10.7305,NA,4.172517590047063,2018-11-23,early wet [Oct-Dec],wet,NaN,WEEKSOUT,Total Potassium (K)
3,Total Potassium (K),mg/L,NA,NA,NA,TUNNEL,0.124,5.653,Grab,Grab,2019-11-23T21:45:00Z,NA,DOC,2019-11-23T21:45:00Z,NA,0,0.311,9.729,7.87,NaN,NaN,2019-11-23T21:45:00Z,NA,23.34055,24.2436,5.697,0.9997208331901598,4.2555028962611905,2018-11-23,early wet [Oct-Dec],wet,NaN,TUNNEL,Total Potassium (K)
3,Total Potassium (K),mg/L,NA,NA,NA,LEECHHEAD,0.092,7.675,Grab,Grab,2019-11-23T18:00:00Z,NA,DOC,2019-11-23T18:00:00Z,NA,0,0.577,13.674,11.014,NaN,NaN,2019-11-23T18:00:00Z,NA,32.7488,34.1711,7.8799,0.9998803752993213,4.336489041739108,2018-11-23,early wet [Oct-Dec],wet,NaN,LEECHHEAD,Total Potassium (K)
3,Total Potassium (K),mg/L,NA,NA,NA,CRAGGCREEK,NA,5.177,Grab,Grab,2019-11-23T19:15:00Z,NA,DOC,2019-11-23T19:15:00Z,NA,0,0.261,8.648,7.071,NaN,NaN,2019-11-23T19:15:00Z,NA,20.72645,21.5326,4.884,1.0000674071651272,4.408804258804258,2018-11-23,early wet [Oct-Dec],wet,NaN,CRAGGCREEK,Total Potassium (K)
3,Total Potassium (K),mg/L,NA,NA,NA,CHRISCREEK,NA,4.338,Grab,Grab,2019-11-23T16:55:00Z,NA,DOC,2019-11-23T16:55:00Z,NA,0,0.205,7.425,6.044,NaN,NaN,2019-11-23T16:55:00Z,NA,17.84105,18.4992,4.4175,0.9997776428493218,4.1877079796264844,2018-11-23,early wet [Oct-Dec],wet,NaN,CHRISCREEK,Total Potassium (K)
3,Total Sodium (Na),mg/L,NA,200,NA,WESTLEECH,1.68,6.124,Grab,Grab,2019-11-23T20:15:00Z,NA,DOC,2019-11-23T20:15:00Z,NA,0,0.388,11.026,8.913,NaN,NaN,2019-11-23T20:15:00Z,NA,26.44025,27.4877,6.4665,0.9999021752453482,4.250784814041599,2018-11-23,early wet [Oct-Dec],wet,NaN,WESTLEECH,Total Sodium (Na)
3,Total Sodium (Na),mg/L,NA,200,NA,WEEKSOUT,1.68,10.49,Grab,Grab,2019-11-23T17:15:00Z,NA,DOC,2019-11-23T17:15:00Z,NA,0.42,0.965,17.871,14.057,NaN,NaN,2019-11-23T17:15:00Z,NA,42.6319,44.7732,10.7305,NA,4.172517590047063,2018-11-23,early wet [Oct-Dec],wet,NaN,WEEKSOUT,Total Sodium (Na)
3,Total Sodium (Na),mg/L,NA,200,NA,TUNNEL,1.62,5.653,Grab,Grab,2019-11-23T21:45:00Z,NA,DOC,2019-11-23T21:45:00Z,NA,0,0.311,9.729,7.87,NaN,NaN,2019-11-23T21:45:00Z,NA,23.34055,24.2436,5.697,0.9997208331901598,4.2555028962611905,2018-11-23,early wet [Oct-Dec],wet,NaN,TUNNEL,Total Sodium (Na)
3,Total Sodium (Na),mg/L,NA,200,NA,LEECHHEAD,1.63,7.675,Grab,Grab,2019-11-23T18:00:00Z,NA,DOC,2019-11-23T18:00:00Z,NA,0,0.577,13.674,11.014,NaN,NaN,2019-11-23T18:00:00Z,NA,32.7488,34.1711,7.8799,0.9998803752993213,4.336489041739108,2018-11-23,early wet [Oct-Dec],wet,NaN,LEECHHEAD,Total Sodium (Na)
3,Total Sodium (Na),mg/L,NA,200,NA,CRAGGCREEK,NA,5.177,Grab,Grab,2019-11-23T19:15:00Z,NA,DOC,2019-11-23T19:15:00Z,NA,0,0.261,8.648,7.071,NaN,NaN,2019-11-23T19:15:00Z,NA,20.72645,21.5326,4.884,1.0000674071651272,4.408804258804258,2018-11-23,early wet [Oct-Dec],wet,NaN,CRAGGCREEK,Total Sodium (Na)
3,Total Sodium (Na),mg/L,NA,200,NA,CHRISCREEK,NA,4.338,Grab,Grab,2019-11-23T16:55:00Z,NA,DOC,2019-11-23T16:55:00Z,NA,0,0.205,7.425,6.044,NaN,NaN,2019-11-23T16:55:00Z,NA,17.84105,18.4992,4.4175,0.9997776428493218,4.1877079796264844,2018-11-23,early wet [Oct-Dec],wet,NaN,CHRISCREEK,Total Sodium (Na)
3,Total Sulphur (S),mg/L,NA,NA,NA,WESTLEECH,NA,6.124,Grab,Grab,2019-11-23T20:15:00Z,NA,DOC,2019-11-23T20:15:00Z,NA,0,0.388,11.026,8.913,NaN,NaN,2019-11-23T20:15:00Z,NA,26.44025,27.4877,6.4665,0.9999021752453482,4.250784814041599,2018-11-23,early wet [Oct-Dec],wet,NaN,WESTLEECH,Total Sulphur (S)
3,Total Sulphur (S),mg/L,NA,NA,NA,WEEKSOUT,NA,10.49,Grab,Grab,2019-11-23T17:15:00Z,NA,DOC,2019-11-23T17:15:00Z,NA,0.42,0.965,17.871,14.057,NaN,NaN,2019-11-23T17:15:00Z,NA,42.6319,44.7732,10.7305,NA,4.172517590047063,2018-11-23,early wet [Oct-Dec],wet,NaN,WEEKSOUT,Total Sulphur (S)
3,Total Sulphur (S),mg/L,NA,NA,NA,TUNNEL,NA,5.653,Grab,Grab,2019-11-23T21:45:00Z,NA,DOC,2019-11-23T21:45:00Z,NA,0,0.311,9.729,7.87,NaN,NaN,2019-11-23T21:45:00Z,NA,23.34055,24.2436,5.697,0.9997208331901598,4.2555028962611905,2018-11-23,early wet [Oct-Dec],wet,NaN,TUNNEL,Total Sulphur (S)
3,Total Sulphur (S),mg/L,NA,NA,NA,LEECHHEAD,NA,7.675,Grab,Grab,2019-11-23T18:00:00Z,NA,DOC,2019-11-23T18:00:00Z,NA,0,0.577,13.674,11.014,NaN,NaN,2019-11-23T18:00:00Z,NA,32.7488,34.1711,7.8799,0.9998803752993213,4.336489041739108,2018-11-23,early wet [Oct-Dec],wet,NaN,LEECHHEAD,Total Sulphur (S)
3,Total Sulphur (S),mg/L,NA,NA,NA,CRAGGCREEK,NA,5.177,Grab,Grab,2019-11-23T19:15:00Z,NA,DOC,2019-11-23T19:15:00Z,NA,0,0.261,8.648,7.071,NaN,NaN,2019-11-23T19:15:00Z,NA,20.72645,21.5326,4.884,1.0000674071651272,4.408804258804258,2018-11-23,early wet [Oct-Dec],wet,NaN,CRAGGCREEK,Total Sulphur (S)
3,Total Sulphur (S),mg/L,NA,NA,NA,CHRISCREEK,NA,4.338,Grab,Grab,2019-11-23T16:55:00Z,NA,DOC,2019-11-23T16:55:00Z,NA,0,0.205,7.425,6.044,NaN,NaN,2019-11-23T16:55:00Z,NA,17.84105,18.4992,4.4175,0.9997776428493218,4.1877079796264844,2018-11-23,early wet [Oct-Dec],wet,NaN,CHRISCREEK,Total Sulphur (S)
3,Total Aluminum (Al),ug/L,NA,NA,100,WESTLEECH,166,6.124,Grab,Grab,2019-11-23T20:15:00Z,NA,DOC,2019-11-23T20:15:00Z,NA,0,0.388,11.026,8.913,NaN,NaN,2019-11-23T20:15:00Z,NA,26.44025,27.4877,6.4665,0.9999021752453482,4.250784814041599,2018-11-23,early wet [Oct-Dec],wet,NaN,WESTLEECH,Total Aluminum (Al)
3,Total Aluminum (Al),ug/L,NA,NA,100,WEEKSOUT,468,10.49,Grab,Grab,2019-11-23T17:15:00Z,NA,DOC,2019-11-23T17:15:00Z,NA,0.42,0.965,17.871,14.057,NaN,NaN,2019-11-23T17:15:00Z,NA,42.6319,44.7732,10.7305,NA,4.172517590047063,2018-11-23,early wet [Oct-Dec],wet,NaN,WEEKSOUT,Total Aluminum (Al)
3,Total Aluminum (Al),ug/L,NA,NA,100,TUNNEL,122,5.653,Grab,Grab,2019-11-23T21:45:00Z,NA,DOC,2019-11-23T21:45:00Z,NA,0,0.311,9.729,7.87,NaN,NaN,2019-11-23T21:45:00Z,NA,23.34055,24.2436,5.697,0.9997208331901598,4.2555028962611905,2018-11-23,early wet [Oct-Dec],wet,NaN,TUNNEL,Total Aluminum (Al)
3,Total Aluminum (Al),ug/L,NA,NA,100,LEECHHEAD,179,7.675,Grab,Grab,2019-11-23T18:00:00Z,NA,DOC,2019-11-23T18:00:00Z,NA,0,0.577,13.674,11.014,NaN,NaN,2019-11-23T18:00:00Z,NA,32.7488,34.1711,7.8799,0.9998803752993213,4.336489041739108,2018-11-23,early wet [Oct-Dec],wet,NaN,LEECHHEAD,Total Aluminum (Al)
3,Total Aluminum (Al),ug/L,NA,NA,100,CRAGGCREEK,100,5.177,Grab,Grab,2019-11-23T19:15:00Z,NA,DOC,2019-11-23T19:15:00Z,NA,0,0.261,8.648,7.071,NaN,NaN,2019-11-23T19:15:00Z,NA,20.72645,21.5326,4.884,1.0000674071651272,4.408804258804258,2018-11-23,early wet [Oct-Dec],wet,NaN,CRAGGCREEK,Total Aluminum (Al)
3,Total Aluminum (Al),ug/L,NA,NA,100,CHRISCREEK,74.4,4.338,Grab,Grab,2019-11-23T16:55:00Z,NA,DOC,2019-11-23T16:55:00Z,NA,0,0.205,7.425,6.044,NaN,NaN,2019-11-23T16:55:00Z,NA,17.84105,18.4992,4.4175,0.9997776428493218,4.1877079796264844,2018-11-23,early wet [Oct-Dec],wet,NaN,CHRISCREEK,Total Aluminum (Al)
3,Total Antimony (Sb),ug/L,6,NA,NA,WESTLEECH,NA,6.124,Grab,Grab,2019-11-23T20:15:00Z,NA,DOC,2019-11-23T20:15:00Z,NA,0,0.388,11.026,8.913,NaN,NaN,2019-11-23T20:15:00Z,NA,26.44025,27.4877,6.4665,0.9999021752453482,4.250784814041599,2018-11-23,early wet [Oct-Dec],wet,NaN,WESTLEECH,Total Antimony (Sb)
3,Total Antimony (Sb),ug/L,6,NA,NA,WEEKSOUT,NA,10.49,Grab,Grab,2019-11-23T17:15:00Z,NA,DOC,2019-11-23T17:15:00Z,NA,0.42,0.965,17.871,14.057,NaN,NaN,2019-11-23T17:15:00Z,NA,42.6319,44.7732,10.7305,NA,4.172517590047063,2018-11-23,early wet [Oct-Dec],wet,NaN,WEEKSOUT,Total Antimony (Sb)
