trip,site,sample_type,sample,dt_sampled,fillStage_cm,analyte,result
14,Leech-head,Grab,Grab,2019-08-22T16:20:00Z,NA,NO3.Neq_ppm,NA
14,Leech-head,Grab,Grab,2019-08-22T16:20:00Z,NA,TOCeq_ppm,NA
14,Leech-head,Grab,Grab,2019-08-22T16:20:00Z,NA,DOCeq_ppm,NA
14,Leech-head,Grab,Grab,2019-08-22T16:20:00Z,NA,SAC254_Abs.m,NA
14,Leech-head,Grab,Grab,2019-08-22T16:20:00Z,NA,SAC436_Abs.m,NA
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,NPOC_ppm,10.25
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,Turbid.FTUeq,NA
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,NO3.Neq_ppm,NA
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,TOCeq_ppm,NA
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,DOCeq_ppm,NA
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,SAC254_Abs.m,NA
14,Weeks-out,Grab,Grab,2019-08-22T17:20:00Z,NA,SAC436_Abs.m,NA
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,NPOC_ppm,6.469
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,Turbid.FTUeq,NA
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,NO3.Neq_ppm,NA
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,TOCeq_ppm,NA
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,DOCeq_ppm,NA
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,SAC254_Abs.m,NA
14,Tunnel,Grab,Grab,2019-08-22T21:25:00Z,0,SAC436_Abs.m,NA
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,NPOC_ppm,4.684
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,Turbid.FTUeq,NA
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,NO3.Neq_ppm,NA
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,TOCeq_ppm,NA
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,DOCeq_ppm,NA
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,SAC254_Abs.m,NA
14,West-Leech,Grab,Grab,2019-08-23T16:20:00Z,7,SAC436_Abs.m,NA
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,NPOC_ppm,7.14
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,Turbid.FTUeq,NA
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,NO3.Neq_ppm,NA
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,TOCeq_ppm,NA
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,DOCeq_ppm,NA
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,SAC254_Abs.m,NA
14,Leech-head,Grab,late-FP,2019-08-22T16:20:00Z,NA,SAC436_Abs.m,NA
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,NPOC_ppm,7.227
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,Turbid.FTUeq,0
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,NO3.Neq_ppm,0.375
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,TOCeq_ppm,3.953
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,DOCeq_ppm,3.517
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,SAC254_Abs.m,8.578
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,SAC436_Abs.m,0.164
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,NPOC_ppm,7.227
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,Turbid.FTUeq,0
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,NO3.Neq_ppm,0.402
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,TOCeq_ppm,4.065
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,DOCeq_ppm,3.595
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,SAC254_Abs.m,8.77
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,SAC436_Abs.m,0.169
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,NPOC_ppm,7.227
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,Turbid.FTUeq,0
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,NO3.Neq_ppm,0.403
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,TOCeq_ppm,4.07
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,DOCeq_ppm,3.629
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,SAC254_Abs.m,8.851
15,Cragg-crk,Grab,Grab,2019-09-20T17:10:00Z,NA,SAC436_Abs.m,0.181
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,NPOC_ppm,9.037
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,Turbid.FTUeq,0
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,NO3.Neq_ppm,0.128
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,TOCeq_ppm,6.262
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,DOCeq_ppm,5.464
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,SAC254_Abs.m,13.328
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,SAC436_Abs.m,0.25
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,NPOC_ppm,9.037
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,Turbid.FTUeq,0
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,NO3.Neq_ppm,0.108
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,TOCeq_ppm,6.401
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,DOCeq_ppm,5.599
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,SAC254_Abs.m,13.656
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,SAC436_Abs.m,0.251
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,NPOC_ppm,9.037
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,Turbid.FTUeq,0
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,NO3.Neq_ppm,0.115
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,TOCeq_ppm,6.412
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,DOCeq_ppm,5.564
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,SAC254_Abs.m,13.571
15,Chris-crk,Grab,Grab,2019-09-20T18:25:00Z,NA,SAC436_Abs.m,0.232
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,NPOC_ppm,13.44
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,Turbid.FTUeq,0
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,NO3.Neq_ppm,0.726
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,TOCeq_ppm,15.245
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,DOCeq_ppm,12.141
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,SAC254_Abs.m,29.612
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,SAC436_Abs.m,0.48
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,NPOC_ppm,13.44
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,Turbid.FTUeq,0
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,NO3.Neq_ppm,0.787
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,TOCeq_ppm,15.795
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,DOCeq_ppm,12.585
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,SAC254_Abs.m,30.694
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,SAC436_Abs.m,0.505
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,NPOC_ppm,13.44
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,Turbid.FTUeq,0
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,NO3.Neq_ppm,0.762
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,TOCeq_ppm,15.884
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,DOCeq_ppm,12.604
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,SAC254_Abs.m,30.741
15,Weeks-out,Grab,Grab,2019-09-20T19:10:00Z,NA,SAC436_Abs.m,0.509
15,Weeks-out,Rack,L1,NA,NA,NPOC_ppm,12.91
15,Weeks-out,Rack,L1,NA,NA,Turbid.FTUeq,6.947
15,Weeks-out,Rack,L1,NA,NA,NO3.Neq_ppm,0.382
15,Weeks-out,Rack,L1,NA,NA,TOCeq_ppm,14.89
15,Weeks-out,Rack,L1,NA,NA,DOCeq_ppm,9.725
15,Weeks-out,Rack,L1,NA,NA,SAC254_Abs.m,23.718
15,Weeks-out,Rack,L1,NA,NA,SAC436_Abs.m,0.498
15,Weeks-out,Rack,L1,NA,NA,NPOC_ppm,12.91
15,Weeks-out,Rack,L1,NA,NA,Turbid.FTUeq,7.574
15,Weeks-out,Rack,L1,NA,NA,NO3.Neq_ppm,0.401
15,Weeks-out,Rack,L1,NA,NA,TOCeq_ppm,14.911
15,Weeks-out,Rack,L1,NA,NA,DOCeq_ppm,9.628
15,Weeks-out,Rack,L1,NA,NA,SAC254_Abs.m,23.484
15,Weeks-out,Rack,L1,NA,NA,SAC436_Abs.m,0.524
15,Weeks-out,Rack,L1,NA,NA,NPOC_ppm,12.91
15,Weeks-out,Rack,L1,NA,NA,Turbid.FTUeq,7.801
15,Weeks-out,Rack,L1,NA,NA,NO3.Neq_ppm,0.427
15,Weeks-out,Rack,L1,NA,NA,TOCeq_ppm,14.894
15,Weeks-out,Rack,L1,NA,NA,DOCeq_ppm,9.545
15,Weeks-out,Rack,L1,NA,NA,SAC254_Abs.m,23.281
15,Weeks-out,Rack,L1,NA,NA,SAC436_Abs.m,0.519
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,NPOC_ppm,9.078
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,Turbid.FTUeq,0
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,NO3.Neq_ppm,0.389
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,TOCeq_ppm,9.425
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,DOCeq_ppm,8.038
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,SAC254_Abs.m,19.605
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,SAC436_Abs.m,0.323
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,NPOC_ppm,9.078
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,Turbid.FTUeq,0
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,NO3.Neq_ppm,0.439
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,TOCeq_ppm,9.848
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,DOCeq_ppm,8.422
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,SAC254_Abs.m,20.54
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,SAC436_Abs.m,0.334
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,NPOC_ppm,9.078
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,Turbid.FTUeq,0
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,NO3.Neq_ppm,0.434
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,TOCeq_ppm,9.93
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,DOCeq_ppm,8.417
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,SAC254_Abs.m,20.529
15,West-Leech,Grab,Grab,2019-09-20T21:30:00Z,NA,SAC436_Abs.m,0.315
15,West-Leech,Rack,L1,NA,NA,NPOC_ppm,10.01
15,West-Leech,Rack,L1,NA,NA,Turbid.FTUeq,0
15,West-Leech,Rack,L1,NA,NA,NO3.Neq_ppm,0.576
15,West-Leech,Rack,L1,NA,NA,TOCeq_ppm,10.301
15,West-Leech,Rack,L1,NA,NA,DOCeq_ppm,8.474
15,West-Leech,Rack,L1,NA,NA,SAC254_Abs.m,20.667
15,West-Leech,Rack,L1,NA,NA,SAC436_Abs.m,0.358
15,West-Leech,Rack,L1,NA,NA,NPOC_ppm,10.01
15,West-Leech,Rack,L1,NA,NA,Turbid.FTUeq,0.372
15,West-Leech,Rack,L1,NA,NA,NO3.Neq_ppm,0.59
15,West-Leech,Rack,L1,NA,NA,TOCeq_ppm,10.387
15,West-Leech,Rack,L1,NA,NA,DOCeq_ppm,8.416
15,West-Leech,Rack,L1,NA,NA,SAC254_Abs.m,20.526
15,West-Leech,Rack,L1,NA,NA,SAC436_Abs.m,0.338
15,West-Leech,Rack,L1,NA,NA,NPOC_ppm,10.01
15,West-Leech,Rack,L1,NA,NA,Turbid.FTUeq,0.062
15,West-Leech,Rack,L1,NA,NA,NO3.Neq_ppm,0.571
15,West-Leech,Rack,L1,NA,NA,TOCeq_ppm,10.354
15,West-Leech,Rack,L1,NA,NA,DOCeq_ppm,8.44
15,West-Leech,Rack,L1,NA,NA,SAC254_Abs.m,20.585
15,West-Leech,Rack,L1,NA,NA,SAC436_Abs.m,0.351
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,NPOC_ppm,8.854
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,Turbid.FTUeq,0
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,NO3.Neq_ppm,0.463
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,TOCeq_ppm,7.452
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,DOCeq_ppm,6.373
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,SAC254_Abs.m,15.544
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,SAC436_Abs.m,0.283
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,NPOC_ppm,8.854
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,Turbid.FTUeq,0
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,NO3.Neq_ppm,0.431
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,TOCeq_ppm,7.244
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,DOCeq_ppm,6.256
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,SAC254_Abs.m,15.258
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,SAC436_Abs.m,0.281
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,NPOC_ppm,8.854
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,Turbid.FTUeq,0
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,NO3.Neq_ppm,0.43
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,TOCeq_ppm,7.236
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,DOCeq_ppm,6.254
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,SAC254_Abs.m,15.254
15,Tunnel,Grab,Grab,2019-09-20T22:30:00Z,NA,SAC436_Abs.m,0.285
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,NPOC_ppm,18.74
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,Turbid.FTUeq,0.381
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,NO3.Neq_ppm,NaN
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,TOCeq_ppm,20.921
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,DOCeq_ppm,16.826
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,SAC254_Abs.m,41.04
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,SAC436_Abs.m,0.629
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,NPOC_ppm,18.74
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,Turbid.FTUeq,0
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,NO3.Neq_ppm,NaN
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,TOCeq_ppm,21.934
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,DOCeq_ppm,17.491
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,SAC254_Abs.m,42.662
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,SAC436_Abs.m,0.672
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,NPOC_ppm,18.74
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,Turbid.FTUeq,0.037
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,NO3.Neq_ppm,NaN
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,TOCeq_ppm,22.099
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,DOCeq_ppm,17.67
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,SAC254_Abs.m,43.098
16,Weeks-out,Grab,Grab,2019-10-12T21:30:00Z,40,SAC436_Abs.m,0.683
16,Weeks-out,Rack,L1,NA,31,NPOC_ppm,17.86
16,Weeks-out,Rack,L1,NA,31,Turbid.FTUeq,0
16,Weeks-out,Rack,L1,NA,31,NO3.Neq_ppm,0.522
16,Weeks-out,Rack,L1,NA,31,TOCeq_ppm,19.712
16,Weeks-out,Rack,L1,NA,31,DOCeq_ppm,15.915
16,Weeks-out,Rack,L1,NA,31,SAC254_Abs.m,38.816
16,Weeks-out,Rack,L1,NA,31,SAC436_Abs.m,0.612
16,Weeks-out,Rack,L1,NA,31,NPOC_ppm,17.86
16,Weeks-out,Rack,L1,NA,31,Turbid.FTUeq,0
16,Weeks-out,Rack,L1,NA,31,NO3.Neq_ppm,0.69
16,Weeks-out,Rack,L1,NA,31,TOCeq_ppm,19.506
16,Weeks-out,Rack,L1,NA,31,DOCeq_ppm,15.839
16,Weeks-out,Rack,L1,NA,31,SAC254_Abs.m,38.632
16,Weeks-out,Rack,L1,NA,31,SAC436_Abs.m,0.605
16,Weeks-out,Rack,L1,NA,31,NPOC_ppm,17.86
16,Weeks-out,Rack,L1,NA,31,Turbid.FTUeq,0.179
16,Weeks-out,Rack,L1,NA,31,NO3.Neq_ppm,0.788
16,Weeks-out,Rack,L1,NA,31,TOCeq_ppm,19.601
16,Weeks-out,Rack,L1,NA,31,DOCeq_ppm,15.758
16,Weeks-out,Rack,L1,NA,31,SAC254_Abs.m,38.434
16,Weeks-out,Rack,L1,NA,31,SAC436_Abs.m,0.598
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,NPOC_ppm,11.64
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,Turbid.FTUeq,0
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,NO3.Neq_ppm,0.451
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,TOCeq_ppm,12.549
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,DOCeq_ppm,10.502
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,SAC254_Abs.m,25.615
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,SAC436_Abs.m,0.418
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,NPOC_ppm,11.64
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,Turbid.FTUeq,0
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,NO3.Neq_ppm,0.488
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,TOCeq_ppm,12.096
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,DOCeq_ppm,10.131
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,SAC254_Abs.m,24.71
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,SAC436_Abs.m,0.404
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,NPOC_ppm,11.64
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,Turbid.FTUeq,0
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,NO3.Neq_ppm,0.416
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,TOCeq_ppm,12.047
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,DOCeq_ppm,10.137
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,SAC254_Abs.m,24.725
16,Leech-head,Grab,Grab,2019-10-12T18:45:00Z,95,SAC436_Abs.m,0.414
16,Leech-head,Rack,L1,NA,88,NPOC_ppm,9.223
16,Leech-head,Rack,L1,NA,88,Turbid.FTUeq,0
16,Leech-head,Rack,L1,NA,88,NO3.Neq_ppm,0.06
16,Leech-head,Rack,L1,NA,88,TOCeq_ppm,4.908
16,Leech-head,Rack,L1,NA,88,DOCeq_ppm,3.899
16,Leech-head,Rack,L1,NA,88,SAC254_Abs.m,9.511
16,Leech-head,Rack,L1,NA,88,SAC436_Abs.m,0.225
16,Leech-head,Rack,L1,NA,88,NPOC_ppm,9.223
16,Leech-head,Rack,L1,NA,88,Turbid.FTUeq,0
16,Leech-head,Rack,L1,NA,88,NO3.Neq_ppm,0.038
16,Leech-head,Rack,L1,NA,88,TOCeq_ppm,4.409
16,Leech-head,Rack,L1,NA,88,DOCeq_ppm,3.5
16,Leech-head,Rack,L1,NA,88,SAC254_Abs.m,8.536
16,Leech-head,Rack,L1,NA,88,SAC436_Abs.m,0.22
16,Leech-head,Rack,L1,NA,88,NPOC_ppm,9.223
16,Leech-head,Rack,L1,NA,88,Turbid.FTUeq,0
16,Leech-head,Rack,L1,NA,88,NO3.Neq_ppm,0.017
16,Leech-head,Rack,L1,NA,88,TOCeq_ppm,4.329
16,Leech-head,Rack,L1,NA,88,DOCeq_ppm,3.481
16,Leech-head,Rack,L1,NA,88,SAC254_Abs.m,8.489
16,Leech-head,Rack,L1,NA,88,SAC436_Abs.m,0.24
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,NPOC_ppm,7.473
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,Turbid.FTUeq,0
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,NO3.Neq_ppm,0.061
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,TOCeq_ppm,5.56
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,DOCeq_ppm,4.837
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,SAC254_Abs.m,11.797
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,SAC436_Abs.m,0.217
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,NPOC_ppm,7.473
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,Turbid.FTUeq,0
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,NO3.Neq_ppm,0.073
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,TOCeq_ppm,5.585
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,DOCeq_ppm,4.903
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,SAC254_Abs.m,11.958
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,SAC436_Abs.m,0.209
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,NPOC_ppm,7.473
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,Turbid.FTUeq,0
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,NO3.Neq_ppm,0.057
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,TOCeq_ppm,5.461
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,DOCeq_ppm,4.84
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,SAC254_Abs.m,11.804
16,Cragg-crk,Grab,Grab,2019-10-12T17:00:00Z,15,SAC436_Abs.m,0.213
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,NPOC_ppm,6.853
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,Turbid.FTUeq,0
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,NO3.Neq_ppm,0
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,TOCeq_ppm,5.158
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,DOCeq_ppm,4.487
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,SAC254_Abs.m,10.945
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,SAC436_Abs.m,0.2
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,NPOC_ppm,6.853
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,Turbid.FTUeq,0
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,NO3.Neq_ppm,0
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,TOCeq_ppm,5.149
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,DOCeq_ppm,4.518
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,SAC254_Abs.m,11.02
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,SAC436_Abs.m,0.222
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,NPOC_ppm,6.853
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,Turbid.FTUeq,0
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,NO3.Neq_ppm,0
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,TOCeq_ppm,5.171
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,DOCeq_ppm,4.488
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,SAC254_Abs.m,10.947
16,Chris-crk,Grab,Grab,2019-10-12T23:00:00Z,NA,SAC436_Abs.m,0.222
16,West-Jordan,Grab,Grab,2019-10-12T22:00:00Z,NA,NPOC_ppm,6.454
16,West-Jordan,Grab,Grab,2019-10-12T22:00:00Z,NA,Turbid.FTUeq,1.419
16,West-Jordan,Grab,Grab,2019-10-12T22:00:00Z,NA,NO3.Neq_ppm,0.079
