trip,NPOC_ppm,site,sample_type,sample,dt_sampled,fillStage_cm,analysis,Turbid.FTUeq,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,SAC436_Abs.m,trip_end,three_seasons,two_seasons,SUVA
9,6.473,Leech-head,Grab,FP0531,2019-05-31T16:45:00Z,NA,DOC,0,0.077,6.341,5.254,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,12.72,Weeks-out,Grab,FP0531,2019-05-31T17:00:00Z,NA,DOC,0,0.611,16.2645,12.927499999999998,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,12.3,Weeks-out,Grab,FP0531,2019-05-31T17:00:00Z,NA,DOC,0,0.611,16.2645,12.927499999999998,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,5.355,Chris-crk,Grab,FP0531,2019-05-31T17:30:00Z,NA,DOC,0,0,4.367,3.648,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,4.523,Cragg-crk,Grab,FP0531,2019-05-31T18:15:00Z,NA,DOC,0,0,3.079,2.652,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,4.282,West-Leech,Grab,FP0531,2019-05-31T19:15:00Z,NA,DOC,0,0,3.088,2.633,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,4.935,Tunnel,Grab,FP0531,2019-05-31T20:15:00Z,NA,DOC,0,0,3.064,2.675,NaN,NaN,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NaN
9,6.792,Lab,QA-QC,CalVer_5.816ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,17.25,Judge-crk,Grab,FP0603,2019-05-31T15:10:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,12.47,Rithet,Grab,FP0603,2019-05-31T15:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,7.085,Lazar,Grab,FP0603,2019-05-31T15:50:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,10.92,Jarvis,Grab,FP0603,2019-05-31T16:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,6.715,Leech-head,Grab,FP0603,2019-05-31T16:45:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,13.1,Weeks-out,Grab,FP0603,2019-05-31T17:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,13.07,Weeks-out,Grab,FP0603,2019-05-31T17:00:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,6.316,Chris-crk,Grab,FP0603,2019-05-31T17:30:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,5.177,Cragg-crk,Grab,FP0603,2019-05-31T18:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,5.045,West-Leech,Grab,FP0603,2019-05-31T19:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,5.988,Tunnel,Grab,FP0603,2019-05-31T20:15:00Z,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
9,1.004,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,2019-05-31T08:00:00Z,late wet [Jan-May],wet,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,Lab,Cal,0 ppm,NA,NA,NA,0,0,1.3803333333333334,1.1923333333333335,2.9086666666666665,0.096,NA,SCAN QA-QC,SCAN QA-QC,NA
0,NA,Lab,Cal,8.1295 ppm,NA,NA,NA,0,1.7,7.351666666666667,7.083,17.276,0.09433333333333334,NA,SCAN QA-QC,SCAN QA-QC,NA
0,NA,Lab,Cal,9.5867 ppm,NA,NA,NA,0,1.712,8.611,8.338,20.336666666666666,0.098,NA,SCAN QA-QC,SCAN QA-QC,NA
0,NA,Lab,Cal,12.0184 ppm,NA,NA,NA,0,NaN,10.308333333333334,10.045,24.5,0.10666666666666666,NA,SCAN QA-QC,SCAN QA-QC,NA
13,NA,Weeks-out_aboveseep,Grab,Grab,2019-07-24T22:00:00Z,NA,NA,0,0.4453333333333333,13.338,10.04,24.487000000000002,0.5226666666666667,2019-07-26T08:00:00Z,summer [June-Oct],dry,NA
13,NA,Weeks-out_seep,Grab,Grab,2019-07-24T22:30:00Z,NA,NA,1.943,0.37033333333333335,13.499666666666666,9.739666666666666,23.754666666666665,0.5106666666666667,2019-07-26T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Jarvis-lake,Grab,Secchi,NA,NA,NA,0,0,3.7830000000000004,3.217,7.8454999999999995,0.16399999999999998,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Jarvis-lake,Grab,Secchi-1m,NA,NA,NA,0,0,3.6265,3.1494999999999997,7.6815,0.14650000000000002,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Jarvis-lake,Grab,Surface,NA,NA,NA,0,0,3.54,3.122,7.614,0.157,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Weeks-lake,Grab,Secchi,NA,NA,NA,0,0.025500000000000002,6.205500000000001,5.354,13.059000000000001,0.23299999999999998,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Weeks-lake,Grab,Secchi-1m,NA,NA,NA,0,0.027000000000000003,6.1485,5.2940000000000005,12.911999999999999,0.222,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Weeks-lake,Grab,Surface,NA,NA,NA,0,0.024499999999999997,6.009,5.271,12.856,0.22899999999999998,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
14,NA,Weeks-lake,Grab,Secchi+1m,NA,NA,NA,0,0.055499999999999994,7.535,6.1695,15.0475,0.2925,2019-08-23T08:00:00Z,summer [June-Oct],dry,NA
17,NA,Lab,QA-QC,Cal-ver3_,NA,NA,NA,0,1.272,5.635,5.395,13.158,0.105,2019-10-24T08:00:00Z,early wet [Oct-Dec],wet,NA
17,NA,Tunnel,QA-QC,HoldTime-A6,2019-10-12T18:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-24T08:00:00Z,early wet [Oct-Dec],wet,NA
2,NA,Lab,QA-QC,CAL-VER_5.73ppm,NA,NA,NA,0,1.539,6.54,6.133,NaN,NaN,2018-11-07T08:00:00Z,early wet [Oct-Dec],wet,NA
3,NA,Lab,QA-QC,RO,NA,NA,NA,0,0,2.045,1.617,NaN,NaN,2018-11-23T08:00:00Z,early wet [Oct-Dec],wet,NA
7,NA,Lab,QA-QC,CAL-VER_A1_5.614ppm,NA,NA,NA,0,1.128,5.41,5.25,NaN,NaN,2019-04-11T08:00:00Z,late wet [Jan-May],wet,NA
7,NA,Lab,QA-QC,CAL-VER_A2_5.319ppm,NA,NA,NA,0,1.237,5.504,5.233,NaN,NaN,2019-04-11T08:00:00Z,late wet [Jan-May],wet,NA
7,NA,Lab,QA-QC,CAL-VER_B1_5.083ppm,NA,NA,NA,0,1.242,4.992,4.813,NaN,NaN,2019-04-11T08:00:00Z,late wet [Jan-May],wet,NA
7,NA,Lab,QA-QC,CAL-VER_B2_5.346ppm,NA,NA,NA,0,1.286,5.356,5.2,NaN,NaN,2019-04-11T08:00:00Z,late wet [Jan-May],wet,NA
NA,NA,Lab,QA-QC,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
