trip,NPOC_ppm,site,sample_type,sample,dt_sampled,fillStage_cm,analysis,Turbid.FTUeq,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,SAC436_Abs.m,pseudo254,Abs_250,Abs_365,sample_slope1,sample_slope2,SlopeRatio,E2E3,trip_end,three_seasons,two_seasons,SUVA
17,3.501,Chris-crk,Grab,Grab,2019-10-23T22:10:00Z,28,DOC,0,0,5.411,4.677,11.408,0.214,41.84795,43.8344,9.917,-0.7756846353335994,-0.9340669135342393,0.8304379740832837,4.420127054552789,2019-10-12,early wet [Oct-Dec],wet,0.3068899018232819
17,6.001,Chris-crk,Rack,L1,NA,28,DOC,0,0.435,10.522,8.81,21.487,0.351,13.024450000000002,13.468,2.8463,-0.9997895059541967,-0.9982199075272984,1.0015723974397448,4.731757017882866,2019-10-12,early wet [Oct-Dec],wet,0.2792851491599572
17,9.055,Chris-crk,Rack,L2,NA,38,DOC,0,0.753,15.197,12.594,30.717,0.467,25.2442,26.3596,5.6836,-0.9993702049763297,-0.9997835229496558,0.999586592533445,4.637835174889155,2019-10-12,early wet [Oct-Dec],wet,0.29478790246443337
17,3.334,Chris-crk,Grab,Grab,2019-10-24T17:01:00Z,26,DOC,0,0,5.199,4.511,11.003,0.223,36.41905,38.2925,8.1188,-0.7756846353335994,-0.9340669135342393,0.8304379740832837,4.71652214612997,2019-10-12,early wet [Oct-Dec],wet,0.30300827047168954
17,5.308,Cragg-crk,Grab,Grab,2019-10-23T19:25:00Z,52,DOC,0,0.165,8.684,7.426,18.112,0.318,12.5135,12.9408,2.8061,-0.19214325927642584,-0.5982189927563067,0.3211921747772027,4.611667438794056,2019-10-12,early wet [Oct-Dec],wet,0.293065371024735
17,4.313,Cragg-crk,Rack,L1,NA,25,DOC,0,0.157,6.596,5.559,13.559,0.224,20.868499999999997,21.6371,4.5983,-0.9997383962909541,-0.9994095793337268,1.0003290112122465,4.7054563643085485,2019-10-12,early wet [Oct-Dec],wet,0.3180913046684859
17,6.593,Cragg-crk,Rack,L2,NA,43,DOC,0,0.597,11.078,9.383,22.886,0.36,15.85915,16.5204,3.5437,-0.9994092103157673,-0.9997124679019038,0.9996966551924946,4.661907046307531,2019-10-12,early wet [Oct-Dec],wet,0.28808004893821554
17,7.396,Cragg-crk,Rack,L3,NA,65,DOC,0,0.486,12.03,10.198,24.873,0.375,26.57595,27.7567,5.739,-0.999244607341012,-0.9998605694369699,0.9993839520081237,4.836504617529186,2019-10-12,early wet [Oct-Dec],wet,0.29735054074699474
17,4.99,Cragg-crk,Grab,Grab,2019-10-24T17:30:00Z,43,DOC,0,0.146,8.004,6.748,16.457,0.269,28.85135,30.075,6.138,-0.19214325927642584,-0.5982189927563067,0.3211921747772027,4.89980449657869,2019-10-12,early wet [Oct-Dec],wet,0.3032144376253266
17,4.855,Tunnel,Rack,SG1,NA,0,DOC,0,0.109,7.577,6.219,15.169,0.291,19.22555,19.9342,4.2772,-0.9995097179305574,-0.9994368165685592,1.000072942441973,4.660572337042926,2019-10-12,early wet [Oct-Dec],wet,0.3200606500098886
17,4.692,Tunnel,Rack,SG2,NA,6,DOC,0,0.181,8.652,7.06,17.219,0.339,18.21365,18.9289,4.4397,-0.9997094264483949,-0.9998477047407515,0.9998617006453073,4.26355384372818,2019-10-12,early wet [Oct-Dec],wet,0.2724896916197224
17,7.485,Tunnel,Rack,L1,NA,19,DOC,0,0.567,13.351,11.04,26.926,0.457,20.788899999999998,21.6628,5.0128,-0.9995238520672537,-0.999884479113331,0.9996393312891534,4.321496967762528,2019-10-12,early wet [Oct-Dec],wet,0.27798410458293105
17,7.78,Tunnel,Rack,L2,NA,39,DOC,0,0.607,13.618,11.272,27.492,0.465,32.041349999999994,33.4892,7.437,-0.9995446172337406,-0.9998867206045297,0.9996578578715575,4.50305230603738,2019-10-12,early wet [Oct-Dec],wet,0.28299141568456276
17,8.12,Tunnel,Rack,L3,NA,56,DOC,3.023,0.749,14.997,11.919,29.072,0.459,32.6413,34.1529,7.4786,NA,NA,NA,4.566750461316289,2019-10-12,early wet [Oct-Dec],wet,0.27930654925701703
17,5.896,Tunnel,Rack,L4,NA,71,DOC,0,0.371,10.766,8.783,21.421,0.365,35.873900000000006,37.5723,8.9091,-0.9995956146036779,-0.999860444748148,0.9997351328919339,4.217294676229922,2019-10-12,early wet [Oct-Dec],wet,0.2752439195182298
17,5.067,Tunnel,Grab,Grab,2019-10-24T19:11:00Z,34,DOC,0,0.168,8.627,7.283,17.762,0.332,25.83995,26.9344,6.0946,-0.9996356407203215,-0.9998277340771317,0.999807873546349,4.419387654645096,2019-10-12,early wet [Oct-Dec],wet,0.2852719288368427
17,4.95,Lab,QA-QC,Cal-ver1_4.562ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-12,early wet [Oct-Dec],wet,NA
17,6.531,Lazar,Grab,Grab,2019-10-23T17:00:00Z,NA,DOC,0,0.315,10.462,8.884,21.669,0.369,13.46255,18.4792,0.915,-0.8664171389653785,-0.9915076196014898,0.873838104555981,20.19584699453552,2019-10-12,early wet [Oct-Dec],wet,0.30139831095112835
17,3.852,Rithet,Grab,Grab,2019-10-23T16:00:00Z,NA,DOC,0,0.17,6.326,5.397,13.162,0.245,25.12695,26.0663,5.4249,-0.9994983641230221,-0.9994821570767017,1.000016215443373,4.804936496525281,2019-10-12,early wet [Oct-Dec],wet,0.2926606898647622
17,11.18,Jarvis,Grab,Grab,2019-10-23T18:00:00Z,NA,DOC,0,0.558,20.309,16.661,40.636,0.689,15.21575,15.7355,3.4283,-0.9995114407677048,-0.9993411994881676,1.0001703535085158,4.589884199165767,2019-10-12,early wet [Oct-Dec],wet,0.27512550447878725
17,4.747,West-Leech,Grab,Grab,2019-11-23T16:45:00Z,38,DOC,0,0.108,8.087,6.85,16.708,0.299,48.3243,50.7886,11.3114,-0.2872485040627381,-0.7674437052088972,0.37429260558538224,4.490036600244001,2019-10-12,early wet [Oct-Dec],wet,0.2841153938233182
17,5.432,West-Leech,Rack,L1,NA,23,DOC,0,0.238,9.715,8.048,19.628,0.356,19.4301,20.129,4.4037,-0.9998712913362997,-0.9993844863503939,1.0004871048055624,4.5709289915298505,2019-10-12,early wet [Oct-Dec],wet,0.2767475035663338
17,9.742,West-Leech,Rack,L2,NA,36,DOC,0.297,0.807,17.253,14.162,34.541,0.561,23.31015,24.3355,5.4478,NA,NA,NA,4.467032563603657,2019-10-12,early wet [Oct-Dec],wet,0.28204163168408564
17,9.471,West-Leech,Rack,L3,NA,53,DOC,0.711,0.768,16.89,13.733,33.494,0.535,41.344849999999994,43.2673,9.6146,NA,NA,NA,4.500166413579349,2019-10-12,early wet [Oct-Dec],wet,0.2827670627575088
17,7.173,West-Leech,Rack,L4,NA,71,DOC,0.903,0.431,12.157,9.744,23.766,0.393,40.3754,42.3055,9.5273,NA,NA,NA,4.440450075047496,2019-10-12,early wet [Oct-Dec],wet,0.3018177227972734
17,4.371,West-Leech,Grab,Grab,2019-10-24T18:25:00Z,32,DOC,0,0.092,7.541,6.293,15.349,0.259,29.099899999999998,30.3649,7.1709,-0.2872485040627381,-0.7674437052088972,0.37429260558538224,4.234461504134767,2019-10-12,early wet [Oct-Dec],wet,0.2847742523942928
17,5.455,Tunnel,QA-QC,HoldTime-B1,2019-10-12T08:00:00Z,NA,DOC,0,0.222,9.35,7.806,19.04,0.333,18.1054,18.7862,4.0411,-0.9996615171734858,-0.9991733932842676,1.0004885277095037,4.648783746999579,2019-10-12,early wet [Oct-Dec],wet,0.28650210084033617
17,5.512,Tunnel,QA-QC,HoldTime-B2,2019-10-12T08:00:00Z,NA,DOC,0,0.214,9.282,7.873,19.203,0.358,22.454300000000003,23.2914,5.1466,-0.9997561800346255,-0.9996529848301007,1.0001032310272573,4.525589709711265,2019-10-12,early wet [Oct-Dec],wet,0.28703848357027545
17,5.314,Tunnel,QA-QC,HoldTime-B3,2019-10-12T08:00:00Z,NA,DOC,0,0.206,9.302,7.838,19.117,0.337,22.294,23.124,4.9795,-0.9996142512397104,-0.9993622680115944,1.0002521440284284,4.643839742946079,2019-10-12,early wet [Oct-Dec],wet,0.2779724852225768
17,5.297,Tunnel,QA-QC,HoldTime-B4,2019-10-12T08:00:00Z,NA,DOC,0,0.202,9.403,7.877,19.213,0.343,22.34845,23.1817,5.0562,-0.9997100627900848,-0.9995228427815273,1.0001873093845826,4.584806771884024,2019-10-12,early wet [Oct-Dec],wet,0.27569874564097224
17,5.287,Tunnel,QA-QC,HoldTime-B5,2019-10-12T08:00:00Z,NA,DOC,0,0.201,9.35,7.84,19.123,0.347,22.59705,23.398,5.1864,-0.9998210340171171,-0.9996704897193066,1.0001505939200552,4.511414468610211,2019-10-12,early wet [Oct-Dec],wet,0.27647335669089573
17,4.103,Tunnel,QA-QC,HoldTime-A6,2019-11-23T18:12:00Z,NA,DOC,0,0.115,7.015,5.982,14.59,0.266,22.4482,23.3273,5.0622,-0.9997136223219182,-0.9995990040716458,1.0001146642301617,4.608134803050057,2019-10-12,early wet [Oct-Dec],wet,0.2812200137080192
17,4.114,Tunnel,QA-QC,HoldTime-A7,2019-11-23T18:12:00Z,NA,DOC,0,0.11,6.894,5.922,14.444,0.267,16.86725,17.5096,3.7141,-0.9996121735828477,-0.9995303797120902,1.0000818323008662,4.71435879486282,2019-10-12,early wet [Oct-Dec],wet,0.28482414843533643
17,4.11,Tunnel,QA-QC,HoldTime-A8,2019-11-23T18:12:00Z,NA,DOC,0,0.114,6.986,5.981,14.588,0.264,16.5799,17.2148,3.5926,-0.9997295346759488,-0.9993623744924889,1.0003673944435285,4.791738573734899,2019-10-12,early wet [Oct-Dec],wet,0.28173841513572806
17,4.133,Tunnel,QA-QC,HoldTime-A9,2019-11-23T18:12:00Z,NA,DOC,0,0.111,6.964,5.968,14.556,0.272,16.8126,17.4362,3.6642,-0.9997241667227772,-0.9996106411253887,1.0001135698168047,4.75852846460346,2019-10-12,early wet [Oct-Dec],wet,0.2839378950261061
17,4.396,Tunnel,QA-QC,HoldTime-A10,2019-11-23T18:12:00Z,NA,DOC,0,0.113,6.964,5.918,14.433,0.258,16.75385,17.3779,3.6703,-0.9997943263807751,-0.9994372562162787,1.0003572712166529,4.734735580197804,2019-10-12,early wet [Oct-Dec],wet,0.30457978244301254
17,5.987,Lab,QA-QC,Cal-ver2_5.566ppm,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-12,early wet [Oct-Dec],wet,NA
17,0.6751,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-12,early wet [Oct-Dec],wet,NA
17,0.5814,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-12,early wet [Oct-Dec],wet,NA
17,0.5384,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-12,early wet [Oct-Dec],wet,NA
18,5.115,Leech-downstreamconf,Grab,Grab,2019-11-13T18:20:00Z,NA,DOC,0,0.147,6.91,5.81,14.171,0.275,16.61425,17.273,3.8143,-0.9996158289907537,-0.9990522873023384,1.0005640762706596,4.528484912041528,2019-10-24,early wet [Oct-Dec],wet,0.360948415778703
18,3.689,Lazar,Grab,Grab,2019-11-14T19:00:00Z,NA,DOC,0,0.123,5.951,5.138,12.531,0.204,14.29765,14.8612,3.0002,-0.9997790939665632,-0.9979044444900685,1.001878586158069,4.95340310645957,2019-10-24,early wet [Oct-Dec],wet,0.294389913015721
18,4.228,West-Leech,Grab,Grab,2019-11-13T18:10:00Z,20,DOC,0,0.205,7.816,6.535,15.94,0.309,18.74035,19.5003,4.3263,-0.9995531565211266,-0.9993417526016035,1.0002115431672627,4.507385063449137,2019-10-24,early wet [Oct-Dec],wet,0.26524466750313674
18,2.498,Survey-East,Grab,Grab,2019-11-14T19:30:00Z,NA,DOC,0,0,3.842,3.356,8.185,0.154,18.804450000000003,19.5582,4.3527,-0.9995789303798878,-0.9993963234133306,1.0001827172686943,4.493348955820525,2019-10-24,early wet [Oct-Dec],wet,0.3051924251679902
18,10,Weeks-out,Grab,Grab,2019-11-14T18:00:00Z,43,DOC,0,0.751,18.829,15.2,37.073,0.601,9.243649999999999,9.572,2.0238,-0.9997631572499233,-0.9967831908029372,1.002989583366254,4.729716375135882,2019-10-24,early wet [Oct-Dec],wet,0.26973808432012514
18,2.743,Chris-crk,Grab,Grab,2019-11-14T18:30:00Z,21,DOC,0,0,4.53,3.913,9.543,0.201,44.88125,47.1676,10.6559,-0.9998000297565299,-0.9997517554856019,1.0000482862577267,4.426430428213478,2019-10-24,early wet [Oct-Dec],wet,0.2874358168290894
18,6.188,Leech-head,Grab,Grab,2019-11-14T17:00:00Z,99,DOC,0,0.405,11.889,9.828,23.972,0.403,10.89285,11.2968,2.4519,-0.9993529793292849,-0.9978512502298388,1.001504962888106,4.607365716383212,2019-10-24,early wet [Oct-Dec],wet,0.2581344902386117
18,3.576,Cragg-crk,Grab,Algae,2019-11-13T08:00:00Z,NA,DOC,0,0.391,11.856,9.841,24.003,0.414,28.53365,29.6324,6.5464,-0.9997433708501509,-0.9997022468648641,1.0000411362337294,4.526518391787853,2019-10-24,early wet [Oct-Dec],wet,0.14898137732783404
18,2.89,Cragg-crk,Grab,Grab,2019-11-13T23:30:00Z,17,DOC,0,0.0105,4.7620000000000005,4.0975,9.993500000000001,0.20400000000000001,20.131275000000002,20.90585,4.5776,-0.2664891886541761,-0.657767977795542,0.4051416269112002,4.566989252009787,2019-10-24,early wet [Oct-Dec],wet,0.2891879721819182
18,2.833,Cragg-crk,Grab,Grab,2019-11-13T23:30:00Z,17,DOC,0,0.0105,4.7620000000000005,4.0975,9.993500000000001,0.20400000000000001,20.131275000000002,20.90585,4.5776,-0.2664891886541761,-0.657767977795542,0.4051416269112002,4.566989252009787,2019-10-24,early wet [Oct-Dec],wet,0.28348426477210187
18,2.842,Cragg-crk,Grab,Grab,2019-11-14T21:00:00Z,NA,DOC,0,0,4.653,4.084,9.96,0.202,11.07815,11.4669,2.3771,-0.2664891886541761,-0.657767977795542,0.4051416269112002,4.823903075175634,2019-10-24,early wet [Oct-Dec],wet,0.28534136546184735
18,3.019,Tunnel,Grab,Treatability,2019-11-12T19:30:00Z,0,DOC,0,0.014,5.2265,4.541,11.0755,0.2385,11.072,11.45935,2.3555,-0.9996907031562521,-0.9968973189697388,1.0028020781412073,4.864933135215453,2019-10-24,early wet [Oct-Dec],wet,0.2725836305358675
18,3.426,Tunnel,Grab,Treatability,2019-11-12T19:30:00Z,0,DOC,0,0.014,5.2265,4.541,11.0755,0.2385,11.072,11.45935,2.3555,-0.9996907031562521,-0.9968973189697388,1.0028020781412073,4.864933135215453,2019-10-24,early wet [Oct-Dec],wet,0.30933140715994767
18,5.464,Tunnel,QA-QC,HoldTime-B6,2019-10-23T08:00:00Z,NA,DOC,0,0.058,6.023,4.969,12.119,0.251,14.1894,14.715,3.2853,-0.9997783283425888,-0.9990739972891852,1.0007049838703788,4.479043009770797,2019-10-24,early wet [Oct-Dec],wet,0.4508622823665319
18,5.443,Tunnel,QA-QC,HoldTime-B7,2019-10-23T08:00:00Z,NA,DOC,0,0.223,9.216,7.706,18.795,0.303,14.475549999999998,15.0159,3.4574,-0.999617942948877,-0.999410442755016,1.0002076225992687,4.343119106843293,2019-10-24,early wet [Oct-Dec],wet,0.2895982974195264
18,5.482,Tunnel,QA-QC,HoldTime-B8,2019-10-23T08:00:00Z,NA,DOC,0,0.212,9.21,7.761,18.928,0.331,22.11105,23.0081,4.8696,-0.99961176818133,-0.9994678143246487,1.0001440305076543,4.724843929686216,2019-10-24,early wet [Oct-Dec],wet,0.2896238377007608
18,5.542,Tunnel,QA-QC,HoldTime-B9,2019-10-23T08:00:00Z,NA,DOC,0,0.218,9.319,7.877,19.211,0.343,22.09985,22.9754,4.9083,-0.9996055989809701,-0.999423841942587,1.0001818618195357,4.680928223621214,2019-10-24,early wet [Oct-Dec],wet,0.28848055801363803
18,5.537,Tunnel,QA-QC,HoldTime-B10,2019-10-23T08:00:00Z,NA,DOC,0,0.215,9.205,7.817,19.066,0.348,22.3936,23.2737,4.9962,-0.9997102578244523,-0.9994721324145439,1.000238251174981,4.658280293022697,2019-10-24,early wet [Oct-Dec],wet,0.29041225217664957
18,3.47,Tunnel,QA-QC,HoldTime-C1,2019-11-12T08:00:00Z,NA,DOC,0,0.218,9.225,7.736,18.869,0.332,22.101799999999997,22.9522,4.8605,-0.9997158056287087,-0.9993256048970593,1.0003904640586985,4.722189075198025,2019-10-24,early wet [Oct-Dec],wet,0.18389951772748955
18,3.436,Tunnel,QA-QC,HoldTime-C2,2019-11-12T08:00:00Z,NA,DOC,0,0.046,5.97,5.024,12.254,0.265,22.12385,22.9979,4.9756,-0.9996706591836885,-0.9994769332661091,1.0001938273021933,4.622136023796125,2019-10-24,early wet [Oct-Dec],wet,0.28039823731026603
18,3.221,Tunnel,QA-QC,HoldTime-C3,2019-11-12T08:00:00Z,NA,DOC,0,0.023,5.983,5.017,12.238,0.265,14.34315,14.8878,3.346,-0.9996602404537439,-0.9991260879080109,1.0005346197564027,4.449432157800358,2019-10-24,early wet [Oct-Dec],wet,0.2631966007517568
18,3.349,Tunnel,QA-QC,HoldTime-C4,2019-11-12T08:00:00Z,NA,DOC,0,0.029,5.917,4.99,12.171,0.255,14.39135,14.8964,3.4381,-0.9994711024780308,-0.9993376251117746,1.0001335658369126,4.332741921410081,2019-10-24,early wet [Oct-Dec],wet,0.2751622709719826
18,3.078,Tunnel,QA-QC,HoldTime-C5,2019-11-12T08:00:00Z,NA,DOC,0,0.049,5.884,4.956,12.087,0.259,14.2234,14.7463,3.2774,-0.9996983256353938,-0.99898541547513,1.000713634202482,4.499389760175749,2019-10-24,early wet [Oct-Dec],wet,0.2546537602382725
18,3.7,Tunnel,Grab,R1,2019-11-13T22:00:00Z,NA,DOC,0,0.033,6.008,5.027,12.262,0.253,14.138649999999998,14.6715,3.2436,-0.999568643053495,-0.9991551561678148,1.0004138365129056,4.5232149463559015,2019-10-24,early wet [Oct-Dec],wet,0.3017452291632686
18,3.58,Tunnel,Grab,R2,2019-11-13T22:00:00Z,NA,DOC,0,0.088,6.601,5.511,13.443,0.272,14.441099999999999,14.9884,3.3892,-0.9996340343017659,-0.999348025013406,1.0002861958809155,4.42240056650537,2019-10-24,early wet [Oct-Dec],wet,0.26630960351112104
18,3.7,Tunnel,Grab,R3,2019-11-13T22:00:00Z,NA,DOC,0,0.069,6.536,5.528,13.484,0.276,15.86635,16.4512,3.6985,-0.9995450198045692,-0.99938872152363,1.0001563938811526,4.448073543328376,2019-10-24,early wet [Oct-Dec],wet,0.2743992880450905
18,4.628,Tunnel,Grab,R4,2019-11-13T22:00:00Z,NA,DOC,0,0.077,6.578,5.531,13.491,0.269,15.709,16.3004,3.5529,-0.9995913723958864,-0.9990034043025378,1.000588554644375,4.587914098342199,2019-10-24,early wet [Oct-Dec],wet,0.3430435104884738
18,3.628,Tunnel,Grab,R5,2019-11-13T22:00:00Z,NA,DOC,0,0.086,6.56,5.505,13.427,0.262,15.8141,16.4025,3.67,-0.9997469233120287,-0.9992543694255958,1.0004929214237173,4.4693460490463215,2019-10-24,early wet [Oct-Dec],wet,0.2702018321292917
18,7.569,Judge-crk,Grab,Treatability,2019-11-12T23:00:00Z,NA,DOC,0,0.32925,10.076,8.441,20.587500000000002,0.3695,15.758049999999999,16.344,3.5824,-0.9995420618466545,-0.9993285019617686,1.0002137033862906,4.562304600267978,2019-10-24,early wet [Oct-Dec],wet,0.3676502732240437
18,7.438,Judge-crk,Grab,Treatability,2019-11-12T23:00:00Z,NA,DOC,0,0.32925,10.076,8.441,20.587500000000002,0.3695,15.758049999999999,16.344,3.5824,-0.9995420618466545,-0.9993285019617686,1.0002137033862906,4.562304600267978,2019-10-24,early wet [Oct-Dec],wet,0.3612871888281724
18,2.39,Rithet,Grab,Treatability,2019-11-12T22:00:00Z,NA,DOC,0,0,4.0135000000000005,3.4139999999999997,8.327,0.20650000000000002,32.565525,34.007400000000004,7.3233999999999995,-0.9995623653953875,-0.9997974829391308,0.9997648348312979,4.643662779583255,2019-10-24,early wet [Oct-Dec],wet,0.28701813378167407
18,2.283,Rithet,Grab,Treatability,2019-11-12T22:00:00Z,NA,DOC,0,0,4.0135000000000005,3.4139999999999997,8.327,0.20650000000000002,32.565525,34.007400000000004,7.3233999999999995,-0.9995623653953875,-0.9997974829391308,0.9997648348312979,4.643662779583255,2019-10-24,early wet [Oct-Dec],wet,0.27416836795964933
18,2.528,Rithet,Grab,Grab,2019-11-14T08:00:00Z,NA,DOC,0,0.07,4.542,3.939,9.607,0.211,9.60605,9.9085,2.3368,-0.9992752326082343,-0.9978967766945083,1.0013813612248474,4.240200273878808,2019-10-24,early wet [Oct-Dec],wet,0.26314145935255545
18,3.102,Deception-res,Grab,Treatability,2019-11-12T18:00:00Z,NA,DOC,0,0,4.479,3.7969999999999997,9.261,0.20500000000000002,10.309199999999999,10.654900000000001,2.4078999999999997,-0.9994743096089347,-0.9983747155606659,1.0011013841107257,4.4249761202707765,2019-10-24,early wet [Oct-Dec],wet,0.33495302883057987
18,3.124,Deception-res,Grab,Treatability,2019-11-12T18:00:00Z,NA,DOC,0,0,4.479,3.7969999999999997,9.261,0.20500000000000002,10.309199999999999,10.654900000000001,2.4078999999999997,-0.9994743096089347,-0.9983747155606659,1.0011013841107257,4.4249761202707765,2019-10-24,early wet [Oct-Dec],wet,0.33732858222654144
18,2.164,Deception-crk,Grab,Grab,2019-11-12T18:30:00Z,NA,DOC,0,0,3.593,3.156,7.698,0.195,10.738399999999999,11.011,2.5554,-0.9994913989873494,-0.9979582828894933,1.001536252691262,4.308914455662518,2019-10-24,early wet [Oct-Dec],wet,0.2811119771369187
18,0.65,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-24,early wet [Oct-Dec],wet,NA
18,6.128,Lab,QA-QC,Cal-Ver,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-24,early wet [Oct-Dec],wet,NA
18,0.5701,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-24,early wet [Oct-Dec],wet,NA
18,0.6102,Lab,QA-QC,RO,NA,NA,DOC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-24,early wet [Oct-Dec],wet,NA
19,5.83,Rithet,Grab,Grab,2019-11-22T22:30:00Z,NA,DOC,0,0.022,4.225,3.704,9.035,0.179,10.16215,10.5319,2.1697,-0.9994768941093823,-0.9960400053726799,1.003450552907678,4.854081209383786,2019-11-15,early wet [Oct-Dec],wet,0.6452684006640841
19,9.512,Jarvis,Grab,Grab,2019-11-22T22:00:00Z,NA,DOC,0,0.775,17.302,14.257,34.773,0.585,41.29805,43.183,9.5697,-0.9998789751545686,-0.9996398470634771,1.0002392142448042,4.512471655328799,2019-11-15,early wet [Oct-Dec],wet,0.27354556696287347
19,4.894,Lazar,Grab,Grab,2019-11-22T21:30:00Z,NA,DOC,0,0.18,8.116,6.963,16.984,0.3,19.482999999999997,20.2144,4.1927,-0.999743389032703,-0.9988858089055217,1.000858536701128,4.821332315691559,2019-11-15,early wet [Oct-Dec],wet,0.2881535562882713
19,9.016,Weeks-out,Grab,Grab,2019-11-22T20:30:00Z,NA,DOC,0,0.709,17.379,14.069,34.314,0.573,41.45525,43.455,9.8135,-0.9998728007409557,-0.9996237906228054,1.0002491038333483,4.428083762164365,2019-11-15,early wet [Oct-Dec],wet,0.262749898000816
19,10.06,Weeks-out,Rack,L1,NA,49,DOC,0,0.791,19.438,15.792,38.516,0.641,46.31895,48.5729,10.9349,-0.99970964040597,-0.9996835112577995,1.0000261374203698,4.442006785613037,2019-11-15,early wet [Oct-Dec],wet,0.2611901547408869
19,10.1,Weeks-out,Rack,L2,NA,63,DOC,0,0.766,19.096,15.286,37.283,0.595,45.48095,47.7882,10.8722,-0.9997098375823578,-0.9997229284738433,0.9999869054803959,4.3954489431761745,2019-11-15,early wet [Oct-Dec],wet,0.27090094681222004
19,10.62,Weeks-out,Rack,L3,NA,79,DOC,0,0.77,20.276,16.324,39.816,0.642,48.385400000000004,50.6851,11.559,-0.9998631233371184,-0.9997883318537764,1.0000748073176682,4.384903538368371,2019-11-15,early wet [Oct-Dec],wet,0.26672694394213375
19,2.822,Chris-crk,Grab,Grab,2019-11-22T21:00:00Z,25,DOC,0,0,4.403,3.87,9.439,0.187,10.6033,10.9504,2.2622,-0.9995610555222361,-0.996065355029488,1.0035095091653343,4.840597648306958,2019-11-15,early wet [Oct-Dec],wet,0.29897234876575907
19,5.634,Chris-crk,Rack,L1,NA,28,DOC,0,0.393,9.58,7.981,19.466,0.347,22.9861,23.9778,5.1895,-0.9988696863818662,-0.9995403592316481,0.9993290187398762,4.620445129588592,2019-11-15,early wet [Oct-Dec],wet,0.28942772012740164
19,6.746,Chris-crk,Rack,L2,NA,37,DOC,0,0.577,11.714,9.632,23.493,0.389,28.0665,29.3434,6.4098,-0.998960834452009,-0.9997361477352424,0.9992244820946109,4.577896346219851,2019-11-15,early wet [Oct-Dec],wet,0.2871493636402333
19,6.761,Leech-head,Grab,Grab,2019-11-22T19:50:00Z,115,DOC,0,0.411,12.515,10.331,25.197,0.427,30.028100000000002,31.2189,6.8889,-0.9996691458325944,-0.9996047639821024,1.0000644073065794,4.531768497147586,2019-11-15,early wet [Oct-Dec],wet,0.26832559431678377
19,7.262,Leech-head,Rack,L1,NA,105,DOC,0,0.524,13.799,11.194,27.303,0.458,33.06395,34.5011,7.8475,-0.9998736509533122,-0.999724613756093,1.000149078251319,4.396444727620262,2019-11-15,early wet [Oct-Dec],wet,0.2659780976449474
19,8.115,Leech-head,Rack,L2,NA,117,DOC,0,0.711,14.425,11.904,29.034,0.489,34.49395,36.1536,7.8083,-0.9994841129799141,-0.9997590211855748,0.9997250255313178,4.630149968623131,2019-11-15,early wet [Oct-Dec],wet,0.2794998966728663
19,4.02,Cragg-crk,Grab,Grab,2019-11-22T19:00:00Z,37,DOC,0,0.069,6.527,5.708,13.921,0.257,15.682649999999999,16.2463,3.2831,-0.9997024974587718,-0.9978134682317479,1.0018931687005304,4.948463342572569,2019-11-15,early wet [Oct-Dec],wet,0.28877235830759285
19,3.528,Cragg-crk,Rack,L1,NA,24,DOC,0,0.084,5.752,4.975,12.135,0.228,13.8284,14.3386,2.9844,-0.9996370642285245,-0.998150892633708,1.0014889247765888,4.804516820801501,2019-11-15,early wet [Oct-Dec],wet,0.2907292954264524
19,4.624,Cragg-crk,Rack,L2,NA,41,DOC,0,0.364,8.25,6.99,17.049,0.288,19.79185,20.6121,4.2755,-0.9994114933306865,-0.9992528534105072,1.000158758536078,4.820980002338908,2019-11-15,early wet [Oct-Dec],wet,0.2712182532699865
19,6.778,Cragg-crk,Rack,L3,NA,60,DOC,0,0.635,11.603,9.773,23.835,0.394,27.82635,29.0142,6.0896,-0.9989930766785703,-0.9996419374999385,0.9993509067626845,4.764549395691014,2019-11-15,early wet [Oct-Dec],wet,0.28437172225718477
19,3.728,West-Leech,Grab,Grab,2019-11-22T16:45:00Z,28,DOC,0,0.06,6.559,5.691,13.879,0.28,15.77035,16.3199,3.5073,-0.9997870438417443,-0.9981265817523566,1.0016635786680208,4.653123485302085,2019-11-15,early wet [Oct-Dec],wet,0.26860724836083294
