source,Turbid.FTUeq,NO3.Neq_ppm,TOCeq_ppm,DOCeq_ppm,SAC254_Abs.m,SAC436_Abs.m,trip,measurement,site,sample_type,sample,dt_sampled,fillStage_cm
Trip17,0,0.157,6.596,5.559,13.559,0.224,17,16,Cragg-crk,Rack,L1,NA,25
Trip17,0,0.597,11.078,9.383,22.886,0.36,17,17,Cragg-crk,Rack,L2,NA,43
Trip17,0,0.486,12.03,10.198,24.873,0.375,17,18,Cragg-crk,Rack,L3,NA,65
Trip17,0,0.146,8.004,6.748,16.457,0.269,17,19,Cragg-crk,Grab,Grab,2019-10-24T17:30:00Z,43
Trip17,0,0.109,7.577,6.219,15.169,0.291,17,20,Tunnel,Rack,SG1,NA,0
Trip17,0,0.181,8.652,7.06,17.219,0.339,17,21,Tunnel,Rack,SG2,NA,6
Trip17,0,0.567,13.351,11.04,26.926,0.457,17,22,Tunnel,Rack,L1,NA,19
Trip17,0,0.607,13.618,11.272,27.492,0.465,17,23,Tunnel,Rack,L2,NA,39
Trip17,3.023,0.749,14.997,11.919,29.072,0.459,17,24,Tunnel,Rack,L3,NA,56
Trip17,0,0.371,10.766,8.783,21.421,0.365,17,25,Tunnel,Rack,L4,NA,71
Trip17,0,0.168,8.627,7.283,17.762,0.332,17,26,Tunnel,Grab,Grab,2019-10-24T19:11:00Z,34
Trip17,0,1.272,5.635,5.395,13.158,0.105,17,27,Lab,QA-QC,Cal-ver3_,NA,NA
Trip17,0,0.315,10.462,8.884,21.669,0.369,17,28,Lazar,Grab,Grab,2019-10-23T17:00:00Z,NA
Trip17,0,0.17,6.326,5.397,13.162,0.245,17,29,Rithet,Grab,Grab,2019-10-23T16:00:00Z,NA
Trip17,0,0.558,20.309,16.661,40.636,0.689,17,30,Jarvis,Grab,Grab,2019-10-23T18:00:00Z,NA
Trip17,0,0.108,8.087,6.85,16.708,0.299,17,31,West-Leech,Grab,Grab,2019-11-23T16:45:00Z,38
Trip17,0,0.238,9.715,8.048,19.628,0.356,17,32,West-Leech,Rack,L1,NA,23
Trip17,0.297,0.807,17.253,14.162,34.541,0.561,17,33,West-Leech,Rack,L2,NA,36
Trip17,0.711,0.768,16.89,13.733,33.494,0.535,17,34,West-Leech,Rack,L3,NA,53
Trip17,0.903,0.431,12.157,9.744,23.766,0.393,17,35,West-Leech,Rack,L4,NA,71
Trip17,0,0.092,7.541,6.293,15.349,0.259,17,36,West-Leech,Grab,Grab,2019-10-24T18:25:00Z,32
Trip17,0,0.222,9.35,7.806,19.04,0.333,17,37,Tunnel,QA-QC,HoldTime-B1,2019-10-12T08:00:00Z,NA
Trip17,0,0.214,9.282,7.873,19.203,0.358,17,38,Tunnel,QA-QC,HoldTime-B2,2019-10-12T08:00:00Z,NA
Trip17,0,0.206,9.302,7.838,19.117,0.337,17,39,Tunnel,QA-QC,HoldTime-B3,2019-10-12T08:00:00Z,NA
Trip17,0,0.202,9.403,7.877,19.213,0.343,17,40,Tunnel,QA-QC,HoldTime-B4,2019-10-12T08:00:00Z,NA
Trip17,0,0.201,9.35,7.84,19.123,0.347,17,41,Tunnel,QA-QC,HoldTime-B5,2019-10-12T08:00:00Z,NA
Trip17,0,0.115,7.015,5.982,14.59,0.266,17,42,Tunnel,QA-QC,HoldTime-A6,2019-11-23T18:12:00Z,NA
Trip17,0,0.11,6.894,5.922,14.444,0.267,17,43,Tunnel,QA-QC,HoldTime-A7,2019-11-23T18:12:00Z,NA
Trip17,0,0.114,6.986,5.981,14.588,0.264,17,44,Tunnel,QA-QC,HoldTime-A8,2019-11-23T18:12:00Z,NA
Trip17,0,0.111,6.964,5.968,14.556,0.272,17,45,Tunnel,QA-QC,HoldTime-A9,2019-11-23T18:12:00Z,NA
Trip17,0,0.113,6.964,5.918,14.433,0.258,17,46,Tunnel,QA-QC,HoldTime-A10,2019-11-23T18:12:00Z,NA
Trip18,0,0.147,6.91,5.81,14.171,0.275,18,1,Leech-downstreamconf,Grab,Grab,2019-11-13T18:20:00Z,NA
Trip18,0,0.123,5.951,5.138,12.531,0.204,18,2,Lazar,Grab,Grab,2019-11-14T19:00:00Z,NA
Trip18,0,0.205,7.816,6.535,15.94,0.309,18,3,West-Leech,Grab,Grab,2019-11-13T18:10:00Z,20
Trip18,0,0,3.842,3.356,8.185,0.154,18,4,Survey-East,Grab,Grab,2019-11-14T19:30:00Z,NA
Trip18,0,0.751,18.829,15.2,37.073,0.601,18,5,Weeks-out,Grab,Grab,2019-11-14T18:00:00Z,43
Trip18,0,0,4.53,3.913,9.543,0.201,18,6,Chris-crk,Grab,Grab,2019-11-14T18:30:00Z,21
Trip18,0,0.405,11.889,9.828,23.972,0.403,18,7,Leech-head,Grab,Grab,2019-11-14T17:00:00Z,99
Trip18,0,0.391,11.856,9.841,24.003,0.414,18,8,Cragg-crk,Grab,Algae,2019-11-13T08:00:00Z,NA
Trip18,0,0.021,4.917,4.156,10.136,0.21,18,9,Cragg-crk,Grab,Grab,2019-11-13T23:30:00Z,17
Trip18,0,0,4.607,4.039,9.851,0.198,18,10,Cragg-crk,Grab,Grab,2019-11-13T23:30:00Z,17
Trip18,0,0,4.653,4.084,9.96,0.202,18,11,Cragg-crk,Grab,Grab,2019-11-14T21:00:00Z,NA
Trip18,0,0,4.553,4.07,9.926,0.208,18,12,Tunnel,Grab,Treatability,2019-11-12T19:30:00Z,0
Trip18,0,0.028,5.9,5.012,12.225,0.269,18,13,Tunnel,Grab,Treatability,2019-11-12T19:30:00Z,0
Trip18,0,0.058,6.023,4.969,12.119,0.251,18,14,Tunnel,QA-QC,HoldTime-B6,2019-10-23T08:00:00Z,NA
Trip18,0,0.223,9.216,7.706,18.795,0.303,18,15,Tunnel,QA-QC,HoldTime-B7,2019-10-23T08:00:00Z,NA
Trip18,0,0.212,9.21,7.761,18.928,0.331,18,16,Tunnel,QA-QC,HoldTime-B8,2019-10-23T08:00:00Z,NA
Trip18,0,0.218,9.319,7.877,19.211,0.343,18,17,Tunnel,QA-QC,HoldTime-B9,2019-10-23T08:00:00Z,NA
Trip18,0,0.215,9.205,7.817,19.066,0.348,18,18,Tunnel,QA-QC,HoldTime-B10,2019-10-23T08:00:00Z,NA
Trip18,0,0.218,9.225,7.736,18.869,0.332,18,19,Tunnel,QA-QC,HoldTime-C1,2019-11-12T08:00:00Z,NA
Trip18,0,0.046,5.97,5.024,12.254,0.265,18,20,Tunnel,QA-QC,HoldTime-C2,2019-11-12T08:00:00Z,NA
Trip18,0,0.023,5.983,5.017,12.238,0.265,18,21,Tunnel,QA-QC,HoldTime-C3,2019-11-12T08:00:00Z,NA
Trip18,0,0.029,5.917,4.99,12.171,0.255,18,22,Tunnel,QA-QC,HoldTime-C4,2019-11-12T08:00:00Z,NA
Trip18,0,0.049,5.884,4.956,12.087,0.259,18,23,Tunnel,QA-QC,HoldTime-C5,2019-11-12T08:00:00Z,NA
Trip18,0,0.033,6.008,5.027,12.262,0.253,18,24,Tunnel,Grab,R1,2019-11-13T22:00:00Z,NA
Trip18,0,0.088,6.601,5.511,13.443,0.272,18,25,Tunnel,Grab,R2,2019-11-13T22:00:00Z,NA
Trip18,0,0.069,6.536,5.528,13.484,0.276,18,26,Tunnel,Grab,R3,2019-11-13T22:00:00Z,NA
Trip18,0,0.077,6.578,5.531,13.491,0.269,18,27,Tunnel,Grab,R4,2019-11-13T22:00:00Z,NA
Trip18,0,0.086,6.56,5.505,13.427,0.262,18,28,Tunnel,Grab,R5,2019-11-13T22:00:00Z,NA
Trip18,0,0.092,6.551,5.511,13.441,0.263,18,29,Judge-crk,Grab,Treatability,2019-11-12T23:00:00Z,NA
Trip18,0,0.5665,13.601,11.371,27.734,0.476,18,30,Judge-crk,Grab,Treatability,2019-11-12T23:00:00Z,NA
Trip18,0,0,3.992,3.445,8.402,0.225,18,31,Rithet,Grab,Treatability,2019-11-12T22:00:00Z,NA
Trip18,0,0,4.035,3.383,8.252,0.188,18,32,Rithet,Grab,Treatability,2019-11-12T22:00:00Z,NA
Trip18,0,0.07,4.542,3.939,9.607,0.211,18,33,Rithet,Grab,Grab,2019-11-14T08:00:00Z,NA
Trip18,0,0,4.463,3.81,9.292,0.215,18,34,Deception-res,Grab,Treatability,2019-11-12T18:00:00Z,NA
Trip18,0,0,4.495,3.784,9.23,0.195,18,35,Deception-res,Grab,Treatability,2019-11-12T18:00:00Z,NA
Trip18,0,0,3.593,3.156,7.698,0.195,18,36,Deception-crk,Grab,Grab,2019-11-12T18:30:00Z,NA
Trip19,0,0.022,4.225,3.704,9.035,0.179,19,1,Rithet,Grab,Grab,2019-11-22T22:30:00Z,NA
Trip19,0,0.775,17.302,14.257,34.773,0.585,19,2,Jarvis,Grab,Grab,2019-11-22T22:00:00Z,NA
Trip19,0,0.18,8.116,6.963,16.984,0.3,19,3,Lazar,Grab,Grab,2019-11-22T21:30:00Z,NA
Trip19,0,0.709,17.379,14.069,34.314,0.573,19,4,Weeks-out,Grab,Grab,2019-11-22T20:30:00Z,NA
Trip19,0,0.791,19.438,15.792,38.516,0.641,19,5,Weeks-out,Rack,L1,NA,49
Trip19,0,0.766,19.096,15.286,37.283,0.595,19,6,Weeks-out,Rack,L2,NA,63
Trip19,0,0.77,20.276,16.324,39.816,0.642,19,7,Weeks-out,Rack,L3,NA,79
Trip19,0,0,4.403,3.87,9.439,0.187,19,8,Chris-crk,Grab,Grab,2019-11-22T21:00:00Z,25
Trip19,0,0.393,9.58,7.981,19.466,0.347,19,9,Chris-crk,Rack,L1,NA,28
Trip19,0,0.577,11.714,9.632,23.493,0.389,19,10,Chris-crk,Rack,L2,NA,37
Trip19,0,0.411,12.515,10.331,25.197,0.427,19,11,Leech-head,Grab,Grab,2019-11-22T19:50:00Z,115
Trip19,0,0.524,13.799,11.194,27.303,0.458,19,12,Leech-head,Rack,L1,NA,105
Trip19,0,0.711,14.425,11.904,29.034,0.489,19,13,Leech-head,Rack,L2,NA,117
Trip19,0,0.069,6.527,5.708,13.921,0.257,19,14,Cragg-crk,Grab,Grab,2019-11-22T19:00:00Z,37
Trip19,0,0.084,5.752,4.975,12.135,0.228,19,15,Cragg-crk,Rack,L1,NA,24
Trip19,0,0.364,8.25,6.99,17.049,0.288,19,16,Cragg-crk,Rack,L2,NA,41
Trip19,0,0.635,11.603,9.773,23.835,0.394,19,17,Cragg-crk,Rack,L3,NA,60
Trip19,0,0.06,6.559,5.691,13.879,0.28,19,18,West-Leech,Grab,Grab,2019-11-22T16:45:00Z,28
Trip19,0,0.214,8.33,6.959,16.973,0.33,19,19,West-Leech,Rack,L1,NA,27
Trip19,0,0.572,12.252,9.935,24.232,0.447,19,20,West-Leech,Rack,L2,NA,47
Trip19,0,0.84,15.764,12.783,31.178,0.541,19,21,West-Leech,Rack,L3,NA,67
Trip19,1.279,0.721,16.016,12.68,30.927,0.514,19,22,West-Leech,Rack,L4,NA,84
Trip19,0,0.136,7.503,6.382,15.565,0.286,19,23,Tunnel,Grab,Grab,2019-11-22T18:00:00Z,23
Trip19,0,0.505,11.777,9.723,23.716,0.411,19,24,Tunnel,Rack,L1,NA,19
Trip19,0,0.372,9.951,8.104,19.766,0.379,19,25,Tunnel,Rack,L2,NA,35
Trip19,0,0.518,11.766,9.573,23.348,0.441,19,26,Tunnel,Rack,L3,NA,54
Trip19,0,0.669,13.811,11.165,27.232,0.482,19,27,Tunnel,Rack,L4,NA,70
Trip19,2.353,0.673,14.465,11.447,27.92,0.482,19,28,Tunnel,Rack,L5,NA,86
Trip2,0,0.675,19.923,15.735,NaN,NaN,2,1,Weeks-out,Rack,L1,NA,30
Trip2,0,0.634,17.601,13.985,NaN,NaN,2,2,Weeks-out,Rack,L2,NA,35
Trip2,0,0.749,15.616,12.323,NaN,NaN,2,3,Weeks-out,Rack,L3,NA,40
Trip2,0,0.709,16.803,13.264,NaN,NaN,2,4,Weeks-out,Rack,L4,NA,45
Trip2,0,NaN,NaN,NaN,NaN,NaN,2,5,Weeks-out,Rack,L5,NA,50
Trip2,0,0.56,12.67,10.007,NaN,NaN,2,6,Leech-head,Rack,L1,NA,80
Trip2,0.344,0.867,13.91,11.038,NaN,NaN,2,7,Leech-head,Rack,L2,NA,90
Trip2,0,0.641,13.868,11.084,NaN,NaN,2,8,Leech-head,Rack,L3,NA,100
Trip2,0,0.621,13.978,11.256,NaN,NaN,2,9,Leech-head,Rack,L4,NA,110
Trip2,0,0.778,15.382,12.267,NaN,NaN,2,10,Leech-head,Rack,L5,NA,120
Trip2,0,0.496,13.972,11.229,NaN,NaN,2,11,Leech-head,Grab,Grab,2018-11-06T20:20:00Z,NA
Trip2,0,0.252,8.861,7.147,NaN,NaN,2,12,Chris-crk,Rack,L1,NA,30
Trip2,0,0.344,10.014,8.04,NaN,NaN,2,13,Chris-crk,Rack,L2,NA,35
Trip2,0,0.521,11.884,9.356,NaN,NaN,2,14,Chris-crk,Rack,L3,NA,45
Trip2,0,0.403,10.784,8.635,NaN,NaN,2,15,Chris-crk,Rack,L4,NA,55
Trip2,0,0.027,6.198,5.137,NaN,NaN,2,16,Chris-crk,Grab,Grab,2018-11-06T17:05:00Z,NA
Trip2,0,0.41,7.065,5.588,NaN,NaN,2,17,Cragg-crk,Rack,L1,NA,22
Trip2,0,0.696,9.076,7.292,NaN,NaN,2,18,Cragg-crk,Rack,L2,NA,35
Trip2,0,0.625,10.915,9.02,NaN,NaN,2,19,Cragg-crk,Rack,L3,NA,45
Trip2,0,0.657,11.478,9.407,NaN,NaN,2,20,Cragg-crk,Rack,L4,NA,50
Trip2,0,0.53,12.117,9.871,NaN,NaN,2,21,Cragg-crk,Rack,L5,NA,75
Trip2,0,0.149,8.044,6.621,NaN,NaN,2,22,Cragg-crk,Grab,Grab,2018-11-06T16:30:00Z,NA
Trip2,0.459,0.67,14.308,11.211,NaN,NaN,2,23,West-Leech,Rack,L1,NA,40
Trip2,0.123,0.826,15.399,12.238,NaN,NaN,2,24,West-Leech,Rack,L2,NA,45
Trip2,0,0.473,11.979,9.502,NaN,NaN,2,25,West-Leech,Rack,L3,NA,56
Trip2,0,0.511,13.344,10.507,NaN,NaN,2,26,West-Leech,Rack,L4,NA,69
Trip2,0.955,0.547,13.504,10.544,NaN,NaN,2,27,West-Leech,Rack,L5,NA,75
Trip2,0,0.114,8.005,6.598,NaN,NaN,2,28,West-Leech,Grab,Grab,2018-11-07T17:00:00Z,NA
Trip2,0,0.035,5.71,4.642,NaN,NaN,2,29,Weeks-Lk-NE,Grab,Grab,NA,NA
Trip2,0,0.207,8.789,7.168,NaN,NaN,2,30,Leech-downstreamconf,Grab,Grab,NA,NA
Trip2,0,0.006,6.411,5.033,NaN,NaN,2,31,West-Jordan,Grab,Grab,NA,NA
Trip2,0,0.62,17.378,13.993,NaN,NaN,2,32,Jarvis,Grab,Grab,NA,NA
Trip2,0,NaN,NaN,NaN,NaN,NaN,2,33,W.trib-to-Weeks,Grab,Grab,NA,NA
Trip2,0,0.234,9.693,7.859,NaN,NaN,2,34,Boneyard,Grab,Grab,NA,NA
Trip2,0,0.538,13.802,11.227,NaN,NaN,2,35,Weeks-Gate,Grab,Grab,NA,NA
Trip2,0,0.346,9.889,7.81,NaN,NaN,2,36,Weeks-Lk-SE,Grab,Grab,NA,NA
Trip2,0,0.18,8.789,7.141,NaN,NaN,2,37,Leech-downstreamconf,Grab,Grab,NA,NA
Trip2,0,0.538,16.339,13.075,NaN,NaN,2,38,Weeks-out,Grab,Grab,2018-11-06T21:55:00Z,NA
Trip2,0,1.539,6.54,6.133,NaN,NaN,2,39,Lab,QA-QC,CAL-VER_5.73ppm,NA,NA
Trip20,0,0.008,5.574,4.539,11.07,0.225,20,1,Tunnel,QA-QC,HoldTime-C6,2019-11-12T08:00:00Z,NA
Trip20,0,0,3.946,3.187,7.773,0.196,20,2,Tunnel,QA-QC,HoldTime-C7,2019-11-12T08:00:00Z,NA
Trip20,0,0,3.686,2.987,7.285,0.198,20,3,Tunnel,QA-QC,HoldTime-C8,2019-11-12T08:00:00Z,NA
Trip20,0,0,5.761,4.676,11.404,0.264,20,4,Tunnel,QA-QC,HoldTime-C9,2019-11-12T08:00:00Z,NA
Trip20,0,0,3.536,2.872,7.005,0.188,20,5,Tunnel,QA-QC,HoldTime-C10,2019-11-12T08:00:00Z,NA
Trip20,0,0.271,9.38,7.797,19.016,0.339,20,6,Tunnel,Grab,Grab,2019-12-13T18:25:00Z,NA
Trip20,0,0.243,9.065,7.551,18.416,0.321,20,7,Tunnel,Grab,Grab,2019-12-13T22:45:00Z,NA
Trip20,0,0.103,7.059,5.911,14.418,0.275,20,8,Tunnel,Grab,Grab,2019-12-16T19:00:00Z,36
Trip20,0,0.106,7.266,5.962,14.542,0.294,20,9,Tunnel,Rack,L1,NA,33
Trip20,0,0.409,10.085,8.36,20.39,0.388,20,10,Tunnel,Rack,L2,NA,53
Trip20,0,0.41,10.608,8.713,21.251,0.37,20,11,Tunnel,Rack,L3,NA,69
Trip20,0,0.079,6.656,5.615,13.696,0.271,20,12,Tunnel,Grab,Grab,2019-12-18T18:30:00Z,34
Trip20,0,0.046,6.425,5.571,13.589,0.26,20,13,Cragg-crk,Grab,Grab,2019-12-16T20:00:00Z,43
Trip20,0,0.14,7.492,6.398,15.606,0.291,20,14,Cragg-crk,Rack,L1,NA,43
Trip20,0,0.369,9.676,8.148,19.873,0.362,20,15,Cragg-crk,Rack,L2,NA,59
Trip20,0,0.42,10.587,8.791,21.442,0.368,20,16,Cragg-crk,Rack,L3,NA,75
Trip20,0,0,4.447,3.781,9.223,0.174,20,17,Chris-crk,Grab,Grab,2019-12-17T19:45:00Z,26
Trip20,0,0.008,6.173,5.362,13.078,0.255,20,18,Cragg-crk,Grab,Grab,2019-12-17T22:00:00Z,NA
Trip20,0,0.158,7.91,6.786,16.552,0.321,21,19,Cragg-crk,Grab,Grab,2019-12-19T20:00:00Z,63
Trip20,0,0.066,6.469,5.517,13.457,0.247,21,20,Cragg-crk,Rack,L1,NA,45
Trip20,0,0.205,8.443,7.033,17.153,0.308,21,21,Cragg-crk,Rack,L2,NA,63
Trip20,0,0,4.528,3.888,9.482,0.191,20,22,Chris-crk,Grab,Grab,2019-12-16T21:35:00Z,27
Trip20,0,0.31,8.761,7.266,17.721,0.316,20,23,Chris-crk,Rack,L1,NA,26
Trip20,0,0.187,8.031,6.76,16.489,0.305,20,24,Chris-crk,Rack,L2,NA,36
Trip20,0,0.388,11.668,9.477,23.114,0.406,20,25,Leech-head,Grab,Grab,2019-12-16T21:00:00Z,124
Trip20,0,0.584,12.747,10.458,25.508,0.435,20,26,Leech-head,Rack,L1,NA,122
Trip20,0,0.58,12.561,10.306,25.138,0.427,20,27,Leech-head,Rack,L2,NA,139
Trip20,0,0.395,11.212,9.119,22.242,0.368,20,28,Leech-head,Grab,Grab,2019-12-17T20:00:00Z,NA
Trip20,0,0.504,15.284,12.322,30.053,0.503,20,29,Weeks-out,Grab,Grab,2019-12-16T21:20:00Z,79
Trip20,0,0.777,18.983,15.242,37.176,0.605,20,30,Weeks-out,Rack,L1,NA,72
Trip20,0.002,0.722,18.191,14.524,35.425,0.583,20,31,Weeks-out,Rack,L2,NA,79
Trip20,0.045,0.843,17.202,13.818,33.702,0.562,20,32,Weeks-out,Rack,L3,NA,97
Trip20,0,0.468,15.031,12.146,29.624,0.498,20,33,Weeks-out,Grab,Grab,2019-12-17T18:00:00Z,NA
Trip20,0,0.02,5.857,4.984,12.157,0.242,20,34,West-Leech,Grab,Grab,2019-12-16T17:45:00Z,32
Trip20,0,0.092,7.274,5.957,14.53,0.295,20,35,West-Leech,Rack,L1,NA,34
Trip20,0,0.257,9.17,7.428,18.118,0.352,20,36,West-Leech,Rack,L2,NA,50
Trip20,0,0.268,6.991,6.024,14.694,0.273,20,37,Deception-crk,Grab,Grab,2019-12-13T17:00:00Z,NA
Trip20,0,0,4.306,3.749,9.143,0.191,20,38,Rithet,Grab,Grab,2019-12-17T08:00:00Z,NA
Trip20,0,0.134,7.844,6.703,16.348,0.305,20,39,Lazar,Grab,Grab,2019-12-17T08:00:00Z,NA
Trip20,0,0.414,13.73,11.273,27.496,0.487,20,40,Jarvis,Grab,Grab,2019-12-17T08:00:00Z,NA
Trip20,0,0.151,7.826,6.655,16.233,0.307,20,41,Judge-crk,Grab,Grab,2019-12-17T08:00:00Z,NA
Trip22,0,0,1.136,1.106,2.697,0.109,22,1,Lab,QA-QC,RO,NA,NA
Trip22,0,0.127,7.225,6.105,14.889,0.281,22,2,Judge-crk,Grab,Grab,NA,NA
Trip22,0,0.178,7.141,5.996,14.623,0.26,22,3,Rithet,Grab,Grab,NA,NA
Trip22,0,0.257,9.904,8.129,19.826,0.352,22,4,Jarvis,Grab,Grab,NA,NA
Trip22,0,0.193,7.954,6.687,16.311,0.276,22,5,Cragg-crk,Grab,Grab,NA,NA
Trip22,0,0.134,7.752,6.255,15.255,0.263,22,6,Tunnel,Grab,R1,NA,NA
Trip22,0.028,0.145,7.708,6.244,15.229,0.27,22,7,Tunnel,Grab,R2,NA,NA
Trip22,0,0,1.14,1.074,2.619,0.109,22,8,Lab,QA-QC,RO,NA,NA
Trip22,0,1.274,5.433,5.34,13.024,0.109,22,9,Lab,QA-QC,CalVer-1_5.55ppm,NA,NA
Trip22,0,0,1.129,1.104,2.692,0.105,22,10,Lab,QA-QC,RO,NA,NA
Trip22,0,1.267,5.576,5.466,13.331,0.099,22,11,Lab,QA-QC,CalVer-2_5.77ppm,NA,NA
Trip22,0,0,1.124,1.104,2.694,0.102,22,12,Lab,QA-QC,RO,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,1,Lab,QA-QC,RO,NA,NA
Trip3,0,0.607,15.914,12.917,NaN,NaN,3,2,Jarvis,Grab,Grab,2019-11-23T16:25:00Z,NA
Trip3,0,0.455,10.349,8.244,NaN,NaN,3,3,Chris-crk,Rack,L1,NA,22
Trip3,0,0.205,7.425,6.044,NaN,NaN,3,4,Chris-crk,Grab,Grab,2019-11-23T16:55:00Z,NA
Trip3,0.42,0.965,17.871,14.057,NaN,NaN,3,5,Weeks-out,Grab,Grab,2019-11-23T17:15:00Z,NA
Trip3,0,0.577,13.674,11.014,NaN,NaN,3,6,Leech-head,Grab,Grab,2019-11-23T18:00:00Z,NA
Trip3,0,0.3,9.253,7.389,NaN,NaN,3,7,Cragg-crk,Rack,L1,NA,45
Trip3,0,0.261,8.648,7.071,NaN,NaN,3,8,Cragg-crk,Grab,Grab,2019-11-23T19:15:00Z,NA
Trip3,0,0.25,8.912,7.045,NaN,NaN,3,9,West-Leech,Rack,L1,NA,40
Trip3,0,0.424,11.27,8.923,NaN,NaN,3,10,West-Leech,Rack,L2,NA,48
Trip3,0,0.388,11.026,8.913,NaN,NaN,3,11,West-Leech,Grab,Grab,2019-11-23T20:15:00Z,NA
Trip3,0,0.28,9.588,7.731,NaN,NaN,3,12,Boneyard,Grab,Grab,2019-11-23T21:20:00Z,NA
Trip3,0,0.311,9.729,7.87,NaN,NaN,3,13,Tunnel,Grab,Grab,2019-11-23T21:45:00Z,NA
Trip3,0,0,2.045,1.617,NaN,NaN,3,14,Lab,QA-QC,RO,NA,NA
Trip4,0,0.697,17.656,14.038,NaN,NaN,4,1,Weeks-out,Rack,L1,NA,65
Trip4,0,0.542,16.402,13.115,NaN,NaN,4,2,Weeks-out,Rack,L2,NA,72
Trip4,0.394,0.592,15.475,12.099,NaN,NaN,4,3,Weeks-out,Rack,L3,NA,79
Trip4,0,0.375,10.855,8.287,NaN,NaN,4,4,Weeks-out,Rack,L4,NA,86
Trip4,0,0.463,12.184,9.39,NaN,NaN,4,5,Weeks-out,Rack,L5,NA,90
Trip4,0,0.734,15.811,12.485,NaN,NaN,4,6,Weeks-out,Rack,L6,NA,95
Trip4,0,0.643,15.681,12.377,NaN,NaN,4,7,Weeks-out,Rack,L7,NA,105
Trip4,1.94,0.601,16.413,12.67,NaN,NaN,4,8,Weeks-out,Grab,Grab,2018-12-07T20:15:00Z,50
Trip4,0,0.193,7.512,6.005,NaN,NaN,4,9,Chris-crk,Rack,L1,NA,20
Trip4,0,0.182,8.11,6.456,NaN,NaN,4,10,Chris-crk,Rack,L2,NA,27
Trip4,0,0.25,8.744,7.059,NaN,NaN,4,11,Chris-crk,Rack,L3,NA,34
Trip4,0,0.336,9.649,7.704,NaN,NaN,4,12,Chris-crk,Rack,L4,NA,41
Trip4,0,0.32,9.713,7.791,NaN,NaN,4,13,Chris-crk,Rack,L5,NA,48
Trip4,0,0.243,8.628,6.837,NaN,NaN,4,14,Chris-crk,Rack,L6,NA,56
Trip4,0,0.166,7.944,6.17,NaN,NaN,4,15,Chris-crk,Rack,L7,NA,66
Trip4,0,0.519,12.683,10.326,NaN,NaN,4,16,Leech-head,Rack,L1,NA,122
Trip4,0,0.504,12.41,9.938,NaN,NaN,4,17,Leech-head,Rack,L2,NA,129
Trip4,0,0.391,11.675,9.329,NaN,NaN,4,18,Leech-head,Rack,L3,NA,133
Trip4,0,0.387,11.304,8.96,NaN,NaN,4,19,Leech-head,Rack,L4,NA,140
Trip4,0,0.542,12.953,10.24,NaN,NaN,4,20,Leech-head,Rack,L5,NA,150
Trip4,0,0.537,13.349,10.567,NaN,NaN,4,21,Leech-head,Rack,L6,NA,162
Trip4,0,0.622,12.883,10.109,NaN,NaN,4,22,Leech-head,Rack,L7,NA,171
Trip4,0,0.339,11.32,9.147,NaN,NaN,4,23,Leech-head,Grab,Grab,2018-12-07T18:30:00Z,109
Trip4,0,0.323,9.673,7.892,NaN,NaN,4,24,Cragg-crk,Rack,L1,NA,53
Trip4,0,0.127,8.379,6.658,NaN,NaN,4,25,Cragg-crk,Rack,L2,NA,62
Trip4,6.115,0,7.234,5,NaN,NaN,4,26,Cragg-crk,Rack,L3,NA,73
Trip4,8.211,0.065,8.705,6.065,NaN,NaN,4,27,Cragg-crk,Rack,L4,NA,84
Trip4,0.816,0.276,9.822,7.709,NaN,NaN,4,28,Cragg-crk,Rack,L5,NA,96
Trip4,5.52,0.207,10.247,7.642,NaN,NaN,4,29,Cragg-crk,Rack,L6,NA,110
Trip4,0,0.01,6.101,4.983,NaN,NaN,4,30,Cragg-crk,Grab,Grab,2018-12-07T16:45:00Z,29
Trip4,0,0.226,8.799,7.074,NaN,NaN,4,31,West-Leech,Rack,L1,NA,50
Trip4,0,0.568,13.408,10.717,NaN,NaN,4,32,West-Leech,Rack,L2,NA,60
Trip4,0,0.432,11.811,9.378,NaN,NaN,4,33,West-Leech,Rack,L3,NA,71
Trip4,0,0.456,12.411,9.858,NaN,NaN,4,34,West-Leech,Rack,L4,NA,80
Trip4,0,0.478,12.706,10.077,NaN,NaN,4,35,West-Leech,Rack,L5,NA,90
Trip4,0,0.422,12.543,9.839,NaN,NaN,4,36,West-Leech,Rack,L6,NA,105
Trip4,0,0.026,6.273,5.187,NaN,NaN,4,37,West-Leech,Grab,Grab,2018-12-06T21:30:00Z,25
Trip4,0,0.041,6.557,5.383,NaN,NaN,4,38,Tunnel,Grab,Grab,2018-12-06T18:00:00Z,16
Trip4,0,0.444,6.66,5.72,NaN,NaN,4,39,5S-above,Grab,Grab,2018-12-06T16:00:00Z,NA
Trip4,0,0.482,6.666,5.748,NaN,NaN,4,40,5S-below,Grab,Grab,2018-12-06T16:00:00Z,NA
Trip4,6.053,NaN,9.905,5.248,NaN,NaN,4,41,Mystery-bottle,Grab,Grab,NA,NA
Trip7,0,0.254,8.949,7.306,NaN,NaN,7,1,Leech-head,Grab,Grab,2019-04-10T18:15:00Z,118
Trip7,0,0.408,12.477,9.967,NaN,NaN,7,2,Weeks-out,Grab,R1,2019-04-10T19:00:00Z,61
Trip7,0,0.506,12.54,9.918,NaN,NaN,7,3,Weeks-out,Grab,R2,2019-04-10T19:00:00Z,61
