# 2019-08-27,,,,,,,
# Leech samples collected Aug 20-23 (trip 14),,,,,,,
,,,,,,,
"# Results file: ""2019-08-27_Leech_Aug20-23-Trip14_001""""",,,,,,,
vial,site,sample-type,sample,date-time_sampled,fill-stage,analysis,trip
1,Cragg-crk,Grab,Grab,2019-08-21 8:30,,DOC,14
2,Chris-crk,Grab,Grab,2019-08-21 12:20,,DOC,14
3,Lazar,Grab,Grab,2019-08-21 8:00,,DOC,14
4,Jarvis,Grab,Grab,2019-08-21 8:10,,DOC,14
5,Leech-head,Grab,Grab,2019-08-22 8:20,,DOC,14
6,Weeks-out,Grab,Grab,2019-08-22 9:20,,DOC,14
7,Tunnel,Grab,Grab,2019-08-22 13:25,,DOC,14
8,West-Leech,Grab,Grab,2019-08-23 8:20,,DOC,14
9,Leech-head,Grab,Grab,2019-08-22 8:20,,DOC,14
